year,nation,current_rating,ball_control,dribbling,composure,reaction,crossing,acceleration,stamina,strength,shot_power,sprint_speed,gk,passing,defending
2018,Colombia,78.0,78.0,83.0,73.0,71.0,70.0,94.0,84.0,63.0,80.0,93.0,10.0,66.0,18.0
2018,Japan,70.0,28.0,12.0,44.0,70.0,17.0,44.0,30.0,68.0,37.0,40.0,69.5,33.0,11.75
2018,Japan,72.0,12.0,8.0,26.0,74.0,12.0,34.0,45.0,68.0,15.0,32.0,70.0,22.5,11.0
2018,Japan,69.0,18.0,12.0,33.0,75.0,12.0,26.0,24.0,61.0,20.0,30.0,65.5,19.0,10.75
2018,Japan,70.0,56.0,31.0,55.0,56.0,32.0,66.0,79.0,84.0,53.0,70.0,9.5,55.5,73.25
2018,Japan,73.0,58.0,44.0,69.0,59.0,35.0,75.0,81.0,76.0,42.0,85.0,10.5,67.5,72.75
2018,Japan,75.0,70.0,69.0,74.0,70.0,75.0,89.0,84.0,58.0,71.0,79.0,12.5,65.5,74.75
2018,Japan,69.0,68.0,65.0,47.0,69.0,50.0,78.0,72.0,70.0,59.0,75.0,10.0,67.5,67.25
2018,Japan,74.0,60.0,64.0,68.0,75.0,63.0,76.0,85.0,72.0,72.0,78.0,11.5,63.0,75.5
2018,Japan,70.0,66.0,64.0,58.0,65.0,59.0,72.0,74.0,79.0,72.0,63.0,11.0,65.0,68.0
2018,Japan,74.0,73.0,69.0,66.0,72.0,73.0,77.0,78.0,65.0,62.0,75.0,7.5,72.0,73.5
2018,Japan,75.0,63.0,57.0,65.0,73.0,23.0,67.0,75.0,78.0,50.0,66.0,9.0,57.5,76.75
2018,Japan,78.0,85.0,83.0,80.0,72.0,78.0,77.0,73.0,69.0,84.0,76.0,4.0,81.0,46.0
2018,Japan,72.0,74.0,73.0,72.0,73.0,68.0,76.0,75.0,60.0,64.0,72.0,9.5,71.0,71.0
2018,Japan,76.0,77.0,85.0,67.0,74.0,70.0,85.0,74.0,34.0,56.0,84.0,13.5,66.5,36.5
2018,Japan,82.0,84.0,87.0,81.0,81.0,60.0,83.0,80.0,39.0,47.0,66.0,10.0,78.5,27.75
2018,Japan,75.0,77.0,80.0,72.0,65.0,72.0,79.0,66.0,37.0,63.0,76.0,7.5,72.0,26.0
2018,Japan,67,66,64,68,64.0,66,75,71,67,62,70.0,7.5,67.0,49.75
2018,Japan,68,59,62,59,66.0,72,59,80,78,70,65.0,13.0,62.0,67.5
2018,Japan,77.0,74.0,67.0,78.0,77.0,76.0,66.0,77.0,69.0,65.0,67.0,12.5,76.5,75.75
2018,Japan,69.0,71.0,69.0,73.0,73.0,63.0,85.0,80.0,46.0,76.0,80.0,9.0,68.5,65.0
2018,Japan,78.0,77.0,76.0,70.0,84.0,66.0,79.0,83.0,69.0,77.0,74.0,8.0,68.0,37.5
2018,Japan,75.0,76.0,80.0,67.0,77.0,70.0,79.0,76.0,50.0,73.0,77.0,7.5,67.0,28.5
2018,Japan,75.0,79.0,79.0,75.0,77.0,42.0,75.0,64.0,64.0,74.0,75.0,10.0,62.5,30.5
2022,Qatar,76,78,80,74,73.0,80,67,59,60,77,69.0,10.0,75.0,41.25
2022,Qatar,68,65,70,61,60.0,65,79,73,69,70,84.0,7.5,61.5,37.0
2022,Qatar,62,63,62,61,63.0,49,71,72,58,58,71.0,10.5,62.0,54.0
2022,Qatar,71,70,77,65,67.0,76,75,64,57,77,78.0,12.0,71.0,69.5
2022,Qatar,53,45,30,42,43.0,28,54,59,58,33,62.0,9.5,25.5,53.25
2022,Qatar,62,65,61,61,53.0,46,63,68,60,60,59.0,7.0,66.0,61.5
2022,Qatar,60,58,57,58,58.0,47,72,66,68,59,74.0,14.0,45.0,17.25
2022,Qatar,52,52,50,56,50.0,45,55,52,45,45,65.0,9.0,55.5,43.25
2022,Qatar,67,65,63,49,60.0,64,72,70,62,49,71.0,11.5,52.5,64.5
2022,Qatar,67,60,51,57,66.0,44,60,73,72,64,65.0,14.0,65.5,67.5
2022,Qatar,61,63,62,63,61.0,62,66,67,66,64,64.0,3.0,61.5,52.25
2022,Qatar,59,60,59,48,61.0,49,71,67,46,61,70.0,9.0,54.5,21.5
2022,Qatar,72,72,69,77,75.0,33,64,73,77,77,68.0,12.5,50.5,28.25
2022,Qatar,80,85,84,82,73.0,76,71,77,65,76,68.0,7.0,81.5,61.5
2022,Qatar,68,65,67,63,65.0,61,74,72,70,72,71.0,10.0,64.0,63.0
2022,Qatar,67,61,58,60,64.0,66,80,71,70,65,86.0,8.5,67.5,59.25
2022,Qatar,71,63,52,67,58.0,26,61,63,85,69,69.0,12.5,67.0,69.75
2022,Qatar,77,70,67,74,77.0,69,70,72,72,55,75.0,10.5,75.0,78.25
2022,Qatar,52,53,51,52,50.0,44,69,64,54,52,68.0,10.0,56.0,39.5
2022,Qatar,50,42,46,39,46.0,42,64,63,49,29,63.0,11.0,38.0,44.25
2022,Qatar,70,65,60,66,68.0,58,63,72,82,55,76.0,8.0,60.5,68.5
2022,Qatar,68,69,67,56,64.0,37,75,55,57,60,77.0,11.5,51.0,41.0
2022,Qatar,63,19,13,45,54.0,11,30,21,57,46,29.0,62.5,35.0,10.0
2022,Qatar,56,51,54,42,61.0,52,70,61,54,48,66.0,9.5,47.5,29.75
2022,Qatar,66,56,41,66,61.0,27,64,72,78,34,69.0,15.5,60.0,66.5
2022,Ecuador,67.0,21.0,13.0,51.0,58.0,11.0,33.0,28.0,56.0,46.0,30.0,68.5,27.5,13.25
2022,Ecuador,61,61,55,57,54.0,33,63,51,78,65,67.0,12.5,66.5,57.0
2022,Ecuador,72.0,31.0,20.0,66.0,69.0,13.0,29.0,31.0,71.0,53.0,33.0,71.0,32.0,21.0
2022,Ecuador,65.0,55.0,54.0,53.0,64.0,39.0,55.0,44.0,74.0,43.0,53.0,8.5,52.5,63.5
2022,Ecuador,58.0,55.0,28.0,39.0,48.0,22.0,63.0,67.0,64.0,35.0,59.0,7.5,51.5,62.0
2022,Ecuador,64,62,63,57,57.0,64,69,67,40,67,72.0,13.0,63.5,35.0
2022,Ecuador,58,58,55,55,55.0,39,66,47,64,56,68.0,8.5,41.0,22.5
2022,Ecuador,79.0,73.0,72.0,59.0,72.0,79.0,82.0,79.0,75.0,41.0,84.0,10.5,70.5,74.75
2022,Ecuador,66.0,31.0,25.0,49.0,54.0,23.0,54.0,76.0,66.0,39.0,50.0,9.0,47.0,70.75
2022,Ecuador,66.0,64.0,71.0,64.0,57.0,69.0,83.0,84.0,65.0,55.0,84.0,13.5,58.0,62.5
2022,Ecuador,70.0,67.0,68.0,62.0,63.0,72.0,78.0,74.0,58.0,48.0,76.0,7.0,62.0,67.75
2022,Ecuador,61,55,54,41,49.0,60,63,62,59,42,67.0,10.5,47.5,60.5
2022,Ecuador,63.0,65.0,65.0,55.0,64.0,34.0,55.0,55.0,67.0,55.0,69.0,14.0,61.0,63.75
2022,Ecuador,72.0,70.0,60.0,65.0,68.0,43.0,64.0,77.0,69.0,61.0,63.0,10.5,71.5,69.25
2022,Ecuador,70.0,67.0,72.0,60.0,66.0,70.0,85.0,66.0,68.0,81.0,80.0,7.5,68.0,25.25
2022,Ecuador,69.0,64.0,67.0,64.0,56.0,71.0,81.0,81.0,72.0,65.0,90.0,10.0,68.0,36.0
2022,Ecuador,78.0,80.0,79.0,75.0,77.0,73.0,81.0,78.0,44.0,70.0,81.0,8.0,73.0,40.75
2022,Ecuador,62,63,62,61,59.0,42,76,61,62,65,77.0,11.5,52.5,34.75
2022,Ecuador,74.0,77.0,79.0,78.0,73.0,68.0,86.0,70.0,63.0,70.0,85.0,11.5,57.0,42.5
2022,Ecuador,67,60,62,57,66.0,62,67,70,59,64,69.0,10.5,71.0,65.0
2022,Ecuador,62,17,10,43,59.0,11,35,29,55,44,41.0,61.0,24.0,12.5
2022,Ecuador,60.0,64.0,55.0,47.0,51.0,34.0,70.0,60.0,58.0,56.0,64.0,12.0,62.0,49.75
2022,Ecuador,68.0,63.0,70.0,60.0,64.0,28.0,66.0,57.0,77.0,64.0,75.0,11.0,59.5,17.0
2022,Ecuador,72.0,72.0,72.0,60.0,72.0,67.0,88.0,76.0,76.0,80.0,87.0,9.0,64.0,30.5
2022,Ecuador,60,42,32,44,56.0,26,53,38,78,38,55.0,11.0,39.5,59.5
2022,Ecuador,58,61,63,53,45.0,55,78,42,44,64,73.0,8.5,50.5,24.0
2022,Senegal,63.0,20.0,10.0,44.0,57.0,7.0,39.0,26.0,63.0,45.0,41.0,62.5,39.0,9.75
2022,Senegal,79.0,11.0,13.0,56.0,77.0,10.0,36.0,35.0,72.0,56.0,33.0,79.5,21.0,11.0
2022,Senegal,76.0,24.0,15.0,57.0,69.0,15.0,43.0,33.0,57.0,53.0,41.0,76.0,34.5,15.0
2022,Senegal,55,49,50,43,51.0,49,78,60,51,41,78.0,10.5,46.5,48.75
2022,Senegal,88.0,74.0,69.0,82.0,85.0,30.0,73.0,70.0,94.0,55.0,77.0,10.0,68.5,89.5
2022,Senegal,75.0,48.0,38.0,57.0,68.0,27.0,70.0,70.0,94.0,55.0,80.0,14.5,55.5,72.5
2022,Senegal,77.0,73.0,68.0,72.0,79.0,53.0,64.0,89.0,85.0,74.0,69.0,13.5,67.0,77.25
2022,Senegal,73.0,71.0,72.0,63.0,65.0,73.0,83.0,76.0,70.0,56.0,84.0,12.5,69.5,68.0
2022,Senegal,69.0,71.0,72.0,56.0,68.0,63.0,84.0,77.0,65.0,58.0,88.0,11.0,56.5,60.25
2022,Senegal,75.0,72.0,73.0,70.0,74.0,73.0,70.0,77.0,67.0,43.0,72.0,12.0,66.5,74.0
2022,Senegal,78.0,78.0,75.0,81.0,77.0,69.0,73.0,74.0,76.0,46.0,76.0,9.5,77.0,78.25
2022,Senegal,68.0,69.0,65.0,66.0,65.0,57.0,67.0,77.0,68.0,62.0,68.0,9.0,69.5,61.0
2022,Senegal,84.0,79.0,76.0,83.0,83.0,60.0,70.0,91.0,69.0,80.0,69.0,10.0,79.0,85.25
2022,Senegal,76.0,77.0,71.0,73.0,73.0,67.0,71.0,75.0,68.0,62.0,65.0,13.0,76.0,75.25
2022,Senegal,68.0,62.0,48.0,49.0,69.0,48.0,67.0,86.0,79.0,70.0,66.0,13.5,62.0,65.25
2022,Senegal,77.0,78.0,83.0,73.0,72.0,68.0,92.0,88.0,60.0,75.0,95.0,10.5,67.5,48.0
2022,Senegal,55,42,31,57,52.0,59,64,57,48,48,57.0,12.0,55.5,59.5
2022,Senegal,72.0,65.0,61.0,72.0,68.0,42.0,55.0,77.0,81.0,78.0,51.0,9.5,69.0,69.5
2022,Senegal,71.0,68.0,67.0,61.0,72.0,49.0,68.0,79.0,78.0,64.0,66.0,13.0,69.0,65.75
2022,Senegal,62.0,70.0,68.0,50.0,61.0,41.0,69.0,60.0,68.0,51.0,70.0,9.5,56.5,34.5
2022,Senegal,73.0,73.0,75.0,56.0,68.0,36.0,78.0,71.0,80.0,76.0,78.0,12.5,53.0,21.75
2022,Senegal,57,57,54,51,54.0,33,69,51,58,60,66.0,10.5,40.5,21.0
2022,Senegal,78.0,79.0,83.0,78.0,76.0,68.0,95.0,73.0,70.0,84.0,94.0,10.0,64.0,21.75
2022,Senegal,71.0,69.0,66.0,63.0,65.0,33.0,52.0,59.0,87.0,76.0,64.0,9.0,47.5,28.0
2022,Senegal,60,25,13,29,60.0,15,23,18,47,44,34.0,55.5,21.5,9.25
2022,Netherlands,74.0,34.0,11.0,57.0,68.0,15.0,46.0,30.0,70.0,64.0,44.0,74.5,42.0,15.0
2022,Netherlands,76.0,21.0,11.0,54.0,75.0,10.0,52.0,30.0,70.0,56.0,48.0,75.5,38.5,13.5
2022,Netherlands,68,19,15,31,62.0,18,28,24,60,50,30.0,67.5,21.5,14.0
2022,Netherlands,68.0,63.0,60.0,71.0,67.0,56.0,79.0,69.0,74.0,55.0,77.0,10.0,65.0,68.0
2022,Netherlands,85.0,76.0,66.0,82.0,84.0,52.0,68.0,76.0,88.0,82.0,75.0,12.0,74.5,84.75
2022,Netherlands,90.0,77.0,70.0,90.0,89.0,53.0,72.0,75.0,92.0,81.0,79.0,12.0,82.5,91.25
2022,Netherlands,79.0,74.0,69.0,76.0,79.0,63.0,75.0,75.0,76.0,63.0,74.0,13.0,75.0,81.75
2022,Netherlands,84.0,73.0,66.0,82.0,81.0,49.0,69.0,64.0,78.0,65.0,68.0,11.0,72.0,87.0
2022,Netherlands,75.0,72.0,76.0,66.0,71.0,71.0,82.0,79.0,67.0,65.0,81.0,8.5,56.0,71.5
2022,Netherlands,82.0,84.0,75.0,84.0,86.0,80.0,59.0,77.0,72.0,74.0,49.0,13.0,83.5,82.5
2022,Netherlands,79.0,74.0,71.0,70.0,75.0,76.0,76.0,92.0,89.0,66.0,82.0,11.5,68.5,76.0
2022,Netherlands,71.0,75.0,76.0,74.0,65.0,69.0,92.0,74.0,64.0,51.0,89.0,12.5,61.0,64.0
2022,Netherlands,82.0,85.0,81.0,80.0,78.0,84.0,83.0,77.0,58.0,82.0,77.0,8.0,82.0,33.5
2022,Netherlands,77.0,81.0,73.0,80.0,78.0,64.0,67.0,90.0,68.0,81.0,61.0,14.0,75.5,66.75
2022,Netherlands,81.0,76.0,71.0,81.0,82.0,68.0,66.0,90.0,74.0,76.0,63.0,13.0,76.5,81.75
2022,Netherlands,78.0,75.0,68.0,78.0,78.0,76.0,67.0,83.0,76.0,75.0,66.0,13.0,79.5,76.0
2022,Netherlands,85.0,88.0,87.0,90.0,88.0,75.0,80.0,90.0,74.0,68.0,80.0,8.5,88.0,76.25
2022,Netherlands,66.0,70.0,69.0,68.0,62.0,71.0,66.0,59.0,53.0,74.0,64.0,7.5,70.0,56.25
2022,Netherlands,65.0,67.0,68.0,58.0,68.0,36.0,60.0,60.0,47.0,59.0,63.0,8.5,66.0,47.0
2022,Netherlands,83.0,85.0,87.0,77.0,79.0,78.0,88.0,79.0,78.0,84.0,87.0,12.5,73.0,39.5
2022,Netherlands,75.0,75.0,76.0,69.0,72.0,77.0,82.0,73.0,73.0,78.0,84.0,12.0,65.0,38.0
2022,Netherlands,80.0,77.0,66.0,76.0,81.0,66.0,54.0,76.0,84.0,84.0,55.0,12.0,70.0,46.0
2022,Netherlands,84.0,84.0,85.0,78.0,82.0,83.0,81.0,78.0,81.0,87.0,84.0,10.0,77.5,27.25
2022,Netherlands,72.0,73.0,76.0,71.0,68.0,69.0,83.0,72.0,63.0,68.0,78.0,12.5,62.5,40.75
2022,Netherlands,75.0,75.0,67.0,74.0,74.0,35.0,68.0,70.0,90.0,82.0,68.0,14.0,63.5,30.75
2022,Netherlands,81.0,79.0,65.0,83.0,83.0,42.0,57.0,85.0,86.0,84.0,72.0,13.5,62.0,32.75
2022,England,81.0,40.0,14.0,64.0,80.0,17.0,53.0,45.0,70.0,65.0,44.0,79.0,55.5,18.5
2022,England,82.0,24.0,15.0,62.0,75.0,11.0,50.0,37.0,73.0,56.0,47.0,81.0,33.5,14.25
2022,England,75.0,28.0,18.0,55.0,72.0,15.0,47.0,35.0,59.0,52.0,50.0,74.5,32.0,16.75
2022,England,85.0,79.0,79.0,75.0,84.0,81.0,90.0,89.0,79.0,86.0,94.0,13.5,77.0,79.75
2022,England,81.0,79.0,78.0,78.0,80.0,75.0,78.0,76.0,77.0,70.0,78.0,8.5,73.5,80.5
2022,England,80.0,80.0,69.0,76.0,78.0,62.0,64.0,77.0,77.0,46.0,71.0,8.5,77.5,81.75
2022,England,82.0,76.0,72.0,83.0,82.0,51.0,47.0,76.0,90.0,68.0,53.0,14.0,80.0,80.5
2022,England,83.0,83.0,74.0,77.0,81.0,86.0,74.0,88.0,64.0,75.0,72.0,11.0,79.5,79.5
2022,England,79.0,70.0,65.0,77.0,77.0,64.0,51.0,67.0,91.0,84.0,54.0,12.0,76.5,79.5
2022,England,79.0,79.0,62.0,80.0,79.0,65.0,46.0,78.0,74.0,68.0,48.0,10.0,83.0,79.5
2022,England,87.0,87.0,77.0,81.0,83.0,93.0,77.0,88.0,62.0,80.0,83.0,10.0,87.0,80.0
2022,England,75.0,72.0,65.0,75.0,74.0,53.0,71.0,79.0,74.0,39.0,69.0,6.5,69.5,76.5
2022,England,51,14,10,24,42.0,10,15,16,59,38,16.0,51.5,23.0,11.25
2022,England,86.0,84.0,78.0,82.0,86.0,82.0,66.0,91.0,78.0,77.0,65.0,8.0,86.5,82.0
2022,England,77.0,72.0,65.0,77.0,72.0,65.0,65.0,85.0,81.0,75.0,66.0,10.0,77.5,73.75
2022,England,80.0,82.0,79.0,77.0,80.0,77.0,78.0,78.0,52.0,78.0,70.0,9.5,77.5,44.25
2022,England,79.0,83.0,78.0,78.0,78.0,69.0,77.0,74.0,44.0,70.0,74.0,9.0,79.0,55.5
2022,England,69.0,73.0,74.0,68.0,70.0,58.0,78.0,73.0,66.0,63.0,77.0,9.5,68.5,51.0
2022,England,81.0,84.0,81.0,82.0,75.0,81.0,76.0,75.0,49.0,82.0,74.0,11.5,83.0,56.25
2022,England,70.0,72.0,73.0,59.0,70.0,49.0,64.0,75.0,60.0,62.0,62.0,8.0,71.0,55.0
2022,England,80.0,82.0,85.0,83.0,79.0,78.0,78.0,76.0,61.0,75.0,75.0,10.5,80.0,47.0
2022,England,88.0,84.0,80.0,91.0,90.0,75.0,66.0,84.0,84.0,91.0,69.0,11.0,82.0,46.5
2022,England,88.0,88.0,90.0,80.0,90.0,78.0,96.0,79.0,65.0,78.0,90.0,15.0,76.5,48.5
2022,England,85.0,85.0,87.0,82.0,86.0,77.0,89.0,87.0,76.0,90.0,93.0,9.0,75.0,41.75
2022,England,75.0,76.0,78.0,70.0,71.0,79.0,86.0,76.0,58.0,64.0,82.0,8.0,68.5,57.5
2022,England,78.0,76.0,77.0,77.0,77.0,61.0,78.0,73.0,75.0,77.0,85.0,10.0,66.0,30.5
2022,Iran,73.0,17.0,12.0,40.0,70.0,13.0,38.0,28.0,81.0,50.0,43.0,74.5,23.0,17.75
2022,Iran,63,63,61,54,58.0,36,71,62,87,61,74.0,13.0,57.0,31.75
2022,Iran,73.0,15.0,10.0,34.0,70.0,12.0,30.0,21.0,60.0,53.0,25.0,72.0,24.0,13.5
2022,Iran,67,62,62,58,62.0,62,70,71,70,29,73.0,13.5,53.5,63.75
2022,Iran,69.0,66.0,67.0,57.0,60.0,58.0,83.0,75.0,49.0,34.0,81.0,10.0,56.5,66.25
2022,Iran,66,21,13,61,69.0,11,33,28,63,46,40.0,64.0,27.5,13.25
2022,Iran,74.0,70.0,74.0,66.0,70.0,74.0,83.0,85.0,68.0,63.0,87.0,9.0,59.0,69.25
2022,Iran,69.0,72.0,68.0,60.0,66.0,52.0,69.0,75.0,68.0,62.0,68.0,13.5,66.0,69.0
2022,Iran,74,76,78,69,69.0,64,77,65,77,80,80.0,10.0,72.0,37.25
2022,Iran,63,63,65,55,55.0,60,71,61,58,55,76.0,10.0,56.0,35.0
2022,Iran,69.0,54.0,42.0,70.0,68.0,28.0,63.0,72.0,73.0,45.0,65.0,9.0,60.0,71.25
2022,Iran,66,23,14,25,66.0,15,41,44,58,45,49.0,64.0,28.0,17.25
2022,Iran,73,66,58,71,72.0,52,67,75,78,38,69.0,7.0,66.5,73.25
2022,Iran,65.0,63.0,61.0,63.0,62.0,49.0,66.0,59.0,72.0,72.0,62.0,10.5,63.5,63.0
2022,Iran,74.0,77.0,79.0,75.0,72.0,70.0,77.0,73.0,66.0,84.0,78.0,10.0,66.5,41.75
2022,Iran,73,75,74,69,70.0,66,68,76,77,84,66.0,7.0,73.0,63.25
2022,Iran,73.0,73.0,72.0,73.0,73.0,66.0,79.0,69.0,72.0,78.0,78.0,11.5,66.5,42.75
2022,Iran,72.0,76.0,76.0,68.0,67.0,69.0,77.0,71.0,68.0,62.0,75.0,12.0,69.0,47.5
2022,Iran,62,61,65,61,58.0,54,75,73,45,62,76.0,8.0,56.5,49.0
2022,Iran,65,58,65,63,63.0,67,73,70,61,62,71.0,12.5,50.5,61.25
2022,Iran,77.0,83.0,85.0,80.0,79.0,65.0,68.0,71.0,76.0,79.0,67.0,12.0,64.0,30.5
2022,Iran,71.0,70.0,71.0,75.0,73.0,59.0,72.0,66.0,67.0,74.0,75.0,11.5,54.5,33.25
2022,Iran,72,5,15,54,70.0,15,48,35,69,51,48.0,69.5,27.5,14.5
2022,United States,74.0,24.0,16.0,49.0,59.0,13.0,38.0,35.0,64.0,50.0,39.0,76.5,26.5,11.0
2022,United States,71.0,22.0,16.0,31.0,72.0,11.0,48.0,30.0,64.0,43.0,49.0,70.0,30.5,11.25
2022,United States,72.0,20.0,19.0,50.0,68.0,13.0,42.0,35.0,72.0,53.0,43.0,71.5,44.5,15.5
2022,United States,75.0,77.0,82.0,71.0,75.0,72.0,88.0,78.0,56.0,65.0,86.0,13.0,70.5,68.0
2022,United States,73.0,63.0,42.0,68.0,71.0,39.0,52.0,76.0,84.0,57.0,62.0,11.5,66.5,70.25
2022,United States,73.0,70.0,74.0,55.0,69.0,65.0,86.0,76.0,67.0,39.0,88.0,13.0,45.5,69.75
2022,United States,70.0,73.0,66.0,80.0,59.0,61.0,55.0,67.0,72.0,48.0,64.0,11.5,71.5,69.25
2022,United States,75.0,65.0,60.0,71.0,70.0,38.0,75.0,82.0,80.0,48.0,77.0,8.0,66.5,74.5
2022,United States,70,69,66,65,67.0,74,87,75,70,64,85.0,9.5,62.0,63.75
2022,United States,68.0,57.0,44.0,60.0,65.0,40.0,61.0,55.0,79.0,36.0,64.0,14.5,67.5,68.25
2022,United States,75.0,73.0,72.0,70.0,74.0,68.0,92.0,75.0,58.0,73.0,92.0,9.0,61.5,68.75
2022,United States,51.0,48.0,53.0,35.0,46.0,38.0,62.0,50.0,48.0,23.0,55.0,11.0,35.0,52.5
2022,United States,76.0,71.0,70.0,75.0,77.0,52.0,78.0,86.0,68.0,51.0,74.0,7.0,74.5,73.25
2022,United States,65.0,64.0,62.0,60.0,63.0,66.0,70.0,66.0,65.0,77.0,71.0,10.5,63.5,57.75
2022,United States,75.0,76.0,75.0,68.0,78.0,57.0,67.0,83.0,83.0,73.0,82.0,8.0,72.5,73.75
2022,United States,64.0,67.0,70.0,60.0,53.0,50.0,73.0,53.0,39.0,52.0,63.0,9.0,62.0,45.5
2022,United States,74.0,72.0,73.0,71.0,70.0,64.0,71.0,91.0,69.0,73.0,71.0,14.5,74.5,70.5
2022,United States,71.0,72.0,71.0,72.0,73.0,68.0,77.0,90.0,66.0,79.0,76.0,10.0,69.0,64.25
2022,United States,70,76,78,64,66.0,57,78,64,54,63,76.0,11.0,63.0,26.75
2022,United States,68.0,65.0,57.0,68.0,65.0,28.0,84.0,82.0,53.0,69.0,84.0,13.0,48.5,24.0
2022,United States,81.0,83.0,86.0,72.0,79.0,72.0,91.0,77.0,54.0,77.0,87.0,12.0,68.0,38.75
2022,United States,68.0,72.0,72.0,65.0,63.0,55.0,75.0,68.0,42.0,59.0,72.0,9.5,67.0,51.5
2022,United States,75.0,71.0,73.0,69.0,69.0,60.0,88.0,82.0,83.0,82.0,91.0,14.5,73.0,34.25
2022,United States,63.0,60.0,60.0,57.0,59.0,49.0,66.0,57.0,91.0,65.0,75.0,6.5,47.0,19.5
2022,United States,68,66,70,66,59.0,55,83,57,63,70,85.0,11.0,58.0,27.5
2022,United States,69.0,69.0,68.0,67.0,69.0,54.0,78.0,73.0,64.0,69.0,79.0,8.0,58.0,32.0
2022,Wales,75.0,23.0,8.0,55.0,68.0,11.0,40.0,29.0,68.0,59.0,41.0,75.5,35.0,14.25
2022,Wales,74.0,23.0,19.0,56.0,70.0,13.0,46.0,22.0,60.0,50.0,44.0,74.0,36.0,13.5
2022,Wales,71.0,16.0,12.0,47.0,70.0,12.0,40.0,29.0,47.0,50.0,40.0,70.0,19.0,16.25
2022,Wales,67.0,66.0,55.0,50.0,62.0,57.0,67.0,88.0,68.0,48.0,68.0,14.0,56.5,64.25
2022,Wales,67.0,67.0,66.0,62.0,63.0,69.0,77.0,62.0,48.0,42.0,74.0,12.0,63.5,64.25
2022,Wales,80.0,78.0,75.0,74.0,78.0,78.0,73.0,83.0,69.0,65.0,73.0,9.0,74.5,79.0
2022,Wales,73.0,66.0,58.0,67.0,68.0,38.0,57.0,68.0,77.0,52.0,64.0,12.0,66.0,73.75
2022,Wales,70.0,62.0,53.0,61.0,71.0,34.0,57.0,66.0,77.0,43.0,62.0,10.5,65.0,70.25
2022,Wales,72.0,64.0,65.0,54.0,68.0,68.0,72.0,83.0,65.0,43.0,70.0,9.0,64.5,69.0
2022,Wales,67.0,62.0,57.0,64.0,66.0,27.0,63.0,60.0,68.0,52.0,60.0,10.5,67.0,68.0
2022,Wales,69.0,62.0,55.0,60.0,64.0,46.0,71.0,82.0,79.0,37.0,64.0,12.0,61.5,65.25
2022,Wales,65.0,47.0,38.0,47.0,63.0,31.0,62.0,63.0,76.0,36.0,64.0,8.5,43.5,64.5
2022,Wales,72.0,73.0,68.0,78.0,77.0,71.0,68.0,90.0,60.0,67.0,66.0,8.0,72.5,72.75
2022,Wales,77.0,76.0,77.0,75.0,76.0,74.0,79.0,72.0,54.0,84.0,77.0,11.0,71.5,46.5
2022,Wales,66,67,68,67,56.0,72,70,50,59,74,63.0,12.5,68.5,60.25
2022,Wales,67.0,68.0,66.0,73.0,74.0,59.0,76.0,83.0,44.0,60.0,67.0,7.0,68.0,47.0
2022,Wales,69,74,75,71,64.0,66,74,59,53,60,61.0,9.0,65.5,45.5
2022,Wales,62,61,66,43,52.0,61,68,68,57,27,73.0,12.5,45.0,55.25
2022,Wales,63.0,66.0,59.0,69.0,64.0,56.0,68.0,65.0,57.0,60.0,61.0,6.5,65.0,49.25
2022,Wales,58,52,55,58,55.0,39,57,58,71,31,56.0,14.5,51.5,58.25
2022,Wales,66,70,69,67,67.0,62,72,78,69,54,75.0,12.5,67.5,58.25
2022,Wales,59.0,61.0,58.0,62.0,50.0,46.0,74.0,70.0,52.0,48.0,71.0,9.5,61.0,44.25
2022,Wales,83.0,83.0,80.0,85.0,79.0,87.0,86.0,69.0,77.0,90.0,89.0,10.0,79.5,53.75
2022,Wales,70.0,70.0,65.0,59.0,69.0,58.0,72.0,72.0,89.0,71.0,77.0,9.0,56.5,42.25
2022,Wales,55.0,59.0,53.0,55.0,49.0,46.0,67.0,66.0,67.0,53.0,68.0,8.0,60.0,42.5
2022,Wales,77.0,76.0,74.0,70.0,76.0,73.0,96.0,86.0,50.0,79.0,95.0,11.0,66.0,43.25
2022,Argentina,80.0,35.0,19.0,53.0,77.0,18.0,41.0,35.0,81.0,50.0,45.0,79.5,33.0,15.5
2022,Argentina,82.0,15.0,14.0,61.0,76.0,12.0,56.0,42.0,73.0,58.0,52.0,81.5,27.5,15.0
2022,Argentina,78.0,35.0,13.0,53.0,73.0,22.0,59.0,40.0,70.0,59.0,57.0,77.5,46.5,15.5
2022,Argentina,75.0,75.0,71.0,57.0,75.0,69.0,67.0,69.0,74.0,56.0,68.0,11.0,70.0,75.25
2022,Argentina,84.0,77.0,73.0,82.0,84.0,82.0,81.0,85.0,73.0,66.0,82.0,14.0,72.5,82.25
2022,Argentina,78.0,75.0,69.0,75.0,75.0,69.0,87.0,93.0,73.0,65.0,85.0,5.5,70.0,72.0
2022,Argentina,78.0,66.0,54.0,72.0,77.0,40.0,55.0,57.0,78.0,54.0,53.0,8.5,60.0,79.0
2022,Argentina,73.0,57.0,36.0,60.0,71.0,31.0,61.0,71.0,74.0,51.0,63.0,7.5,50.5,72.5
2022,Argentina,79.0,66.0,51.0,79.0,77.0,52.0,54.0,65.0,78.0,69.0,54.0,11.5,70.0,79.75
2022,Argentina,78.0,78.0,73.0,78.0,73.0,70.0,74.0,82.0,75.0,68.0,64.0,10.0,78.5,77.75
