year,nation,Fullname,birth_date,N_name
2018,Senegal,Salif Sané,1990.08.25,salifsane
2018,Senegal,Cheikhou Kouyaté,1989.12.21,cheikhoukouyate
2018,Senegal,Cheikh N'Doye,1986.03.29,cheikhn'doye
2018,Senegal,Alfred N'Diaye,1990.03.06,alfredn'diaye
2018,Senegal,Badou Ndiaye,1990.10.27,badoundiaye
2018,Senegal,Moussa Sow,1986.01.19,sowmoussa
2018,Senegal,Mame Diouf,1987.12.16,mamediouf
2018,Senegal,Sadio Mané,1992.04.10,sadiomane
2018,Senegal,Moussa Konaté,1993.04.03,moussakonate
2018,Senegal,Diafra Sakho,1989.12.24,diafrasakho
2018,Senegal,Ismaïla Sarr,1998.02.25,ismailasarr
2018,Senegal,M'Baye Niang,1994.12.19,m'bayeniang
2018,Senegal,Keita Baldé,1995.03.08,keitabalde
2018,Colombia,David Ospina,1988.08.31,davidospina
2018,Colombia,Camilo Vargas,1989.03.09,camilovargas
2018,Colombia,José Cuadrado,1985.06.01,josecuadrado
2018,Colombia,Cristián Zapata,1986.09.30,cristianzapata
2018,Colombia,Óscar Murillo,1988.04.18,oscarmurillo
2018,Colombia,Santiago Arias,1992.01.13,santiagoarias
2018,Colombia,Yerry Mina,1994.09.23,yerrymina
2018,Colombia,Johan Mojica,1992.08.21,johanmojica
2018,Colombia,Farid Díaz,1983.07.20,fariddiaz
2018,Colombia,Davinson Sánchez,1996.06.12,davinsonsanchez
2018,Colombia,Wilmar Barrios,1993.10.16,wilmarbarrios
2018,Colombia,Carlos Sánchez,1986.02.06,carlossanchez
2018,Colombia,Abel Aguilar,1985.01.06,abelaguilar
2018,Colombia,James Rodríguez,1991.07.12,jamesrodriguez
2018,Colombia,Juan Cuadrado,1988.05.26,juancuadrado
2018,Colombia,Mateus Uribe,1991.03.21,mateusuribe
2018,Colombia,Jefferson Lerma,1994.10.25,jeffersonlerma
2018,Colombia,Juan Quintero,1993.01.18,juanquintero
2018,Colombia,Carlos Bacca,1986.09.08,carlosbacca
2018,Colombia,Radamel Falcao,1986.02.10,radamelfalcao
2018,Colombia,Luis Muriel,1991.04.16,luismuriel
2018,Colombia,Miguel Borja,1993.01.26,miguelborja
2018,Colombia,José Izquierdo,1992.07.07,joseizquierdo
2018,Japan,Eiji Kawashima,1983.03.20,eijikawashima
2018,Japan,Masaaki Higashiguchi,1986.05.12,masaakihigashiguchi
2018,Japan,Kosuke Nakamura,1995.02.27,kosukenakamura
2018,Japan,Naomichi Ueda,1994.10.24,naomichiueda
2018,Japan,Gen Shoji,1992.12.11,genshoji
2018,Japan,Yuto Nagatomo,1986.09.12,yutonagatomo
2018,Japan,Wataru Endo,1993.02.09,wataruendo
2018,Japan,Hiroki Sakai,1990.04.12,hirokisakai
2018,Japan,Tomoaki Makino,1987.05.11,tomoakimakino
2018,Japan,Gotoku Sakai,1991.03.14,gotokusakai
2018,Japan,Maya Yoshida,1988.08.24,mayayoshida
2018,Japan,Keisuke Honda,1986.06.13,keisukehonda
2018,Japan,Gaku Shibasaki,1992.05.28,gakushibasaki
2018,Japan,Genki Haraguchi,1991.05.09,genkiharaguchi
2018,Japan,Shinji Kagawa,1989.03.17,shinjikagawa
2018,Japan,Takashi Usami,1992.05.06,takashiusami
2018,Japan,Takashi Inui,1988.06.02,takashiinui
2018,Japan,Hotaru Yamaguchi,1990.10.06,hotaruyamaguchi
2018,Japan,Makoto Hasebe,1984.01.18,makotohasebe
2018,Japan,Ryota Oshima,1993.01.23,ryotaoshima
2018,Japan,Shinji Okazaki,1986.04.16,shinjiokazaki
2018,Japan,Yoshinori Muto,1992.07.15,yoshinorimuto
2018,Japan,Yuya Osako,1990.05.18,yuyaosako
2022,Qatar,Saad AL-SHEEB,1990.02.19,saadalsheeb
2022,Qatar,Yousef HASSAN,1996.05.24,yousefhassan
2022,Qatar,Meshaal BARSHAM,1998.02.14,meshaalbarsham
2022,Qatar,Ró-Ró,1990.08.06,roro
2022,Qatar,Mohammed WAAD,1999.09.18,mohammedwaad
2022,Qatar,Tarek SALMAN,1997.12.05,tareksalman
2022,Qatar,Musab KHEDER,1993.09.26,musabkheder
2022,Qatar,Homam AHMED,1999.08.25,homamahmed
2022,Qatar,Bassam AL-RAWI,1997.12.16,bassamalrawi
2022,Qatar,Boualem KHOUKHI,1990.09.07,boualemkhoukhi
2022,Qatar,Ismaeel MOHAMMAD,1990.04.05,ismaeelmohammad
2022,Qatar,Abdelkarim HASSAN,1993.08.28,abdelkarimhassan
2022,Qatar,Abdulaziz HATEM,1990.10.28,abdulazizhatem
2022,Qatar,Ali ASSADALLA,1993.01.19,aliassadalla
2022,Qatar,Hassan AL-HAYDOS,1990.12.11,hassanalhaydos
2022,Qatar,Karim BOUDIAF,1990.09.16,karimboudiaf
2022,Qatar,Salem AL-HAJRI,1996.04.10,salemalhajri
2022,Qatar,Assim MADIBO,1996.10.22,assimmadibo
2022,Qatar,Naif AL-HADHRAMI,2001.07.18,naifalhadhrami
2022,Qatar,Jassem GABER,2002.02.20,jassemgaber
2022,Qatar,Mostafa Tarek MESHAAL,2001.03.28,mostafatarekmeshaal
2022,Qatar,Ahmed ALAAELDIN,1993.01.31,ahmedalaaeldin
2022,Qatar,Mohammed MUNTARI,1993.12.20,mohammedmuntari
2022,Qatar,Akram AFIF,1996.12.18,akramafif
2022,Qatar,Khalid MUNEER,1998.02.24,khalidmuneer
2022,Qatar,Almoez ALI,1996.08.19,alialmoez
2022,Ecuador,Hernán GALÍNDEZ,1987.03.30,hernangalindez
2022,Ecuador,Moisés RAMÍREZ,2000.09.09,moisesramirez
2022,Ecuador,Alexander DOMÍNGUEZ,1987.06.05,alexanderdominguez
2022,Ecuador,Félix TORRES,1997.01.11,felixtorres
2022,Ecuador,Piero HINCAPIÉ,2002.01.09,pierohincapie
2022,Ecuador,Robert ARBOLEDA,1991.10.22,robertarboleda
2022,Ecuador,William PACHO,2001.10.16,williampacho
2022,Ecuador,Pervis ESTUPIÑÁN,1998.01.21,pervisestupinan
2022,Ecuador,Xavier ARREAGA,1994.09.28,xavierarreaga
2022,Ecuador,Angelo PRECIADO,1998.02.18,angelopreciado
2022,Ecuador,Diego PALACIOS,1999.07.12,diegopalacios
2022,Ecuador,Jackson POROZO,2000.08.04,jacksonporozo
2022,Ecuador,José CIFUENTES,1999.03.12,josecifuentes
2022,Ecuador,Carlos GRUEZO,1995.04.19,carlosgruezo
2022,Ecuador,Ayrton PRECIADO,1994.07.17,ayrtonpreciado
2022,Ecuador,Romario IBARRA,1994.09.24,romarioibarra
2022,Ecuador,Ángel MENA,1988.01.21,angelmena
2022,Ecuador,Jeremy SARMIENTO,2002.06.16,jeremysarmiento
2022,Ecuador,Gonzalo PLATA,2000.11.01,gonzaloplata
2022,Ecuador,Jhegson MÉNDEZ,1997.04.26,jhegsonmendez
2022,Ecuador,Alan FRANCO,1998.08.21,alanfranco
2022,Ecuador,Moisés CAICEDO,2001.11.02,moisescaicedo
2022,Ecuador,Michael ESTRADA,1996.04.07,michaelestrada
2022,Ecuador,Enner VALENCIA,1989.11.04,ennervalencia
2022,Ecuador,Djorkaeff REASCO,1999.01.18,djorkaeffreasco
2022,Ecuador,Kevin RODRÍGUEZ,2000.03.04,kevinrodriguez
2022,Senegal,Seny Dieng,1994.11.23,senydieng
2022,Senegal,Édouard Mendy,1992.03.01,edouardmendy
2022,Senegal,Alfred GOMIS,1993.09.05,alfredgomis
2022,Senegal,Formose Mendy,2001.01.02,formosemendy
2022,Senegal,Kalidou KOULIBALY,1991.06.20,kalidoukoulibaly
2022,Senegal,Pape Abou Cissé,1995.09.14,papeaboucisse
2022,Senegal,Cheikhou KOUYATÉ,1989.12.21,cheikhoukouyate
2022,Senegal,Moussa N'DIAYE,2002.06.18,moussan'diaye
2022,Senegal,Fodé BALLO-TOURÉ,1997.01.03,fodeballotoure
2022,Senegal,Ismail Jakobs,1999.08.17,ismailjakobs
2022,Senegal,Youssouf SABALY,1993.03.05,youssoufsabaly
2022,Senegal,Abdou Diallo,1996.05.04,abdoudiallo
2022,Senegal,Moustapha Name,1995.05.05,moustaphaname
2022,Senegal,Idrissa GUEYE,1989.09.26,idrissagueye
2022,Senegal,Nampalys MENDY,1992.06.23,nampalysmendy
2022,Senegal,Pathé CISS,1994.03.16,patheciss
2022,Senegal,Krépin DIATTA,1999.02.25,krepindiatta
2022,Senegal,Pape SARR,2002.09.14,papesarr
2022,Senegal,Mamadou LOUM,1996.12.30,mamadouloum
2022,Senegal,Pape GUEYE,1999.01.24,papegueye
2022,Senegal,Nicolas JACKSON,2001.06.20,nicolasjackson
2022,Senegal,Boulaye DIA,1996.11.16,diaboulaye
2022,Senegal,Iliman NDIAYE,2000.03.06,ilimanndiaye
2022,Senegal,Ismaïla SARR,1998.02.25,ismailasarr
2022,Senegal,Famara DIÉDHIOU,1992.12.15,famaradiedhiou
2022,Senegal,Bamba DIENG,2000.03.23,bambadieng
2022,Netherlands,Remko PASVEER,1983.11.08,remkopasveer
2022,Netherlands,Justin BIJLOW,1998.01.22,justinbijlow
2022,Netherlands,Andries NOPPERT,1994.04.07,andriesnoppert
2022,Netherlands,Jurriën TIMBER,2001.06.17,jurrientimber
2022,Netherlands,Matthijs DE LIGT,1999.08.12,matthijsdeligt
2022,Netherlands,Virgil VAN DIJK,1991.07.08,virgilvandijk
2022,Netherlands,Nathan AKÉ,1995.02.18,akenathan
2022,Netherlands,Stefan DE VRIJ,1992.02.05,stefandevrij
2022,Netherlands,Tyrell MALACIA,1999.08.17,tyrellmalacia
2022,Netherlands,Daley BLIND,1990.03.09,daleyblind
2022,Netherlands,Denzel DUMFRIES,1996.04.18,denzeldumfries
2022,Netherlands,Jeremie FRIMPONG,2000.12.10,jeremiefrimpong
2022,Netherlands,Steven BERGHUIS,1991.12.19,stevenberghuis
2022,Netherlands,Davy KLAASSEN,1993.02.21,davyklaassen
2022,Netherlands,Marten DE ROON,1991.03.29,martenderoon
2022,Netherlands,Teun KOOPMEINERS,1998.02.28,teunkoopmeiners
2022,Netherlands,Frenkie DE JONG,1997.05.12,frenkiedejong
2022,Netherlands,Kenneth TAYLOR,2002.05.16,kennethtaylor
2022,Netherlands,Xavi SIMONS,2003.04.21,xavisimons
2022,Netherlands,Steven BERGWIJN,1997.10.08,stevenbergwijn
2022,Netherlands,Cody GAKPO,1999.05.07,codygakpo
2022,Netherlands,Luuk DE JONG,1990.08.27,luukdejong
2022,Netherlands,Memphis DEPAY,1994.02.13,memphisdepay
2022,Netherlands,Noa LANG,1999.06.17,noalang
2022,Netherlands,Vincent JANSSEN,1994.06.15,vincentjanssen
2022,Netherlands,Wout WEGHORST,1992.08.07,woutweghorst
2022,England,Jordan PICKFORD,1994.03.07,jordanpickford
2022,England,Nick POPE,1992.04.19,nickpope
2022,England,Aaron RAMSDALE,1998.05.14,aaronramsdale
2022,England,Kyle WALKER,1990.05.28,kylewalker
2022,England,Luke SHAW,1995.07.12,lukeshaw
2022,England,John STONES,1994.05.28,johnstones
2022,England,Harry MAGUIRE,1993.03.05,harrymaguire
2022,England,Kieran TRIPPIER,1990.09.19,kierantrippier
2022,England,Eric DIER,1994.01.15,ericdier
2022,England,Conor COADY,1993.02.25,conorcoady
2022,England,Trent ALEXANDER-ARNOLD,1998.10.07,trentalexanderarnold
2022,England,Ben WHITE,1997.10.08,benwhite
2022,England,Declan RICE,1999.09.14,declanrice
2022,England,Jordan HENDERSON,1990.06.17,jordanhenderson
2022,England,Kalvin PHILLIPS,1995.12.02,kalvinphillips
2022,England,Mason MOUNT,1999.01.10,masonmount
2022,England,Phil FODEN,2000.05.28,philfoden
2022,England,Jude BELLINGHAM,2003.06.29,judebellingham
2022,England,James MADDISON,1996.11.23,jamesmaddison
2022,England,Conor GALLAGHER,2000.02.06,conorgallagher
2022,England,Jack GREALISH,1995.09.10,jackgrealish
2022,England,Harry KANE,1993.07.28,harrykane
2022,England,Raheem STERLING,1994.12.08,raheemsterling
2022,England,Marcus RASHFORD,1997.10.31,marcusrashford
2022,England,Bukayo SAKA,2001.09.05,bukayosaka
2022,England,Callum WILSON,1992.02.27,callumwilson
2022,Iran,Alireza BEIRANVAND,1992.09.21,alirezabeiranvand
2022,Iran,Payam NIAZMAND,1995.04.06,payamniazmand
2022,Iran,Amir ABEDZADEH,1993.04.26,amirabedzadeh
2022,Iran,Hossein HOSSEINI,1992.06.30,hosseinhosseini
2022,Iran,Sadegh MOHARRAMI,1996.03.01,sadeghmoharrami
2022,Iran,Ehsan HAJSAFI,1990.02.25,ehsanhajsafi
2022,Iran,Shoja KHALILZADEH,1989.05.14,shojakhalilzadeh
2022,Iran,Milad MOHAMMADI,1993.09.29,miladmohammadi
2022,Iran,Morteza POURALIGANJI,1992.04.19,mortezapouraliganji
2022,Iran,Hossein KANANI,1994.03.23,hosseinkanani
2022,Iran,Roozbeh CHESHMI,1993.06.24,roozbehcheshmi
2022,Iran,Majid HOSSEINI,1996.06.20,majidhosseini
2022,Iran,Ramin REZAEIAN,1990.03.21,raminrezaeian
2022,Iran,Abolfazl JALALI,1998.06.26,abolfazljalali
2022,Iran,Saeid EZATOLAHI,1996.10.01,saeidezatolahi
2022,Iran,Alireza JAHANBAKHSH,1993.08.11,alirezajahanbakhsh
2022,Iran,Vahid AMIRI,1988.04.02,vahidamiri
2022,Iran,Saman GHODDOS,1993.09.06,samanghoddos
2022,Iran,Mehdi TORABI,1994.09.10,mehditorabi
2022,Iran,Ali GHOLIZADEH,1996.03.10,aligholizadeh
2022,Iran,Ali KARIMI,1994.02.11,alikarimi
2022,Iran,Ahmad NOUROLLAHI,1993.02.01,ahmadnourollahi
2022,Iran,Mehdi TAREMI,1992.07.18,mehditaremi
2022,Iran,Karim ANSARIFARD,1990.04.03,karimansarifard
2022,Iran,Sardar AZMOUN,1995.01.01,sardarazmoun
2022,United States,Matt TURNER,1994.06.24,mattturner
2022,United States,Ethan HORVATH,1995.06.09,ethanhorvath
2022,United States,Sean JOHNSON,1989.05.31,seanjohnson
2022,United States,Sergiño DEST,2000.11.03,serginodest
2022,United States,Walker ZIMMERMAN,1993.05.19,walkerzimmerman
2022,United States,Antonee ROBINSON,1997.08.08,antoneerobinson
2022,United States,Tim REAM,1987.10.05,timream
2022,United States,Aaron LONG,1992.10.12,aaronlong
2022,United States,Shaq MOORE,1996.11.02,shaqmoore
2022,United States,Cameron CARTER-VICKERS,1997.12.31,cameroncartervickers
2022,United States,DeAndre YEDLIN,1993.07.09,deandreyedlin
2022,United States,Joe SCALLY,2002.12.31,joescally
2022,United States,Tyler ADAMS,1999.02.14,tyleradams
2022,United States,Yunus MUSAH,2002.11.29,yunusmusah
2022,United States,Weston McKENNIE,1998.08.28,westonmckennie
2022,United States,Luca DE LA TORRE,1998.05.23,lucadelatorre
2022,United States,Cristian ROLDAN,1995.06.03,cristianroldan
2022,United States,Kellyn ACOSTA,1995.07.24,kellynacosta
2022,United States,Gio REYNA,2002.11.13,gioreyna
2022,United States,Jesús FERREIRA,2000.12.24,jesusferreira
2022,United States,Christian PULISIC,1998.09.18,christianpulisic
2022,United States,Brenden AARONSON,2000.10.22,brendenaaronson
2022,United States,Jordan MORRIS,1994.10.26,jordanmorris
2022,United States,Haji WRIGHT,1998.03.27,hajiwright
2022,United States,Tim WEAH,2000.02.22,timweah
2022,United States,Josh SARGENT,2000.02.20,joshsargent
2022,Wales,Wayne HENNESSEY,1987.01.24,waynehennessey
2022,Wales,Danny WARD,1993.06.22,dannyward
2022,Wales,Adam DAVIES,1992.07.17,adamdavies
2022,Wales,Chris GUNTER,1989.07.21,chrisgunter
2022,Wales,Neco WILLIAMS,2001.04.13,necowilliams
2022,Wales,Ben DAVIES,1993.04.24,bendavies
2022,Wales,Chris MEPHAM,1997.11.05,chrismepham
2022,Wales,Joe RODON,1997.10.22,joerodon
2022,Wales,Connor ROBERTS,1995.09.23,connorroberts
2022,Wales,Ethan AMPADU,2000.09.14,ethanampadu
2022,Wales,Tom LOCKYER,1994.12.03,tomlockyer
2022,Wales,Ben CABANGO,2000.05.30,bencabango
2022,Wales,Joe ALLEN,1990.03.14,joeallen
2022,Wales,Harry WILSON,1997.03.22,harrywilson
2022,Wales,Aaron RAMSEY,1990.10.26,aaronramsey
2022,Wales,Joe MORRELL,1997.01.03,joemorrell
2022,Wales,Jonny WILLIAMS,1993.10.09,jonnywilliams
2022,Wales,Sorba THOMAS,1999.01.25,sorbathomas
2022,Wales,Dylan LEVITT,2000.11.17,dylanlevitt
2022,Wales,Rubin COLWILL,2002.04.27,rubincolwill
2022,Wales,Matthew SMITH,1999.11.22,matthewsmith
2022,Wales,Brennan JOHNSON,2001.05.23,brennanjohnson
2022,Wales,Gareth BALE,1989.07.16,garethbale
2022,Wales,Kieffer MOORE,1992.08.08,kieffermoore
2022,Wales,Mark HARRIS,1998.12.29,markharris
2022,Wales,Daniel JAMES,1997.11.10,danieljames
2022,Argentina,Franco ARMANI,1986.10.16,francoarmani
2022,Argentina,Gerónimo RULLI,1992.05.20,geronimorulli
2022,Argentina,Emiliano MARTÍNEZ,1992.09.02,emilianomartinez
2022,Argentina,Juan FOYTH,1998.01.12,juanfoyth
2022,Argentina,Nicolás TAGLIAFICO,1992.08.31,nicolastagliafico
2022,Argentina,Gonzalo MONTIEL,1997.01.01,gonzalomontiel
2022,Argentina,Germán PEZZELLA,1991.06.27,germanpezzella
2022,Argentina,Cristian ROMERO,1998.04.27,cristianromero
2022,Argentina,Nicolás OTAMENDI,1988.02.12,nicolasotamendi
2022,Argentina,Lisandro MARTÍNEZ,1998.01.18,lisandromartinez
2022,Argentina,Nahuel MOLINA,1998.04.06,nahuelmolina
2022,Argentina,Leandro PAREDES,1994.06.29,leandroparedes
2022,Argentina,Rodrigo DE PAUL,1994.05.24,rodrigodepaul
2022,Argentina,Marcos ACUÑA,1991.10.28,marcosacuna
2022,Argentina,Exequiel PALACIOS,1998.10.05,exequielpalacios
2022,Argentina,Tiago ALMADA,2001.04.26,tiagoalmada
2022,Argentina,Papu GÓMEZ,1988.02.15,papugomez
2022,Argentina,Guido RODRÍGUEZ,1994.04.12,guidorodriguez
2022,Argentina,Alexis MAC ALLISTER,1998.12.24,alexismacallister
2022,Argentina,Enzo FERNÁNDEZ,2001.01.17,enzofernandez
2022,Argentina,Julián ÁLVAREZ,2000.01.31,julianalvarez
2022,Argentina,Lionel MESSI,1987.06.24,lionelmessi
2022,Argentina,Ángel DI MARÍA,1988.02.14,angeldimaria
2022,Argentina,Ángel CORREA,1995.03.09,angelcorrea
2022,Argentina,Paulo DYBALA,1993.11.15,paulodybala
2022,Argentina,Lautaro MARTÍNEZ,1997.08.22,lautaromartinez
2022,Saudi Arabia,Mohammed Al-Rubaie Al-Yami,1997.08.14,mohammedalrubaiealyami
2022,Saudi Arabia,Mohammed AL-OWAIS,1991.10.10,mohammedalowais
2022,Saudi Arabia,Nawaf AL-AQIDI,2000.05.10,nawafalaqidi
2022,Saudi Arabia,Sultan AL-GHANAM,1994.05.06,sultanalghanam
2022,Saudi Arabia,Abdullah MADU,1993.07.15,abdullahmadu
2022,Saudi Arabia,Abdulelah AL-AMRI,1997.01.15,abdulelahalamri
2022,Saudi Arabia,Ali AL-BULAYHI,1989.11.21,alialbulayhi
2022,Saudi Arabia,Mohammed AL-BURAYK,1992.09.15,mohammedalburayk
2022,Saudi Arabia,Saud ABDULHAMID,1999.07.18,saudabdulhamid
2022,Saudi Arabia,Yasser AL-SHAHRANI,1992.05.25,yasseralshahrani
2022,Saudi Arabia,Hassan TAMBAKTI,1999.02.09,hassantambakti
2022,Saudi Arabia,Salman AL-FARAJ,1989.08.01,salmanalfaraj
2022,Saudi Arabia,Abdulelah AL-MALKI,1994.10.11,abdulelahalmalki
2022,Saudi Arabia,Abdullah OTAYF,1992.08.03,abdullahotayf
2022,Saudi Arabia,Ali AL-HASSAN,1997.03.04,alialhassan
2022,Saudi Arabia,Sami AL-NAJEI,1997.02.07,samialnajei
2022,Saudi Arabia,Nawaf Al-Abed,1990.01.26,nawafalabed
2022,Saudi Arabia,Mohamed KANNO,1994.09.22,mohamedkanno
2022,Saudi Arabia,Nasser AL-DAWSARI,1998.12.19,nasseraldawsari
2022,Saudi Arabia,Riyadh SHARAHILI,1993.04.28,riyadhsharahili
2022,Saudi Arabia,Firas AL-BURAIKAN,2000.05.14,firasalburaikan
2022,Saudi Arabia,Salem AL-DAWSARI,1991.08.19,salemaldawsari
2022,Saudi Arabia,Saleh AL-SHEHRI,1993.11.01,salehalshehri
2022,Saudi Arabia,Hattan BAHEBRI,1992.07.16,hattanbahebri
2022,Saudi Arabia,Abdulrahman AL-OBUD,1995.06.01,abdulrahmanalobud
2022,Saudi Arabia,Haitham ASIRI,2001.03.25,haithamasiri
2022,Mexico,Alfredo TALAVERA,1982.09.18,alfredotalavera
2022,Mexico,Rodolfo COTA,1987.07.03,rodolfocota
2022,Mexico,Guillermo OCHOA,1985.07.13,guillermoochoa
2022,Mexico,Néstor ARAUJO,1991.08.29,nestoraraujo
2022,Mexico,César MONTES,1997.02.24,cesarmontes
2022,Mexico,Edson ÁLVAREZ,1997.10.24,edsonalvarez
2022,Mexico,Johan VÁSQUEZ,1998.10.22,johanvasquez
2022,Mexico,Gerardo ARTEAGA,1998.09.07,gerardoarteaga
2022,Mexico,Héctor MORENO,1988.01.17,hectormoreno
2022,Mexico,Jorge SÁNCHEZ,1997.12.10,jorgesanchez
2022,Mexico,Jesús GALLARDO,1994.08.15,jesusgallardo
2022,Mexico,Kevin ÁLVAREZ,1999.01.15,kevinalvarez
2022,Mexico,Luis ROMO,1995.06.05,luisromo
2022,Mexico,Carlos RODRÍGUEZ,1997.01.03,carlosrodriguez
2022,Mexico,Érick GUTIÉRREZ,1995.06.15,erickgutierrez
2022,Mexico,Héctor HERRERA,1990.04.19,hectorherrera
2022,Mexico,Andrés GUARDADO,1986.09.28,andresguardado
2022,Mexico,Luis CHÁVEZ,1996.01.15,luischavez
2022,Mexico,Raúl JIMÉNEZ,1991.05.05,rauljimenez
2022,Mexico,Alexis VEGA,1997.11.25,alexisvega
2022,Mexico,Rogelio FUNES MORI,1991.03.05,rogeliofunesmori
2022,Mexico,Orbelín PINEDA,1996.03.24,orbelinpineda
2022,Mexico,Henry MARTÍN,1992.11.18,henrymartin
2022,Mexico,Uriel ANTUNA,1997.08.21,urielantuna
2022,Mexico,Hirving LOZANO,1995.07.30,hirvinglozano
2022,Mexico,Roberto ALVARADO,1998.09.07,robertoalvarado
2022,Poland,Wojciech SZCZĘSNY,1990.04.18,wojciechszczesny
2022,Poland,Łukasz SKORUPSKI,1991.05.05,łukaszskorupski
2022,Poland,Kamil GRABARA,1999.01.08,kamilgrabara
2022,Poland,Matty CASH,1997.08.07,mattycash
2022,Poland,Artur JĘDRZEJCZYK,1987.11.04,arturjedrzejczyk
2022,Poland,Mateusz WIETESKA,1997.02.11,mateuszwieteska
2022,Poland,Jan BEDNAREK,1996.04.12,janbednarek
2022,Poland,Jakub KIWIOR,2000.02.15,jakubkiwior
2022,Poland,Kamil GLIK,1988.02.03,kamilglik
2022,Poland,Bartosz BERESZYŃSKI,1992.07.12,bartoszbereszynski
2022,Poland,Robert GUMNY,1998.06.04,robertgumny
2022,Poland,Krystian BIELIK,1998.01.14,krystianbielik
2022,Poland,Damian SZYMAŃSKI,1995.06.16,damianszymanski
2022,Poland,Grzegorz KRYCHOWIAK,1990.01.29,grzegorzkrychowiak
2022,Poland,Kamil GROSICKI,1988.06.08,kamilgrosicki
2022,Poland,Jakub KAMIŃSKI,2002.06.05,jakubkaminski
2022,Poland,Szymon ŻURKOWSKI,1997.09.25,szymonzurkowski
2022,Poland,Sebastian SZYMAŃSKI,1999.05.10,sebastianszymanski
2022,Poland,Piotr ZIELIŃSKI,1994.05.20,piotrzielinski
2022,Poland,Nicola ZALEWSKI,2002.01.23,nicolazalewski
2022,Poland,Przemysław FRANKOWSKI,1995.04.15,przemysławfrankowski
2022,Poland,Michał SKÓRAŚ,2000.02.15,michałskoras
2022,Poland,Arkadiusz MILIK,1994.02.28,arkadiuszmilik
2022,Poland,Robert LEWANDOWSKI,1988.08.21,robertlewandowski
2022,Poland,Karol ŚWIDERSKI,1997.01.23,karolswiderski
2022,Poland,Krzysztof PIĄTEK,1995.07.01,krzysztofpiatek
2022,France,Hugo LLORIS,1986.12.26,hugolloris
2022,France,Steve MANDANDA,1985.03.28,stevemandanda
2022,France,Alphonse AREOLA,1993.02.27,alphonseareola
2022,France,Benjamin PAVARD,1996.03.28,benjaminpavard
2022,France,Axel DISASI,1998.03.11,axeldisasi
2022,France,Raphaël VARANE,1993.04.25,raphaelvarane
2022,France,Jules KOUNDÉ,1998.11.12,juleskounde
2022,France,William SALIBA,2001.03.24,williamsaliba
2022,France,Dayot UPAMECANO,1998.10.27,dayotupamecano
2022,France,Lucas HERNÁNDEZ,1996.02.14,lucashernandez
2022,France,Theo HERNÁNDEZ,1997.10.06,theohernandez
2022,France,Ibrahima KONATÉ,1999.05.25,ibrahimakonate
2022,France,Mattéo GUENDOUZI,1999.04.14,matteoguendouzi
2022,France,Aurélien TCHOUAMÉNI,2000.01.27,aurelientchouameni
2022,France,Youssouf FOFANA,1999.01.10,youssouffofana
2022,France,Adrien RABIOT,1995.04.03,adrienrabiot
2022,France,Jordan VERETOUT,1993.03.01,jordanveretout
2022,France,Eduardo CAMAVINGA,2002.11.10,eduardocamavinga
2022,France,Antoine GRIEZMANN,1991.03.21,antoinegriezmann
2022,France,Olivier GIROUD,1986.09.30,oliviergiroud
2022,France,Kylian MBAPPÉ,1998.12.20,kylianmbappe
2022,France,Ousmane DEMBÉLÉ,1997.05.15,ousmanedembele
2022,France,Randal KOLO MUANI,1998.12.05,randalkolomuani
2022,France,Karim BENZEMA,1987.12.19,karimbenzema
2022,France,Kingsley COMAN,1996.06.13,kingsleycoman
2022,France,Marcus THURAM,1997.08.06,marcusthuram
2022,Australia,Mathew RYAN,1992.04.08,mathewryan
2022,Australia,Andrew REDMAYNE,1989.01.13,andrewredmayne
2022,Australia,Danny VUKOVIC,1985.03.27,dannyvukovic
2022,Australia,Miloš DEGENEK,1994.04.28,milosdegenek
2022,Australia,Nathaniel ATKINSON,1999.06.13,nathanielatkinson
2022,Australia,Kye ROWLES,1998.06.24,kyerowles
2022,Australia,Fran KARAČIĆ,1996.05.12,frankaracic
2022,Australia,Bailey WRIGHT,1992.07.28,baileywright
2022,Australia,Aziz BEHICH,1990.10.16,azizbehich
2022,Australia,Harry SOUTTAR,1998.10.22,harrysouttar
2022,Australia,Thomas DENG,1997.03.20,thomasdeng
2022,Australia,Joel KING,2000.10.30,joelking
2022,Australia,Ajdin HRUSTIC,1996.07.05,ajdinhrustic
2022,Australia,Aaron MOOY,1990.09.15,aaronmooy
2022,Australia,Riley McGREE,1998.11.02,rileymcgree
2022,Australia,Cameron DEVLIN,1998.06.07,camerondevlin
2022,Australia,Jackson IRVINE,1993.03.07,jacksonirvine
2022,Australia,Keanu BACCUS,1998.06.07,keanubaccus
2022,Australia,Marco TILIO,2001.08.23,marcotilio
2022,Australia,Mathew LECKIE,1991.02.04,mathewleckie
2022,Australia,Jamie MACLAREN,1993.07.29,jamiemaclaren
2022,Australia,Awer MABIL,1995.09.15,awermabil
2022,Australia,Mitchell DUKE,1991.01.18,mitchellduke
2022,Australia,Garang KUOL,2004.09.15,garangkuol
2022,Australia,Craig GOODWIN,1991.12.16,craiggoodwin
2022,Australia,Jason CUMMINGS,1995.08.01,jasoncummings
2022,Denmark,Kasper SCHMEICHEL,1986.11.05,kasperschmeichel
2022,Denmark,Oliver CHRISTENSEN,1999.03.22,oliverchristensen
2022,Denmark,Frederik RØNNOW,1992.08.04,frederikrønnow
