,년도,국가,포지션,등번호,한글 성명,로마자 성명,생년월일,소속팀
3611,2022,카타르,FW,11,아크람 아피프,Akram AFIF,1996.12.18.,알 사드 SC
3612,2022,카타르,FW,18,칼리드 무니르,Khalid MUNEER,1998.02.24.,알 와크라 SC
3613,2022,카타르,FW,19,알모에즈 알리,Almoez ALI,1996.08.19.,알 두하일 SC
3614,2022,에콰도르,GK,1,에르난 갈린데스,Hernán GALÍNDEZ,1987.03.30.,SD 아우카스
3615,2022,에콰도르,GK,12,모이세스 라미레스,Moisés RAMÍREZ,2000.09.09.,인데펜디엔테 델 바예
3616,2022,에콰도르,GK,22,알렉산데르 도밍게스,Alexander DOMÍNGUEZ,1987.06.05.,LDU 키토
3617,2022,에콰도르,DF,2,펠릭스 토레스,Félix TORRES,1997.01.11.,클루브 산토스 라구나
3618,2022,에콰도르,DF,3,피에로 인카피에,Piero HINCAPIÉ,2002.01.09.,바이어 04 레버쿠젠
3619,2022,에콰도르,DF,4,로베르트 아르볼레다,Robert ARBOLEDA,1991.10.22.,상파울루 FC
3620,2022,에콰도르,DF,6,윌리안 파초,William PACHO,2001.10.16.,로열 앤트워프 FC
3621,2022,에콰도르,DF,7,페르비스 에스투피냔,Pervis ESTUPIÑÁN,1998.01.21.,브라이튼 앤 호브 알비온 FC
3622,2022,에콰도르,DF,14,하비에르 아레아가,Xavier ARREAGA,1994.09.28.,시애틀 사운더스 FC
3623,2022,에콰도르,DF,17,앙헬로 프레시아도,Angelo PRECIADO,1998.02.18.,KRC 헹크
3624,2022,에콰도르,DF,18,디에고 팔라시오스,Diego PALACIOS,1999.07.12.,로스앤젤레스 FC
3625,2022,에콰도르,DF,25,잭슨 포로소,Jackson POROZO,2000.08.04.,트루아 AC
3626,2022,에콰도르,MF,5,호세 시푸엔테스,José CIFUENTES,1999.03.12.,로스앤젤레스 FC
3627,2022,에콰도르,MF,8,카를로스 그루에소,Carlos GRUEZO,1995.04.19,FC 아우크스부르크
3628,2022,에콰도르,MF,9,아이르톤 프레시아도,Ayrton PRECIADO,1994.07.17.,클루브 산토스 라구나
3629,2022,에콰도르,MF,10,로마리오 이바라,Romario IBARRA,1994.09.24.,CF 파추카
3630,2022,에콰도르,MF,15,앙헬 메나,Ángel MENA,1988.01.21.,클루브 레온
3631,2022,에콰도르,MF,16,예레미 사르미엔토,Jeremy SARMIENTO,2002.06.16.,브라이튼 앤 호브 알비온 FC
3632,2022,에콰도르,MF,19,곤살로 플라타,Gonzalo PLATA,2000.11.01.,레알 바야돌리드 CF
3633,2022,에콰도르,MF,20,제그손 멘데스,Jhegson MÉNDEZ,1997.04.26.,로스앤젤레스 FC
3634,2022,에콰도르,MF,21,알란 프랑코,Alan FRANCO,1998.08.21.,CA 타예레스
3635,2022,에콰도르,MF,23,모이세스 카이세도,Moisés CAICEDO,2001.11.02.,브라이튼 앤 호브 알비온 FC
3636,2022,에콰도르,FW,11,미카엘 에스트라다,Michael ESTRADA,1996.04.07.,크루스 아술
3637,2022,에콰도르,FW,13,에네르 발렌시아,Enner VALENCIA,1989.11.04.,페네르바흐체 SK
3638,2022,에콰도르,FW,24,조르카에프 레아스코,Djorkaeff REASCO,1999.01.18.,CA 뉴웰스 올드 보이스
3639,2022,에콰도르,FW,26,케빈 로드리게스,Kevin RODRÍGUEZ,2000.03.04.,임바부라 SC
3640,2022,세네갈,GK,1,세니 디엥,Seny Dieng,1994.11.23.,퀸즈 파크 레인저스 FC
3641,2022,세네갈,GK,16,에두아르 멘디,Édouard Mendy,1992.03.01.,첼시 FC
3642,2022,세네갈,GK,23,알프레드 고미스,Alfred GOMIS,1993.09.05.,스타드 렌 FC
3643,2022,세네갈,DF,2,포르모스 멘디,Formose Mendy,2001.01.02.,아미앵 SC
3644,2022,세네갈,DF,3,칼리두 쿨리발리,Kalidou KOULIBALY,1991.06.20.,첼시 FC
3645,2022,세네갈,DF,4,파프 아부 시세,Pape Abou Cissé,1995.09.14.,올림피아코스 FC
3646,2022,세네갈,DF,8,체이쿠 쿠야테,Cheikhou KOUYATÉ,1989.12.21.,노팅엄 포레스트 FC
3647,2022,세네갈,DF,10,무사 은디아예[A],Moussa N'DIAYE,2002.06.18,RSC 안데를레흐트
3648,2022,세네갈,DF,12,포데 발로투레,Fodé BALLO-TOURÉ,1997.01.03.,AC 밀란
3649,2022,세네갈,DF,14,이스마일 자콥스,Ismail Jakobs,1999.08.17.,AS 모나코 FC
3650,2022,세네갈,DF,21,유수프 사발리,Youssouf SABALY,1993.03.05.,레알 베티스 발롬피에
3651,2022,세네갈,DF,22,압두 디알로,Abdou Diallo,1996.05.04.,RB 라이프치히
3652,2022,세네갈,DF,24,무스타파 나므,Moustapha Name,1995.05.05.,파포스 FC
3653,2022,세네갈,MF,5,이드리사 게예,Idrissa GUEYE,1989.09.26.,에버튼 FC
3654,2022,세네갈,MF,6,낭팔리스 멘디,Nampalys MENDY,1992.06.23.,레스터 시티 FC
3655,2022,세네갈,MF,11,파테 시스,Pathé CISS,1994.03.16.,라요 바예카노
3656,2022,세네갈,MF,15,크레핀 디아타,Krépin DIATTA,1999.02.25.,AS 모나코 FC
3657,2022,세네갈,MF,17,파페 사르,Pape SARR,2002.09.14.,토트넘 홋스퍼 FC
3658,2022,세네갈,MF,25,마마두 룸,Mamadou LOUM,1996.12.30.,레딩 FC
3659,2022,세네갈,MF,26,파파 게예,Pape GUEYE,1999.01.24.,올랭피크 드 마르세유
3660,2022,세네갈,FW,7,니콜라 잭슨,Nicolas JACKSON,2001.06.20.,비야레알 CF
3661,2022,세네갈,FW,9,불라이 디아,Boulaye DIA,1996.11.16.,US 살레르니타나 1919
3662,2022,세네갈,FW,13,일리만 은디아예,Iliman NDIAYE,2000.03.06.,셰필드 유나이티드 FC
3663,2022,세네갈,FW,18,이스마일라 사르,Ismaïla SARR,1998.02.25.,왓포드 FC
3664,2022,세네갈,FW,19,파마라 디에디우,Famara DIÉDHIOU,1992.12.15.,알란야스포르
3665,2022,세네갈,FW,20,밤바 디엥,Bamba DIENG,2000.03.23.,올랭피크 드 마르세유
3666,2022,네덜란드,GK,1,렘코 파스베이르,Remko PASVEER,1983.11.08.,AFC 아약스
3667,2022,네덜란드,GK,13,저스틴 베일로,Justin BIJLOW,1998.01.22.,페예노르트 로테르담
3668,2022,네덜란드,GK,23,안드리스 노퍼르트,Andries NOPPERT,1994.04.07.,SC 헤이렌베인
3669,2022,네덜란드,DF,2,위리엔 팀버르,Jurriën TIMBER,2001.06.17.,AFC 아약스
3670,2022,네덜란드,DF,3,마테이스 더리흐트,Matthijs DE LIGT,1999.08.12.,FC 바이에른 뮌헨
3671,2022,네덜란드,DF,4,버질 반 다이크,Virgil VAN DIJK,1991.07.08.,리버풀 FC
3672,2022,네덜란드,DF,5,네이선 아케,Nathan AKÉ,1995.02.18.,맨체스터 시티 FC
3673,2022,네덜란드,DF,6,스테판 더프레이,Stefan DE VRIJ,1992.02.05.,FC 인테르나치오날레 밀라노
3674,2022,네덜란드,DF,16,타이럴 말라시아,Tyrell MALACIA,1999.08.17.,맨체스터 유나이티드 FC
3675,2022,네덜란드,DF,17,데일리 블린트,Daley BLIND,1990.03.09.,AFC 아약스
3676,2022,네덜란드,DF,22,덴절 뒴프리스,Denzel DUMFRIES,1996.04.18.,FC 인테르나치오날레 밀라노
3677,2022,네덜란드,DF,26,제레미 프림퐁,Jeremie FRIMPONG,2000.12.10.,바이어 04 레버쿠젠
3678,2022,네덜란드,MF,11,스티븐 베르하위스,Steven BERGHUIS,1991.12.19.,AFC 아약스
3679,2022,네덜란드,MF,14,데이비 클라선,Davy KLAASSEN,1993.02.21.,AFC 아약스
3680,2022,네덜란드,MF,15,마르턴 더론,Marten DE ROON,1991.03.29.,아탈란타 BC
3681,2022,네덜란드,MF,20,퇸 코프메이너르스,Teun KOOPMEINERS,1998.02.28.,아탈란타 BC
3682,2022,네덜란드,MF,21,프렝키 더용,Frenkie DE JONG,1997.05.12.,FC 바르셀로나
3683,2022,네덜란드,MF,24,케네스 테일러,Kenneth TAYLOR,2002.05.16.,AFC 아약스
3684,2022,네덜란드,MF,25,사비 시몬스,Xavi SIMONS,2003.04.21.,PSV 에인트호번
3685,2022,네덜란드,FW,7,스티븐 베르흐베인,Steven BERGWIJN,1997.10.08.,AFC 아약스
3686,2022,네덜란드,FW,8,코디 각포,Cody GAKPO,1999.05.07.,PSV 에인트호번
3687,2022,네덜란드,FW,9,뤽 더용,Luuk DE JONG,1990.08.27.,PSV 에인트호번
3688,2022,네덜란드,FW,10,멤피스 데파이,Memphis DEPAY,1994.02.13.,FC 바르셀로나
3689,2022,네덜란드,FW,12,노아 랑,Noa LANG,1999.06.17.,클뤼프 브뤼허 KV
3690,2022,네덜란드,FW,18,빈센트 얀센,Vincent JANSSEN,1994.06.15.,로열 앤트워프 FC
3691,2022,네덜란드,FW,19,바웃 베호르스트,Wout WEGHORST,1992.08.07.,베식타스 JK
3692,2022,잉글랜드,GK,1,조던 픽포드,Jordan PICKFORD,1994.03.07.,에버튼 FC
3693,2022,잉글랜드,GK,13,닉 포프,Nick POPE,1992.04.19.,뉴캐슬 유나이티드 FC
3694,2022,잉글랜드,GK,23,아론 램스데일,Aaron RAMSDALE,1998.05.14.,아스날 FC
3695,2022,잉글랜드,DF,2,카일 워커,Kyle WALKER,1990.05.28.,맨체스터 시티 FC
3696,2022,잉글랜드,DF,3,루크 쇼,Luke SHAW,1995.07.12.,맨체스터 유나이티드 FC
3697,2022,잉글랜드,DF,5,존 스톤스,John STONES,1994.05.28.,맨체스터 시티 FC
3698,2022,잉글랜드,DF,6,해리 매과이어,Harry MAGUIRE,1993.03.05.,맨체스터 유나이티드 FC
3699,2022,잉글랜드,DF,12,키어런 트리피어,Kieran TRIPPIER,1990.09.19.,뉴캐슬 유나이티드 FC
3700,2022,잉글랜드,DF,15,에릭 다이어,Eric DIER,1994.01.15.,토트넘 홋스퍼 FC
3701,2022,잉글랜드,DF,16,코너 코디,Conor COADY,1993.02.25.,에버튼 FC
3702,2022,잉글랜드,DF,18,트렌트 알렉산더아놀드,Trent ALEXANDER-ARNOLD,1998.10.07.,리버풀 FC
3703,2022,잉글랜드,DF,21,벤 화이트,Ben WHITE,1997.10.08.,아스날 FC
3704,2022,잉글랜드,MF,4,데클란 라이스,Declan RICE,1999.09.14.,웨스트햄 유나이티드 FC
3705,2022,잉글랜드,MF,8,조던 헨더슨,Jordan HENDERSON,1990.06.17.,리버풀 FC
3706,2022,잉글랜드,MF,14,칼빈 필립스,Kalvin PHILLIPS,1995.12.02.,맨체스터 시티 FC
3707,2022,잉글랜드,MF,19,메이슨 마운트,Mason MOUNT,1999.01.10.,첼시 FC
3708,2022,잉글랜드,MF,20,필 포든,Phil FODEN,2000.05.28.,맨체스터 시티 FC
3709,2022,잉글랜드,MF,22,주드 벨링엄,Jude BELLINGHAM,2003.06.29.,보루시아 도르트문트
3710,2022,잉글랜드,MF,25,제임스 매디슨,James MADDISON,1996.11.23.,레스터 시티 FC
3711,2022,잉글랜드,MF,26,코너 갤러거,Conor GALLAGHER,2000.02.06.,첼시 FC
3712,2022,잉글랜드,FW,7,잭 그릴리쉬,Jack GREALISH,1995.09.10.,맨체스터 시티 FC
3713,2022,잉글랜드,FW,9,해리 케인,Harry KANE,1993.07.28.,토트넘 홋스퍼 FC
3714,2022,잉글랜드,FW,10,라힘 스털링,Raheem STERLING,1994.12.08.,첼시 FC
3715,2022,잉글랜드,FW,11,마커스 래시포드,Marcus RASHFORD,1997.10.31.,맨체스터 유나이티드 FC
3716,2022,잉글랜드,FW,17,부카요 사카,Bukayo SAKA,2001.09.05.,아스날 FC
3717,2022,잉글랜드,FW,24,칼럼 윌슨,Callum WILSON,1992.02.27.,뉴캐슬 유나이티드 FC
3718,2022,이란,GK,1,알리레자 베이란반드,Alireza BEIRANVAND,1992.09.21.,페르세폴리스 FC
3719,2022,이란,GK,12,파얌 니아즈만드,Payam NIAZMAND,1995.04.06.,세파한 SC
3720,2022,이란,GK,22,아미르 아베드자데,Amir ABEDZADEH,1993.04.26.,SD 폰페라디나
3721,2022,이란,GK,24,호세인 호세이니,Hossein HOSSEINI,1992.06.30.,에스테그랄 테헤란 FC
3722,2022,이란,DF,2,사데그 모하라미,Sadegh MOHARRAMI,1996.03.01.,GNK 디나모 자그레브
3723,2022,이란,DF,3,에산 하지사피,Ehsan HAJSAFI,1990.02.25.,AEK 아테네 FC
3724,2022,이란,DF,4,쇼자 칼릴자데,Shoja KHALILZADEH,1989.05.14.,알 아흘리 SC
3725,2022,이란,DF,5,밀라드 모함마디,Milad MOHAMMADI,1993.09.29.,AEK 아테네 FC
3726,2022,이란,DF,8,모르테자 푸랄리간지,Morteza POURALIGANJI,1992.04.19.,페르세폴리스 FC
3727,2022,이란,DF,13,호세인 카나니,Hossein KANANI,1994.03.23.,알 아흘리 SC
3728,2022,이란,DF,15,루즈베 체슈미,Roozbeh CHESHMI,1993.06.24.,에스테그랄 테헤란 FC
3729,2022,이란,DF,19,마지드 호세이니,Majid HOSSEINI,1996.06.20.,카이세리스포르
3730,2022,이란,DF,23,라민 레자에이안,Ramin REZAEIAN,1990.03.21.,세파한 SC
3731,2022,이란,DF,25,아볼파즐 잘랄리,Abolfazl JALALI,1998.06.26.,에스테그랄 테헤란 FC
3732,2022,이란,MF,6,사에이드 에자톨라히,Saeid EZATOLAHI,1996.10.01.,바일레 BK
3733,2022,이란,MF,7,알리레자 자한바크시,Alireza JAHANBAKHSH,1993.08.11.,페예노르트 로테르담
3734,2022,이란,MF,11,바히드 아미리,Vahid AMIRI,1988.04.02.,페르세폴리스 FC
3735,2022,이란,MF,14,사만 고도스,Saman GHODDOS,1993.09.06.,브렌트포드 FC
3736,2022,이란,MF,16,메흐디 토라비,Mehdi TORABI,1994.09.10.,페르세폴리스 FC
3737,2022,이란,MF,17,알리 골리자데,Ali GHOLIZADEH,1996.03.10.,로얄 샤를루아 SC
3738,2022,이란,MF,18,알리 카리미,Ali KARIMI,1994.02.11.,카이세리스포르
3739,2022,이란,MF,21,아마드 누롤라히,Ahmad NOUROLLAHI,1993.02.01.,샤바브 알 아흘리 클럽
3740,2022,이란,FW,9,메흐디 타레미,Mehdi TAREMI,1992.07.18.,FC 포르투
3741,2022,이란,FW,10,카림 안사리파드,Karim ANSARIFARD,1990.04.03.,AC 오모니아
3742,2022,이란,FW,20,사르다르 아즈문,Sardar AZMOUN,1995.01.01.,바이어 04 레버쿠젠
3743,2022,미국,GK,1,맷 터너,Matt TURNER,1994.06.24.,아스날 FC
3744,2022,미국,GK,12,이선 호바스,Ethan HORVATH,1995.06.09.,루턴 타운 FC
3745,2022,미국,GK,25,션 존슨,Sean JOHNSON,1989.05.31.,뉴욕 시티 FC
3746,2022,미국,DF,2,세르지뇨 데스트,Sergiño DEST,2000.11.03.,AC 밀란
3747,2022,미국,DF,3,워커 짐머만,Walker ZIMMERMAN,1993.05.19.,내슈빌 SC
3748,2022,미국,DF,5,안토니 로빈슨,Antonee ROBINSON,1997.08.08.,풀럼 FC
3749,2022,미국,DF,13,팀 림,Tim REAM,1987.10.05.,풀럼 FC
3750,2022,미국,DF,15,애런 롱,Aaron LONG,1992.10.12.,뉴욕 레드불스
3751,2022,미국,DF,18,샤켈 무어,Shaq MOORE,1996.11.02.,내슈빌 SC
3752,2022,미국,DF,20,캐머런 카터비커스,Cameron CARTER-VICKERS,1997.12.31.,셀틱 FC
3753,2022,미국,DF,22,디안드레 예들린,DeAndre YEDLIN,1993.07.09.,인터 마이애미 CF
3754,2022,미국,DF,26,조 스컬리,Joe SCALLY,2002.12.31.,보루시아 묀헨글라트바흐
3755,2022,미국,MF,4,타일러 아담스,Tyler ADAMS,1999.02.14.,리즈 유나이티드 FC
3756,2022,미국,MF,6,유누스 무사,Yunus MUSAH,2002.11.29.,발렌시아 CF
3757,2022,미국,MF,8,웨스턴 맥케니,Weston McKENNIE,1998.08.28.,유벤투스 FC
3758,2022,미국,MF,14,루카 드라토레,Luca DE LA TORRE,1998.05.23.,RC 셀타 데 비고
3759,2022,미국,MF,17,크리스천 롤단,Cristian ROLDAN,1995.06.03.,시애틀 사운더스 FC
3760,2022,미국,MF,23,켈린 아코스타,Kellyn ACOSTA,1995.07.24.,로스앤젤레스 FC
3761,2022,미국,FW,7,조반니 레이나,Gio REYNA,2002.11.13.,보루시아 도르트문트
3762,2022,미국,FW,9,헤수스 페레이라,Jesús FERREIRA,2000.12.24.,FC 댈러스
3763,2022,미국,FW,10,크리스천 풀리식,Christian PULISIC,1998.09.18.,첼시 FC
3764,2022,미국,FW,11,브렌든 에런슨,Brenden AARONSON,2000.10.22.,리즈 유나이티드 FC
3765,2022,미국,FW,16,조던 모리스,Jordan MORRIS,1994.10.26.,시애틀 사운더스 FC
3766,2022,미국,FW,19,하지 라이트,Haji WRIGHT,1998.03.27.,안탈리아스포르
3767,2022,미국,FW,21,티모시 웨아,Tim WEAH,2000.02.22.,LOSC 릴
3768,2022,미국,FW,24,조슈아 서전트,Josh SARGENT,2000.02.20.,노리치 시티 FC
3769,2022,웨일스,GK,1,웨인 헤네시,Wayne HENNESSEY,1987.01.24.,노팅엄 포레스트 FC
3770,2022,웨일스,GK,12,대니 워드,Danny WARD,1993.06.22.,레스터 시티 FC
3771,2022,웨일스,GK,21,아담 데이비스,Adam DAVIES,1992.07.17.,셰필드 유나이티드 FC
3772,2022,웨일스,DF,2,크리스 건터,Chris GUNTER,1989.07.21.,AFC 윔블던
3773,2022,웨일스,DF,3,니코 윌리엄스,Neco WILLIAMS,2001.04.13.,노팅엄 포레스트 FC
3774,2022,웨일스,DF,4,벤 데이비스,Ben DAVIES,1993.04.24.,토트넘 홋스퍼 FC
3775,2022,웨일스,DF,5,크리스 메펌,Chris MEPHAM,1997.11.05.,AFC 본머스
3776,2022,웨일스,DF,6,조 로든,Joe RODON,1997.10.22.,스타드 렌 FC
3777,2022,웨일스,DF,14,코너 로버츠,Connor ROBERTS,1995.09.23.,번리 FC
3778,2022,웨일스,DF,15,이선 암파두,Ethan AMPADU,2000.09.14.,스페치아 칼초
3779,2022,웨일스,DF,17,톰 로키어,Tom LOCKYER,1994.12.03.,루턴 타운 FC
3780,2022,웨일스,DF,24,벤 카방고,Ben CABANGO,2000.05.30.,스완지 시티 AFC
3781,2022,웨일스,MF,7,조 앨런,Joe ALLEN,1990.03.14.,스완지 시티 AFC
3782,2022,웨일스,MF,8,해리 윌슨,Harry WILSON,1997.03.22.,풀럼 FC
3783,2022,웨일스,MF,10,아론 램지,Aaron RAMSEY,1990.10.26.,OGC 니스
3784,2022,웨일스,MF,16,조 모렐,Joe MORRELL,1997.01.03.,포츠머스 FC
3785,2022,웨일스,MF,18,조니 윌리엄스,Jonny WILLIAMS,1993.10.09.,스윈던 타운 FC
3786,2022,웨일스,MF,22,소바 토마스,Sorba THOMAS,1999.01.25.,허더즈필드 타운 AFC
3787,2022,웨일스,MF,23,딜런 레빗,Dylan LEVITT,2000.11.17.,던디 유나이티드 FC
3788,2022,웨일스,MF,25,루빈 콜윌,Rubin COLWILL,2002.04.27.,카디프 시티 FC
3789,2022,웨일스,MF,26,매튜 스미스,Matthew SMITH,1999.11.22.,밀턴킨스 던스 FC
3790,2022,웨일스,FW,9,브레넌 존슨,Brennan JOHNSON,2001.05.23.,노팅엄 포레스트 FC
3791,2022,웨일스,FW,11,가레스 베일,Gareth BALE,1989.07.16.,로스앤젤레스 FC
3792,2022,웨일스,FW,13,키퍼 무어,Kieffer MOORE,1992.08.08.,AFC 본머스
3793,2022,웨일스,FW,19,마크 해리스,Mark HARRIS,1998.12.29.,카디프 시티 FC
3794,2022,웨일스,FW,20,대니얼 제임스,Daniel JAMES,1997.11.10.,풀럼 FC
3795,2022,아르헨티나,GK,1,프랑코 아르마니,Franco ARMANI,1986.10.16.,CA 리버 플레이트
3796,2022,아르헨티나,GK,12,헤로니모 루이,Gerónimo RULLI,1992.05.20.,비야레알 CF
3797,2022,아르헨티나,GK,23,에밀리아노 마르티네스,Emiliano MARTÍNEZ,1992.09.02.,아스톤 빌라 FC
3798,2022,아르헨티나,DF,2,후안 포이스,Juan FOYTH,1998.01.12.,비야레알 CF
3799,2022,아르헨티나,DF,3,니콜라스 탈리아피코,Nicolás TAGLIAFICO,1992.08.31.,올랭피크 리옹
3800,2022,아르헨티나,DF,4,곤살로 몬티엘,Gonzalo MONTIEL,1997.01.01.,세비야 FC
3801,2022,아르헨티나,DF,6,헤르만 페첼라,Germán PEZZELLA,1991.06.27.,레알 베티스 발롬피에
3802,2022,아르헨티나,DF,13,크리스티안 로메로,Cristian ROMERO,1998.04.27.,토트넘 홋스퍼 FC
3803,2022,아르헨티나,DF,19,니콜라스 오타멘디,Nicolás OTAMENDI,1988.02.12.,SL 벤피카
3804,2022,아르헨티나,DF,25,리산드로 마르티네스,Lisandro MARTÍNEZ,1998.01.18.,맨체스터 유나이티드 FC
3805,2022,아르헨티나,DF,26,나우엘 몰리나,Nahuel MOLINA,1998.04.06.,아틀레티코 마드리드
3806,2022,아르헨티나,MF,5,레안드로 파레데스,Leandro PAREDES,1994.06.29.,유벤투스 FC
3807,2022,아르헨티나,MF,7,로드리고 데 파울,Rodrigo DE PAUL,1994.05.24.,아틀레티코 마드리드
3808,2022,아르헨티나,MF,8,마르코스 아쿠냐,Marcos ACUÑA,1991.10.28.,세비야 FC
3809,2022,아르헨티나,MF,14,에세키엘 팔라시오스,Exequiel PALACIOS,1998.10.05.,바이어 04 레버쿠젠
3810,2022,아르헨티나,MF,16,티아고 알마다[A],Tiago ALMADA,2001.04.26.,애틀랜타 유나이티드 FC
3811,2022,아르헨티나,MF,17,파푸 고메스,Papu GÓMEZ,1988.02.15.,세비야 FC
3812,2022,아르헨티나,MF,18,귀도 로드리게스,Guido RODRÍGUEZ,1994.04.12.,레알 베티스 발롬피에
3813,2022,아르헨티나,MF,20,알렉시스 맥 앨리스터,Alexis MAC ALLISTER,1998.12.24.,브라이튼 앤 호브 알비온 FC
3814,2022,아르헨티나,MF,24,엔소 페르난데스,Enzo FERNÁNDEZ,2001.01.17.,SL 벤피카
3815,2022,아르헨티나,FW,9,훌리안 알바레스,Julián ÁLVAREZ,2000.01.31.,맨체스터 시티 FC
3816,2022,아르헨티나,FW,10,리오넬 메시,Lionel MESSI,1987.06.24.,파리 생제르맹 FC
3817,2022,아르헨티나,FW,11,앙헬 디 마리아,Ángel DI MARÍA,1988.02.14.,유벤투스 FC
3818,2022,아르헨티나,FW,15,앙헬 코레아[A],Ángel CORREA,1995.03.09.,아틀레티코 마드리드
3819,2022,아르헨티나,FW,21,파울로 디발라,Paulo DYBALA,1993.11.15.,AS 로마
3820,2022,아르헨티나,FW,22,라우타로 마르티네스,Lautaro MARTÍNEZ,1997.08.22.,FC 인테르나치오날레 밀라노
3821,2022,사우디아라비아,GK,1,모하메드 알야미,Mohammed Al-Rubaie Al-Yami,1997.08.14.,알 아흘리 SFC
3822,2022,사우디아라비아,GK,21,모하메드 알오와이스,Mohammed AL-OWAIS,1991.10.10.,알 힐랄 SFC
3823,2022,사우디아라비아,GK,22,나와프 알아키디,Nawaf AL-AQIDI,2000.05.10.,알 나스르 FC
3824,2022,사우디아라비아,DF,2,술탄 알간남,Sultan AL-GHANAM,1994.05.06.,알 나스르 FC
3825,2022,사우디아라비아,DF,3,압둘라 마두,Abdullah MADU,1993.07.15.,알 나스르 FC
3826,2022,사우디아라비아,DF,4,압둘레라 알암리,Abdulelah AL-AMRI,1997.01.15.,알 나스르 FC
3827,2022,사우디아라비아,DF,5,알리 알불라이히,Ali AL-BULAYHI,1989.11.21.,알 힐랄 SFC
3828,2022,사우디아라비아,DF,6,모함메드 알브레이크,Mohammed AL-BURAYK,1992.09.15.,알 힐랄 SFC
3829,2022,사우디아라비아,DF,12,사우드 압둘하미드,Saud ABDULHAMID,1999.07.18.,알 힐랄 SFC
3830,2022,사우디아라비아,DF,13,야세르 알샤흐라니,Yasser AL-SHAHRANI,1992.05.25.,알 힐랄 SFC
3831,2022,사우디아라비아,DF,17,하산 탐바크티,Hassan TAMBAKTI,1999.02.09.,알 샤바브 FC
3832,2022,사우디아라비아,MF,7,살만 알파라지,Salman AL-FARAJ,1989.08.01.,알 힐랄 SFC
3833,2022,사우디아라비아,MF,8,압둘레라 알말키,Abdulelah AL-MALKI,1994.10.11.,알 힐랄 SFC
3834,2022,사우디아라비아,MF,14,압둘라 오타이프,Abdullah OTAYF,1992.08.03.,알 힐랄 SFC
3835,2022,사우디아라비아,MF,15,알리 알하산,Ali AL-HASSAN,1997.03.04.,알 나스르 FC
3836,2022,사우디아라비아,MF,16,사미 알나지,Sami AL-NAJEI,1997.02.07.,알 나스르 FC
3837,2022,사우디아라비아,MF,18,나와프 알아비드[A],Nawaf Al-Abed,1990.01.26.,알 샤바브 FC
3838,2022,사우디아라비아,MF,23,모하메드 칸노,Mohamed KANNO,1994.09.22.,알 힐랄 SFC
3839,2022,사우디아라비아,MF,24,나세르 알다우사리,Nasser AL-DAWSARI,1998.12.19.,알 힐랄 SFC
3840,2022,사우디아라비아,MF,26,리야드 샤라힐리,Riyadh SHARAHILI,1993.04.28.,압하 FC
3841,2022,사우디아라비아,FW,9,피라스 알부라이칸,Firas AL-BURAIKAN,2000.05.14.,알 파테 SC
3842,2022,사우디아라비아,FW,10,살렘 알다우사리,Salem AL-DAWSARI,1991.08.19.,알 힐랄 SFC
3843,2022,사우디아라비아,FW,11,살레 알셰흐리,Saleh AL-SHEHRI,1993.11.01.,알 힐랄 SFC
3844,2022,사우디아라비아,FW,19,하탄 바헤브리,Hattan BAHEBRI,1992.07.16.,알 샤바브 FC
3845,2022,사우디아라비아,FW,20,압둘라흐만 알아부드,Abdulrahman AL-OBUD,1995.06.01.,알 이티하드 FC
3846,2022,사우디아라비아,FW,25,하이탐 아시리,Haitham ASIRI,2001.03.25.,알 아흘리 SFC
3847,2022,멕시코,GK,1,알프레도 탈라베라,Alfredo TALAVERA,1982.09.18.,FC 후아레스
3848,2022,멕시코,GK,12,로돌포 코타,Rodolfo COTA,1987.07.03.,클루브 레온
3849,2022,멕시코,GK,13,기예르모 오초아,Guillermo OCHOA,1985.07.13.,클루브 아메리카
3850,2022,멕시코,DF,2,네스토르 아라우호,Néstor ARAUJO,1991.08.29.,클루브 아메리카
3851,2022,멕시코,DF,3,세사르 몬테스,César MONTES,1997.02.24.,CF 몬테레이
3852,2022,멕시코,DF,4,에드손 알바레스,Edson ÁLVAREZ,1997.10.24.,AFC 아약스
3853,2022,멕시코,DF,5,요한 바스케스,Johan VÁSQUEZ,1998.10.22.,US 크레모네세
3854,2022,멕시코,DF,6,헤라르도 아르테아가,Gerardo ARTEAGA,1998.09.07.,KRC 헹크
3855,2022,멕시코,DF,15,엑토르 모레노,Héctor MORENO,1988.01.17.,CF 몬테레이
3856,2022,멕시코,DF,19,호르헤 산체스,Jorge SÁNCHEZ,1997.12.10.,AFC 아약스
3857,2022,멕시코,DF,23,헤수스 가야르도,Jesús GALLARDO,1994.08.15.,CF 몬테레이
3858,2022,멕시코,DF,26,케빈 알바레스,Kevin ÁLVAREZ,1999.01.15.,CF 파추카
3859,2022,멕시코,MF,7,루이스 로모,Luis ROMO,1995.06.05.,CF 몬테레이
3860,2022,멕시코,MF,8,카를로스 로드리게스,Carlos RODRÍGUEZ,1997.01.03.,크루스 아술
3861,2022,멕시코,MF,14,에리크 구티에레스,Érick GUTIÉRREZ,1995.06.15.,PSV 에인트호번
3862,2022,멕시코,MF,16,엑토르 에레라,Héctor HERRERA,1990.04.19.,휴스턴 다이너모 FC
3863,2022,멕시코,MF,18,안드레스 과르다도,Andrés GUARDADO,1986.09.28.,레알 베티스 발롬피에
