년도,국가,포지션,등번호,한글 성명,로마자 성명,생년월일,소속팀
2018,잉글랜드,DF,15,게리 케이힐,Gary Cahill,1985.12.19,첼시 FC
2018,잉글랜드,DF,16,필 존스,Phil Jones,1992.02.21,맨체스터 유나이티드 FC
2018,잉글랜드,DF,17,페이비언 델프,Fabian Delph,1989.11.21,맨체스터 시티 FC
2018,잉글랜드,DF,18,애슐리 영,Ashley Young,1985.07.09,맨체스터 유나이티드 FC
2018,잉글랜드,DF,22,트렌트 알렉산더아놀드,Trent Alexander-Arnold,1998.10.07,리버풀 FC
2018,잉글랜드,MF,4,에릭 다이어,Eric Dier,1994.01.15,토트넘 홋스퍼 FC
2018,잉글랜드,MF,7,제시 린가드,Jesse Lingard,1992.12.15,맨체스터 유나이티드 FC
2018,잉글랜드,MF,8,조던 헨더슨,Jordan Henderson,1990.06.17,리버풀 FC
2018,잉글랜드,MF,20,델리 알리,Dele Alli,1996.04.11,토트넘 홋스퍼 FC
2018,잉글랜드,MF,21,루벤 로프터스치크,Ruben Loftus-Cheek,1996.01.23,크리스탈 팰리스 FC
2018,잉글랜드,FW,9,해리 케인,Harry Kane,1993.07.28,토트넘 홋스퍼 FC
2018,잉글랜드,FW,10,라힘 스털링,Raheem Sterling,1994.12.08,맨체스터 시티 FC
2018,잉글랜드,FW,11,제이미 바디,Jamie Vardy,1987.01.11,레스터 시티 FC
2018,잉글랜드,FW,14,대니 웰벡,Danny Welbeck,1990.11.26,아스날 FC
2018,잉글랜드,FW,19,마커스 래시포드,Marcus Rashford,1997.10.31,맨체스터 유나이티드 FC
2018,폴란드,GK,1,보이치에흐 슈체스니,Wojciech Szczęsny,1990.04.18,유벤투스 FC
2018,폴란드,GK,12,바르토시 비아우코프스키,Bartosz Białkowski,1987.07.06,입스위치 타운 FC
2018,폴란드,GK,22,우카시 파비안스키,Łukasz Fabiański,1985.04.18,스완지 시티 AFC
2018,폴란드,DF,2,미하우 파즈단,Michał Pazdan,1987.09.21,레기아 바르샤바
2018,폴란드,DF,3,아르투르 옝제이치크,Artur Jędrzejczyk,1987.11.04,레기아 바르샤바
2018,폴란드,DF,4,치아구 치오네크,Thiago Cionek,1986.04.21,SPAL 2013
2018,폴란드,DF,5,얀 베드나레크,Jan Bednarek,1996.04.12,사우스햄튼 FC
2018,폴란드,DF,15,카밀 글리크,Kamil Glik,1988.02.03,AS 모나코 FC
2018,폴란드,DF,18,바르토시 베레신스키,Bartosz Bereszyński,1992.07.12,UC 삼프도리아
2018,폴란드,DF,20,우카시 피슈체크,Łukasz Piszczek,1985.06.03,보루시아 도르트문트
2018,폴란드,MF,6,야체크 구랄스키,Jacek Góralski,1992.09.21,PFC 루도고레츠 라즈그라드
2018,폴란드,MF,8,카롤 리네티,Karol Linetty,1995.02.02,UC 삼프도리아
2018,폴란드,MF,10,그제고시 크리호비아크,Grzegorz Krychowiak,1990.01.29,웨스트 브롬위치 알비온 FC
2018,폴란드,MF,11,카밀 그로시츠키,Kamil Grosicki,1988.06.08,헐 시티 AFC
2018,폴란드,MF,13,마치에이 리부스,Maciej Rybus,1989.08.19,FC 로코모티프 모스크바
2018,폴란드,MF,16,야쿠프 브와슈치코프스키,Jakub Błaszczykowski,1985.12.14,VfL 볼프스부르크
2018,폴란드,MF,17,스와보미르 페슈코,Sławomir Peszko,1985.02.19,레히아 그단스크
2018,폴란드,MF,19,피오트르 지엘린스키,Piotr Zieliński,1994.05.20,SSC 나폴리
2018,폴란드,MF,21,라파우 쿠르자바,Rafał Kurzawa,1993.01.29,구르니크 자브제
2018,폴란드,FW,7,아르카디우스 밀리크,Arkadiusz Milik,1994.02.28,SSC 나폴리
2018,폴란드,FW,9,로베르트 레반도프스키,Robert Lewandowski,1988.08.21,FC 바이에른 뮌헨
2018,폴란드,FW,14,우카시 테오도르치크,Łukasz Teodorczyk,1991.06.03,RSC 안데를레흐트
2018,폴란드,FW,23,다비드 코브나츠키,Dawid Kownacki,1997.03.14,UC 삼프도리아
2018,세네갈,GK,1,압둘라이 디알로,Abdoulaye Diallo,1992.03.30,스타드 렌 FC
2018,세네갈,GK,16,카딤 은디아이,Khadim N'Diaye,1985.04.05,오로야 AC
2018,세네갈,GK,23,알프레드 고미스,Alfred Gomis,1993.09.05,SPAL 2013
2018,세네갈,DF,2,아다마 음벵게[A],Adama Mbengue,1993.12.01,캉 FC
2018,세네갈,DF,3,칼리두 쿨리발리,Kalidou Koulibaly,1991.06.20,SSC 나폴리
2018,세네갈,DF,4,카라 음보지,Kara Mbodj,1989.11.22,RSC 안데를레흐트
2018,세네갈,DF,12,유수프 사발리,Youssouf Sabaly,1993.03.05,FC 지롱댕 드 보르도
2018,세네갈,DF,21,라민 가사마,Lamine Gassama,1989.10.20,알란야스포르
2018,세네갈,DF,22,무사 와구에,Moussa Wagué,1998.10.04,KAS 오이펜
2018,세네갈,MF,5,이드리사 게유,Idrissa Gueye,1989.09.26,에버튼 FC
2018,세네갈,MF,6,살리프 사네,Salif Sané,1990.08.25,하노버 96
2018,세네갈,MF,8,체이쿠 쿠야테,Cheikhou Kouyaté,1989.12.21,웨스트햄 유나이티드 FC
2018,세네갈,MF,11,셰이크 은도예,Cheikh N'Doye,1986.03.29,버밍엄 시티 FC
2018,세네갈,MF,13,알프레드 은디아이,Alfred N'Diaye,1990.03.06,울버햄튼 원더러스 FC
2018,세네갈,MF,17,바두 은디아이,Badou Ndiaye,1990.10.27,스토크 시티 FC
2018,세네갈,FW,7,무사 소우,Moussa Sow,1986.01.19,부르사스포르
2018,세네갈,FW,9,마메 디우프,Mame Diouf,1987.12.16,스토크 시티 FC
2018,세네갈,FW,10,사디오 마네,Sadio Mané,1992.04.10,리버풀 FC
2018,세네갈,FW,14,무사 코나테,Moussa Konaté,1993.04.03,아미앵 SC
2018,세네갈,FW,15,디아프라 사코,Diafra Sakho,1989.12.24,스타드 렌 FC
2018,세네갈,FW,18,이스마일라 사르,Ismaïla Sarr,1998.02.25,스타드 렌 FC
2018,세네갈,FW,19,음베 니앙,M'Baye Niang,1994.12.19,토리노 FC
2018,세네갈,FW,20,케이타 발데,Keita Baldé,1995.03.08,AS 모나코 FC
2018,콜롬비아,GK,1,다비드 오스피나,David Ospina,1988.08.31,아스날 FC
2018,콜롬비아,GK,12,카밀로 바르가스,Camilo Vargas,1989.03.09,데포르티보 칼리
2018,콜롬비아,GK,22,호세 콰드라도,José Cuadrado,1985.06.01,온세 칼다스
2018,콜롬비아,DF,2,크리스티안 사파타,Cristián Zapata,1986.09.30,AC 밀란
2018,콜롬비아,DF,3,오스카르 무리요,Óscar Murillo,1988.04.18,CF 파추카
2018,콜롬비아,DF,4,산티아고 아리아스,Santiago Arias,1992.01.13,PSV 에인트호번
2018,콜롬비아,DF,13,예리 미나,Yerry Mina,1994.09.23,FC 바르셀로나
2018,콜롬비아,DF,17,요한 모히카,Johan Mojica,1992.08.21,지로나 FC
2018,콜롬비아,DF,18,파리드 디아스[A],Farid Díaz,1983.07.20,클루브 올림피아
2018,콜롬비아,DF,23,다빈손 산체스,Davinson Sánchez,1996.06.12,토트넘 홋스퍼 FC
2018,콜롬비아,MF,5,윌마르 바리오스,Wilmar Barrios,1993.10.16,CA 보카 주니어스
2018,콜롬비아,MF,6,카를로스 산체스,Carlos Sánchez,1986.02.06,RCD 에스파뇰
2018,콜롬비아,MF,8,아벨 아길라르,Abel Aguilar,1985.01.06,데포르티보 칼리
2018,콜롬비아,MF,10,하메스 로드리게스,James Rodríguez,1991.07.12,FC 바이에른 뮌헨
2018,콜롬비아,MF,11,후안 콰드라도,Juan Cuadrado,1988.05.26,유벤투스 FC
2018,콜롬비아,MF,15,마테우스 우리베,Mateus Uribe,1991.03.21,클루브 아메리카
2018,콜롬비아,MF,16,헤페르손 레르마,Jefferson Lerma,1994.10.25,레반테 UD
2018,콜롬비아,MF,20,후안 킨테로,Juan Quintero,1993.01.18,CA 리버 플레이트
2018,콜롬비아,FW,7,카를로스 바카,Carlos Bacca,1986.09.08,비야레알 CF
2018,콜롬비아,FW,9,라다멜 팔카오,Radamel Falcao,1986.02.10,AS 모나코 FC
2018,콜롬비아,FW,14,루이스 무리엘,Luis Muriel,1991.04.16,세비야 FC
2018,콜롬비아,FW,19,미겔 보르하,Miguel Borja,1993.01.26,SE 파우메이라스
2018,콜롬비아,FW,21,호세 이스키에르도,José Izquierdo,1992.07.07,브라이튼 앤 호브 알비온 FC
2018,일본,GK,1,가와시마 에이지,Eiji Kawashima,1983.03.20,FC 메스
2018,일본,GK,12,히가시구치 마사아키,Masaaki Higashiguchi,1986.05.12,감바 오사카
2018,일본,GK,23,나카무라 코스케,Kosuke Nakamura,1995.02.27,가시와 레이솔
2018,일본,DF,2,우에다 나오미치,Naomichi Ueda,1994.10.24,세르클러 브뤼허 KSV
2018,일본,DF,3,쇼지 겐,Gen Shoji,1992.12.11,가시마 앤틀러스
2018,일본,DF,5,나가토모 유토,Yuto Nagatomo,1986.09.12,갈라타사라이 SK
2018,일본,DF,6,엔도 와타루,Wataru Endo,1993.02.09,우라와 레드 다이아몬즈
2018,일본,DF,19,사카이 히로키,Hiroki Sakai,1990.04.12,올랭피크 드 마르세유
2018,일본,DF,20,마키노 토모아키,Tomoaki Makino,1987.05.11,우라와 레드 다이아몬즈
2018,일본,DF,21,사카이 고토쿠,Gotoku Sakai,1991.03.14,함부르크 SV
2018,일본,DF,22,요시다 마야,Maya Yoshida,1988.08.24,사우스햄튼 FC
2018,일본,MF,4,혼다 케이스케,Keisuke Honda,1986.06.13,CF 파추카
2018,일본,MF,7,시바사키 가쿠,Gaku Shibasaki,1992.05.28,헤타페 CF
2018,일본,MF,8,하라구치 겐키,Genki Haraguchi,1991.05.09,포르투나 뒤셀도르프
2018,일본,MF,10,카가와 신지,Shinji Kagawa,1989.03.17,보루시아 도르트문트
2018,일본,MF,11,우사미 타카시,Takashi Usami,1992.05.06,포르투나 뒤셀도르프
2018,일본,MF,14,이누이 다카시,Takashi Inui,1988.06.02,레알 베티스 발롬피에
2018,일본,MF,16,야마구치 호타루,Hotaru Yamaguchi,1990.10.06,세레소 오사카
2018,일본,MF,17,하세베 마코토,Makoto Hasebe,1984.01.18,아인트라흐트 프랑크푸르트
2018,일본,MF,18,오오시마 료타,Ryota Oshima,1993.01.23,가와사키 프론탈레
2018,일본,FW,9,오카자키 신지,Shinji Okazaki,1986.04.16,레스터 시티 FC
2018,일본,FW,13,무토 요시노리,Yoshinori Muto,1992.07.15,1. FSV 마인츠 05
2018,일본,FW,15,오사코 유야,Yuya Osako,1990.05.18,FC 쾰른
2022,카타르,GK,1,사드 알 시브,Saad AL-SHEEB,1990.02.19.,알 사드 SC
2022,카타르,GK,21,유세프 하산,Yousef HASSAN,1996.05.24.,알 가라파 SC
2022,카타르,GK,22,메샬 바르샴,Meshaal BARSHAM,1998.02.14.,알 사드 SC
2022,카타르,DF,2,페드루 미겔,Ró-Ró,1990.08.06.,알 사드 SC
2022,카타르,DF,4,모하메드 와드,Mohammed WAAD,1999.09.18.,알 사드 SC
2022,카타르,DF,5,타렉 살만,Tarek SALMAN,1997.12.05.,알 사드 SC
2022,카타르,DF,13,무사브 케데르,Musab KHEDER,1993.09.26.,알 사드 SC
2022,카타르,DF,14,호맘 아흐메드,Homam AHMED,1999.08.25.,알 가라파 SC
2022,카타르,DF,15,바삼 알라위,Bassam AL-RAWI,1997.12.16.,알 두하일 SC
2022,카타르,DF,16,부알렘 쿠키,Boualem KHOUKHI,1990.09.07.,알 사드 SC
2022,카타르,DF,17,이스마일 모하메드,Ismaeel MOHAMMAD,1990.04.05.,알 두하일 SC
2022,카타르,MF,3,압델카림 하산,Abdelkarim HASSAN,1993.08.28.,알 사드 SC
2022,카타르,MF,6,압둘라지즈 하템,Abdulaziz HATEM,1990.10.28.,알 라이얀 SC
2022,카타르,MF,8,알리 아사달라,Ali ASSADALLA,1993.01.19.,알 사드 SC
2022,카타르,MF,10,하산 알 하이도스,Hassan AL-HAYDOS,1990.12.11.,알 사드 SC
2022,카타르,MF,12,카림 부디아프,Karim BOUDIAF,1990.09.16.,알 두하일 SC
2022,카타르,MF,20,살렘 알 하즈리,Salem AL-HAJRI,1996.04.10.,알 사드 SC
2022,카타르,MF,23,아심 마디보,Assim MADIBO,1996.10.22.,알 두하일 SC
2022,카타르,MF,24,나이프 알 하드라미,Naif AL-HADHRAMI,2001.07.18.,알 라이얀 SC
2022,카타르,MF,25,자셈 가베르,Jassem GABER,2002.02.20.,알 아라비 SC
2022,카타르,MF,26,모스타파 메샬,Mostafa Tarek MESHAAL,2001.03.28.,알 사드 SC
2022,카타르,FW,7,아메드 알라에딘,Ahmed ALAAELDIN,1993.01.31.,알 가라파 SC
2022,카타르,FW,9,모하메드 문타리,Mohammed MUNTARI,1993.12.20.,알 두하일 SC
2022,카타르,FW,11,아크람 아피프,Akram AFIF,1996.12.18.,알 사드 SC
2022,카타르,FW,18,칼리드 무니르,Khalid MUNEER,1998.02.24.,알 와크라 SC
2022,카타르,FW,19,알모에즈 알리,Almoez ALI,1996.08.19.,알 두하일 SC
2022,에콰도르,GK,1,에르난 갈린데스,Hernán GALÍNDEZ,1987.03.30.,SD 아우카스
2022,에콰도르,GK,12,모이세스 라미레스,Moisés RAMÍREZ,2000.09.09.,인데펜디엔테 델 바예
2022,에콰도르,GK,22,알렉산데르 도밍게스,Alexander DOMÍNGUEZ,1987.06.05.,LDU 키토
2022,에콰도르,DF,2,펠릭스 토레스,Félix TORRES,1997.01.11.,클루브 산토스 라구나
2022,에콰도르,DF,3,피에로 인카피에,Piero HINCAPIÉ,2002.01.09.,바이어 04 레버쿠젠
2022,에콰도르,DF,4,로베르트 아르볼레다,Robert ARBOLEDA,1991.10.22.,상파울루 FC
2022,에콰도르,DF,6,윌리안 파초,William PACHO,2001.10.16.,로열 앤트워프 FC
2022,에콰도르,DF,7,페르비스 에스투피냔,Pervis ESTUPIÑÁN,1998.01.21.,브라이튼 앤 호브 알비온 FC
2022,에콰도르,DF,14,하비에르 아레아가,Xavier ARREAGA,1994.09.28.,시애틀 사운더스 FC
2022,에콰도르,DF,17,앙헬로 프레시아도,Angelo PRECIADO,1998.02.18.,KRC 헹크
2022,에콰도르,DF,18,디에고 팔라시오스,Diego PALACIOS,1999.07.12.,로스앤젤레스 FC
2022,에콰도르,DF,25,잭슨 포로소,Jackson POROZO,2000.08.04.,트루아 AC
2022,에콰도르,MF,5,호세 시푸엔테스,José CIFUENTES,1999.03.12.,로스앤젤레스 FC
2022,에콰도르,MF,8,카를로스 그루에소,Carlos GRUEZO,1995.04.19,FC 아우크스부르크
2022,에콰도르,MF,9,아이르톤 프레시아도,Ayrton PRECIADO,1994.07.17.,클루브 산토스 라구나
2022,에콰도르,MF,10,로마리오 이바라,Romario IBARRA,1994.09.24.,CF 파추카
2022,에콰도르,MF,15,앙헬 메나,Ángel MENA,1988.01.21.,클루브 레온
2022,에콰도르,MF,16,예레미 사르미엔토,Jeremy SARMIENTO,2002.06.16.,브라이튼 앤 호브 알비온 FC
2022,에콰도르,MF,19,곤살로 플라타,Gonzalo PLATA,2000.11.01.,레알 바야돌리드 CF
2022,에콰도르,MF,20,제그손 멘데스,Jhegson MÉNDEZ,1997.04.26.,로스앤젤레스 FC
2022,에콰도르,MF,21,알란 프랑코,Alan FRANCO,1998.08.21.,CA 타예레스
2022,에콰도르,MF,23,모이세스 카이세도,Moisés CAICEDO,2001.11.02.,브라이튼 앤 호브 알비온 FC
2022,에콰도르,FW,11,미카엘 에스트라다,Michael ESTRADA,1996.04.07.,크루스 아술
2022,에콰도르,FW,13,에네르 발렌시아,Enner VALENCIA,1989.11.04.,페네르바흐체 SK
2022,에콰도르,FW,24,조르카에프 레아스코,Djorkaeff REASCO,1999.01.18.,CA 뉴웰스 올드 보이스
2022,에콰도르,FW,26,케빈 로드리게스,Kevin RODRÍGUEZ,2000.03.04.,임바부라 SC
2022,세네갈,GK,1,세니 디엥,Seny Dieng,1994.11.23.,퀸즈 파크 레인저스 FC
2022,세네갈,GK,16,에두아르 멘디,Édouard Mendy,1992.03.01.,첼시 FC
2022,세네갈,GK,23,알프레드 고미스,Alfred GOMIS,1993.09.05.,스타드 렌 FC
2022,세네갈,DF,2,포르모스 멘디,Formose Mendy,2001.01.02.,아미앵 SC
2022,세네갈,DF,3,칼리두 쿨리발리,Kalidou KOULIBALY,1991.06.20.,첼시 FC
2022,세네갈,DF,4,파프 아부 시세,Pape Abou Cissé,1995.09.14.,올림피아코스 FC
2022,세네갈,DF,8,체이쿠 쿠야테,Cheikhou KOUYATÉ,1989.12.21.,노팅엄 포레스트 FC
2022,세네갈,DF,10,무사 은디아예[A],Moussa N'DIAYE,2002.06.18,RSC 안데를레흐트
2022,세네갈,DF,12,포데 발로투레,Fodé BALLO-TOURÉ,1997.01.03.,AC 밀란
2022,세네갈,DF,14,이스마일 자콥스,Ismail Jakobs,1999.08.17.,AS 모나코 FC
2022,세네갈,DF,21,유수프 사발리,Youssouf SABALY,1993.03.05.,레알 베티스 발롬피에
2022,세네갈,DF,22,압두 디알로,Abdou Diallo,1996.05.04.,RB 라이프치히
2022,세네갈,DF,24,무스타파 나므,Moustapha Name,1995.05.05.,파포스 FC
2022,세네갈,MF,5,이드리사 게예,Idrissa GUEYE,1989.09.26.,에버튼 FC
2022,세네갈,MF,6,낭팔리스 멘디,Nampalys MENDY,1992.06.23.,레스터 시티 FC
2022,세네갈,MF,11,파테 시스,Pathé CISS,1994.03.16.,라요 바예카노
2022,세네갈,MF,15,크레핀 디아타,Krépin DIATTA,1999.02.25.,AS 모나코 FC
2022,세네갈,MF,17,파페 사르,Pape SARR,2002.09.14.,토트넘 홋스퍼 FC
2022,세네갈,MF,25,마마두 룸,Mamadou LOUM,1996.12.30.,레딩 FC
2022,세네갈,MF,26,파파 게예,Pape GUEYE,1999.01.24.,올랭피크 드 마르세유
2022,세네갈,FW,7,니콜라 잭슨,Nicolas JACKSON,2001.06.20.,비야레알 CF
2022,세네갈,FW,9,불라이 디아,Boulaye DIA,1996.11.16.,US 살레르니타나 1919
2022,세네갈,FW,13,일리만 은디아예,Iliman NDIAYE,2000.03.06.,셰필드 유나이티드 FC
2022,세네갈,FW,18,이스마일라 사르,Ismaïla SARR,1998.02.25.,왓포드 FC
2022,세네갈,FW,19,파마라 디에디우,Famara DIÉDHIOU,1992.12.15.,알란야스포르
2022,세네갈,FW,20,밤바 디엥,Bamba DIENG,2000.03.23.,올랭피크 드 마르세유
2022,네덜란드,GK,1,렘코 파스베이르,Remko PASVEER,1983.11.08.,AFC 아약스
2022,네덜란드,GK,13,저스틴 베일로,Justin BIJLOW,1998.01.22.,페예노르트 로테르담
2022,네덜란드,GK,23,안드리스 노퍼르트,Andries NOPPERT,1994.04.07.,SC 헤이렌베인
2022,네덜란드,DF,2,위리엔 팀버르,Jurriën TIMBER,2001.06.17.,AFC 아약스
2022,네덜란드,DF,3,마테이스 더리흐트,Matthijs DE LIGT,1999.08.12.,FC 바이에른 뮌헨
2022,네덜란드,DF,4,버질 반 다이크,Virgil VAN DIJK,1991.07.08.,리버풀 FC
2022,네덜란드,DF,5,네이선 아케,Nathan AKÉ,1995.02.18.,맨체스터 시티 FC
2022,네덜란드,DF,6,스테판 더프레이,Stefan DE VRIJ,1992.02.05.,FC 인테르나치오날레 밀라노
2022,네덜란드,DF,16,타이럴 말라시아,Tyrell MALACIA,1999.08.17.,맨체스터 유나이티드 FC
2022,네덜란드,DF,17,데일리 블린트,Daley BLIND,1990.03.09.,AFC 아약스
2022,네덜란드,DF,22,덴절 뒴프리스,Denzel DUMFRIES,1996.04.18.,FC 인테르나치오날레 밀라노
2022,네덜란드,DF,26,제레미 프림퐁,Jeremie FRIMPONG,2000.12.10.,바이어 04 레버쿠젠
2022,네덜란드,MF,11,스티븐 베르하위스,Steven BERGHUIS,1991.12.19.,AFC 아약스
2022,네덜란드,MF,14,데이비 클라선,Davy KLAASSEN,1993.02.21.,AFC 아약스
2022,네덜란드,MF,15,마르턴 더론,Marten DE ROON,1991.03.29.,아탈란타 BC
2022,네덜란드,MF,20,퇸 코프메이너르스,Teun KOOPMEINERS,1998.02.28.,아탈란타 BC
2022,네덜란드,MF,21,프렝키 더용,Frenkie DE JONG,1997.05.12.,FC 바르셀로나
2022,네덜란드,MF,24,케네스 테일러,Kenneth TAYLOR,2002.05.16.,AFC 아약스
2022,네덜란드,MF,25,사비 시몬스,Xavi SIMONS,2003.04.21.,PSV 에인트호번
2022,네덜란드,FW,7,스티븐 베르흐베인,Steven BERGWIJN,1997.10.08.,AFC 아약스
2022,네덜란드,FW,8,코디 각포,Cody GAKPO,1999.05.07.,PSV 에인트호번
2022,네덜란드,FW,9,뤽 더용,Luuk DE JONG,1990.08.27.,PSV 에인트호번
2022,네덜란드,FW,10,멤피스 데파이,Memphis DEPAY,1994.02.13.,FC 바르셀로나
2022,네덜란드,FW,12,노아 랑,Noa LANG,1999.06.17.,클뤼프 브뤼허 KV
2022,네덜란드,FW,18,빈센트 얀센,Vincent JANSSEN,1994.06.15.,로열 앤트워프 FC
2022,네덜란드,FW,19,바웃 베호르스트,Wout WEGHORST,1992.08.07.,베식타스 JK
2022,잉글랜드,GK,1,조던 픽포드,Jordan PICKFORD,1994.03.07.,에버튼 FC
2022,잉글랜드,GK,13,닉 포프,Nick POPE,1992.04.19.,뉴캐슬 유나이티드 FC
2022,잉글랜드,GK,23,아론 램스데일,Aaron RAMSDALE,1998.05.14.,아스날 FC
2022,잉글랜드,DF,2,카일 워커,Kyle WALKER,1990.05.28.,맨체스터 시티 FC
2022,잉글랜드,DF,3,루크 쇼,Luke SHAW,1995.07.12.,맨체스터 유나이티드 FC
2022,잉글랜드,DF,5,존 스톤스,John STONES,1994.05.28.,맨체스터 시티 FC
2022,잉글랜드,DF,6,해리 매과이어,Harry MAGUIRE,1993.03.05.,맨체스터 유나이티드 FC
2022,잉글랜드,DF,12,키어런 트리피어,Kieran TRIPPIER,1990.09.19.,뉴캐슬 유나이티드 FC
2022,잉글랜드,DF,15,에릭 다이어,Eric DIER,1994.01.15.,토트넘 홋스퍼 FC
2022,잉글랜드,DF,16,코너 코디,Conor COADY,1993.02.25.,에버튼 FC
2022,잉글랜드,DF,18,트렌트 알렉산더아놀드,Trent ALEXANDER-ARNOLD,1998.10.07.,리버풀 FC
2022,잉글랜드,DF,21,벤 화이트,Ben WHITE,1997.10.08.,아스날 FC
2022,잉글랜드,MF,4,데클란 라이스,Declan RICE,1999.09.14.,웨스트햄 유나이티드 FC
2022,잉글랜드,MF,8,조던 헨더슨,Jordan HENDERSON,1990.06.17.,리버풀 FC
2022,잉글랜드,MF,14,칼빈 필립스,Kalvin PHILLIPS,1995.12.02.,맨체스터 시티 FC
2022,잉글랜드,MF,19,메이슨 마운트,Mason MOUNT,1999.01.10.,첼시 FC
2022,잉글랜드,MF,20,필 포든,Phil FODEN,2000.05.28.,맨체스터 시티 FC
2022,잉글랜드,MF,22,주드 벨링엄,Jude BELLINGHAM,2003.06.29.,보루시아 도르트문트
2022,잉글랜드,MF,25,제임스 매디슨,James MADDISON,1996.11.23.,레스터 시티 FC
2022,잉글랜드,MF,26,코너 갤러거,Conor GALLAGHER,2000.02.06.,첼시 FC
2022,잉글랜드,FW,7,잭 그릴리쉬,Jack GREALISH,1995.09.10.,맨체스터 시티 FC
2022,잉글랜드,FW,9,해리 케인,Harry KANE,1993.07.28.,토트넘 홋스퍼 FC
2022,잉글랜드,FW,10,라힘 스털링,Raheem STERLING,1994.12.08.,첼시 FC
2022,잉글랜드,FW,11,마커스 래시포드,Marcus RASHFORD,1997.10.31.,맨체스터 유나이티드 FC
2022,잉글랜드,FW,17,부카요 사카,Bukayo SAKA,2001.09.05.,아스날 FC
2022,잉글랜드,FW,24,칼럼 윌슨,Callum WILSON,1992.02.27.,뉴캐슬 유나이티드 FC
2022,이란,GK,1,알리레자 베이란반드,Alireza BEIRANVAND,1992.09.21.,페르세폴리스 FC
2022,이란,GK,12,파얌 니아즈만드,Payam NIAZMAND,1995.04.06.,세파한 SC
2022,이란,GK,22,아미르 아베드자데,Amir ABEDZADEH,1993.04.26.,SD 폰페라디나
2022,이란,GK,24,호세인 호세이니,Hossein HOSSEINI,1992.06.30.,에스테그랄 테헤란 FC
2022,이란,DF,2,사데그 모하라미,Sadegh MOHARRAMI,1996.03.01.,GNK 디나모 자그레브
2022,이란,DF,3,에산 하지사피,Ehsan HAJSAFI,1990.02.25.,AEK 아테네 FC
2022,이란,DF,4,쇼자 칼릴자데,Shoja KHALILZADEH,1989.05.14.,알 아흘리 SC
2022,이란,DF,5,밀라드 모함마디,Milad MOHAMMADI,1993.09.29.,AEK 아테네 FC
2022,이란,DF,8,모르테자 푸랄리간지,Morteza POURALIGANJI,1992.04.19.,페르세폴리스 FC
2022,이란,DF,13,호세인 카나니,Hossein KANANI,1994.03.23.,알 아흘리 SC
2022,이란,DF,15,루즈베 체슈미,Roozbeh CHESHMI,1993.06.24.,에스테그랄 테헤란 FC
2022,이란,DF,19,마지드 호세이니,Majid HOSSEINI,1996.06.20.,카이세리스포르
2022,이란,DF,23,라민 레자에이안,Ramin REZAEIAN,1990.03.21.,세파한 SC
2022,이란,DF,25,아볼파즐 잘랄리,Abolfazl JALALI,1998.06.26.,에스테그랄 테헤란 FC
2022,이란,MF,6,사에이드 에자톨라히,Saeid EZATOLAHI,1996.10.01.,바일레 BK
2022,이란,MF,7,알리레자 자한바크시,Alireza JAHANBAKHSH,1993.08.11.,페예노르트 로테르담
2022,이란,MF,11,바히드 아미리,Vahid AMIRI,1988.04.02.,페르세폴리스 FC
2022,이란,MF,14,사만 고도스,Saman GHODDOS,1993.09.06.,브렌트포드 FC
2022,이란,MF,16,메흐디 토라비,Mehdi TORABI,1994.09.10.,페르세폴리스 FC
2022,이란,MF,17,알리 골리자데,Ali GHOLIZADEH,1996.03.10.,로얄 샤를루아 SC
2022,이란,MF,18,알리 카리미,Ali KARIMI,1994.02.11.,카이세리스포르
2022,이란,MF,21,아마드 누롤라히,Ahmad NOUROLLAHI,1993.02.01.,샤바브 알 아흘리 클럽
2022,이란,FW,9,메흐디 타레미,Mehdi TAREMI,1992.07.18.,FC 포르투
2022,이란,FW,10,카림 안사리파드,Karim ANSARIFARD,1990.04.03.,AC 오모니아
2022,이란,FW,20,사르다르 아즈문,Sardar AZMOUN,1995.01.01.,바이어 04 레버쿠젠
2022,미국,GK,1,맷 터너,Matt TURNER,1994.06.24.,아스날 FC
2022,미국,GK,12,이선 호바스,Ethan HORVATH,1995.06.09.,루턴 타운 FC
2022,미국,GK,25,션 존슨,Sean JOHNSON,1989.05.31.,뉴욕 시티 FC
2022,미국,DF,2,세르지뇨 데스트,Sergiño DEST,2000.11.03.,AC 밀란
2022,미국,DF,3,워커 짐머만,Walker ZIMMERMAN,1993.05.19.,내슈빌 SC
2022,미국,DF,5,안토니 로빈슨,Antonee ROBINSON,1997.08.08.,풀럼 FC
2022,미국,DF,13,팀 림,Tim REAM,1987.10.05.,풀럼 FC
2022,미국,DF,15,애런 롱,Aaron LONG,1992.10.12.,뉴욕 레드불스
2022,미국,DF,18,샤켈 무어,Shaq MOORE,1996.11.02.,내슈빌 SC
2022,미국,DF,20,캐머런 카터비커스,Cameron CARTER-VICKERS,1997.12.31.,셀틱 FC
2022,미국,DF,22,디안드레 예들린,DeAndre YEDLIN,1993.07.09.,인터 마이애미 CF
2022,미국,DF,26,조 스컬리,Joe SCALLY,2002.12.31.,보루시아 묀헨글라트바흐
2022,미국,MF,4,타일러 아담스,Tyler ADAMS,1999.02.14.,리즈 유나이티드 FC
2022,미국,MF,6,유누스 무사,Yunus MUSAH,2002.11.29.,발렌시아 CF
