,Nation,이름,소속/국가,나이,Eng_Nation,Name,Age,FS_0,FS_1,FS_2,FS_3,FS_4,FS_5,FS_6,FS_7,FS_8,FS_9,FS_10,FS_11,FS_12,FS_13,FS_14
1042,나이지리아,teremmoffi,Nice,26.0,Nigeria,darekareem,19.0,53.0,55.0,51.0,52.0,49.0,30.0,48.0,55.0,69.0,54.0,52.0,10.33,34.0,10.67,55.0
1043,나이지리아,toluarokodare,Wolverhampton Wanderers,24.0,Nigeria,musaisah,23.0,61.0,68.0,50.0,44.0,59.0,49.0,69.0,49.0,43.0,53.0,70.0,11.33,72.0,58.0,34.0
1044,나이지리아,umarsadiq,Real Sociedad,28.0,Nigeria,victorokohboniface,24.0,81.0,82.0,84.0,78.0,78.0,48.0,65.0,55.0,90.0,91.0,69.0,11.0,67.5,31.67,82.0
1045,나이지리아,victorokohboniface,Werder Bremen,24.0,Nigeria,victorjamesosimhen,26.0,87.0,84.0,80.0,80.0,88.0,62.0,91.0,81.0,91.0,86.0,92.0,9.67,63.0,34.33,88.0
1046,튀니지,victorosimhen,Galatasaray,26.0,Tunisia,ademarous,20.0,59.0,36.0,32.0,49.0,53.0,30.0,62.0,59.0,66.0,47.0,61.0,10.0,33.5,64.67,30.0
1047,튀니지,aymendahmen,CS Sfaxien,28.0,Tunisia,adelbettaieb,28.0,61.0,61.0,61.0,59.0,54.0,50.0,68.0,60.0,66.0,68.0,64.0,13.0,52.5,19.67,60.0
1048,튀니지,bechirbensaid,Espérance,32.0,Tunisia,loueybenfarhat,18.0,64.0,70.0,72.0,60.0,67.0,54.0,84.0,60.0,38.0,64.0,83.0,11.67,64.0,35.33,65.0
1049,튀니지,noureddinefarhati,튀니지,,Tunisia,ademarous,20.0,59.0,36.0,32.0,49.0,53.0,30.0,62.0,59.0,66.0,47.0,61.0,10.0,33.5,64.67,30.0
1050,튀니지,alaaghram,Shakhtar Donetsk,24.0,Tunisia,adelbettaieb,28.0,61.0,61.0,61.0,59.0,54.0,50.0,68.0,60.0,66.0,68.0,64.0,13.0,52.5,19.67,60.0
1051,튀니지,aminebenhamida,Espérance,,Tunisia,ademarous,20.0,59.0,36.0,32.0,49.0,53.0,30.0,62.0,59.0,66.0,47.0,61.0,10.0,33.5,64.67,30.0
1052,튀니지,dylanbronn,Servette,30.0,Tunisia,moutazneffati,20.0,63.0,61.0,60.0,54.0,61.0,62.0,66.0,57.0,57.0,52.0,70.0,12.67,60.5,58.67,56.0
1053,튀니지,montassartalbi,Lorient,27.0,Tunisia,moutazneffati,20.0,63.0,61.0,60.0,54.0,61.0,62.0,66.0,57.0,57.0,52.0,70.0,12.67,60.5,58.67,56.0
1054,튀니지,moutazneffati,IFK Norrköping,,Tunisia,ademarous,20.0,59.0,36.0,32.0,49.0,53.0,30.0,62.0,59.0,66.0,47.0,61.0,10.0,33.5,64.67,30.0
1055,튀니지,yanvalery,Sheffield Wednesday,26.0,Tunisia,ademarous,20.0,59.0,36.0,32.0,49.0,53.0,30.0,62.0,59.0,66.0,47.0,61.0,10.0,33.5,64.67,30.0
1056,튀니지,yassinemeriah,Espérance,32.0,Tunisia,ademarous,20.0,59.0,36.0,32.0,49.0,53.0,30.0,62.0,59.0,66.0,47.0,61.0,10.0,33.5,64.67,30.0
1057,튀니지,aissalaidouni,튀니지,28.0,Tunisia,ademarous,20.0,59.0,36.0,32.0,49.0,53.0,30.0,62.0,59.0,66.0,47.0,61.0,10.0,33.5,64.67,30.0
1058,튀니지,aliabdi,Nice,31.0,Tunisia,ademarous,20.0,59.0,36.0,32.0,49.0,53.0,30.0,62.0,59.0,66.0,47.0,61.0,10.0,33.5,64.67,30.0
1059,튀니지,ferjanisassi,Al-Gharafa,33.0,Tunisia,loueybenfarhat,18.0,64.0,70.0,72.0,60.0,67.0,54.0,84.0,60.0,38.0,64.0,83.0,11.67,64.0,35.33,65.0
1060,튀니지,firasbenlarbi,Sharjah Cultural Club,29.0,Tunisia,ademarous,20.0,59.0,36.0,32.0,49.0,53.0,30.0,62.0,59.0,66.0,47.0,61.0,10.0,33.5,64.67,30.0
1061,튀니지,hadjmahmoud,Lugano,25.0,Tunisia,waeldebbiche,20.0,57.0,58.0,53.0,53.0,47.0,47.0,63.0,61.0,48.0,45.0,58.0,13.67,58.0,58.0,28.0
1062,튀니지,hannibalmejbri,Burnley,22.0,Tunisia,mohammedamincherni,23.0,66.0,55.0,63.0,49.0,64.0,65.0,79.0,86.0,66.0,31.0,70.0,12.67,57.5,61.0,32.0
1063,튀니지,mohamedalibenromdhane,Al Ahly SC,26.0,Tunisia,ademarous,20.0,59.0,36.0,32.0,49.0,53.0,30.0,62.0,59.0,66.0,47.0,61.0,10.0,33.5,64.67,30.0
1064,튀니지,naimsliti,Al-Shamal,33.0,Tunisia,ademarous,20.0,59.0,36.0,32.0,49.0,53.0,30.0,62.0,59.0,66.0,47.0,61.0,10.0,33.5,64.67,30.0
1065,튀니지,amorlayouni,Häcken,32.0,Tunisia,mohamedeliasachouri,26.0,72.0,74.0,76.0,66.0,68.0,67.0,86.0,66.0,58.0,67.0,85.0,14.0,63.0,31.67,64.0
1066,튀니지,eliasachouri,FC København,26.0,Tunisia,eliassaadالياسسعد,25.0,72.0,73.0,79.0,70.0,68.0,64.0,82.0,69.0,59.0,69.0,67.0,10.33,68.0,32.33,72.0
1067,튀니지,eliassaad,Augsburg,25.0,Tunisia,ademarous,20.0,59.0,36.0,32.0,49.0,53.0,30.0,62.0,59.0,66.0,47.0,61.0,10.0,33.5,64.67,30.0
1068,튀니지,firaschaouat,Club Africain,29.0,Tunisia,ademarous,20.0,59.0,36.0,32.0,49.0,53.0,30.0,62.0,59.0,66.0,47.0,61.0,10.0,33.5,64.67,30.0
1069,튀니지,hazemmastouri,Dynamo Makhachkala,28.0,Tunisia,ismaelgharbialvarez,21.0,73.0,79.0,79.0,73.0,66.0,68.0,81.0,70.0,50.0,74.0,75.0,10.0,67.5,40.0,66.0
1070,튀니지,ismaelgharbi,Augsburg,21.0,Tunisia,mohameddrager,29.0,65.0,65.0,64.0,59.0,61.0,65.0,69.0,66.0,56.0,62.0,65.0,10.33,60.5,60.67,61.0
1071,튀니지,mortadhabenouanes,Kasımpaşa,31.0,Tunisia,ademarous,20.0,59.0,36.0,32.0,49.0,53.0,30.0,62.0,59.0,66.0,47.0,61.0,10.0,33.5,64.67,30.0
1072,코스타리카,sebastiantounekti,Celtic,23.0,Costa Rica,carlosandreimoramontoya,24.0,68.0,69.0,68.0,57.0,64.0,66.0,75.0,74.0,64.0,58.0,73.0,8.67,61.0,63.33,63.0
1073,코스타리카,alexandrelezcano,Deportiva San Carlos,,Costa Rica,ginoviviquesada,24.0,59.0,63.0,62.0,60.0,51.0,49.0,74.0,49.0,44.0,56.0,74.0,11.67,56.0,42.67,56.0
1074,코스타리카,keylornavas,Pumas,38.0,Costa Rica,patrickgilmarsequeiramejias,26.0,71.0,11.0,5.0,42.0,65.0,23.0,38.0,25.0,60.0,52.0,30.0,70.67,29.0,11.67,6.0
1075,코스타리카,patricksequeira,Casa Pia AC,26.0,Costa Rica,ginoviviquesada,24.0,59.0,63.0,62.0,60.0,51.0,49.0,74.0,49.0,44.0,56.0,74.0,11.67,56.0,42.67,56.0
1076,코스타리카,alexisgamboa,LD Alajuelense,26.0,Costa Rica,carlosandreimoramontoya,24.0,68.0,69.0,68.0,57.0,64.0,66.0,75.0,74.0,64.0,58.0,73.0,8.67,61.0,63.33,63.0
1077,코스타리카,carlosmora,Universitatea Craiova,24.0,Costa Rica,franciscojaviercalvoquesada,32.0,68.0,62.0,64.0,61.0,66.0,59.0,63.0,77.0,74.0,55.0,63.0,8.67,64.0,66.0,41.0
1078,코스타리카,franciscocalvo,Al-Ettifaq,33.0,Costa Rica,ginoviviquesada,24.0,59.0,63.0,62.0,60.0,51.0,49.0,74.0,49.0,44.0,56.0,74.0,11.67,56.0,42.67,56.0
1079,코스타리카,josephmora,Deportivo Saprissa,32.0,Costa Rica,ginoviviquesada,24.0,59.0,63.0,62.0,60.0,51.0,49.0,74.0,49.0,44.0,56.0,74.0,11.67,56.0,42.67,56.0
1080,코스타리카,juanpablovargas,Millonarios,30.0,Costa Rica,juliocesarcascantesolorzano,31.0,67.0,59.0,53.0,57.0,65.0,21.0,56.0,57.0,77.0,40.0,58.0,6.0,62.0,64.67,45.0
1081,코스타리카,juliocascante,Austin FC,31.0,Costa Rica,ginoviviquesada,24.0,59.0,63.0,62.0,60.0,51.0,49.0,74.0,49.0,44.0,56.0,74.0,11.67,56.0,42.67,56.0
1082,코스타리카,kenaymyrie,Deportivo Saprissa,,Costa Rica,brandonaguilerazamora,22.0,69.0,70.0,72.0,59.0,66.0,61.0,69.0,71.0,68.0,74.0,72.0,9.0,70.5,57.33,57.0
1083,코스타리카,santiagovanderputten,LD Alajuelense,,Costa Rica,ginoviviquesada,24.0,59.0,63.0,62.0,60.0,51.0,49.0,74.0,49.0,44.0,56.0,74.0,11.67,56.0,42.67,56.0
1084,코스타리카,alejandrobran,LD Alajuelense,24.0,Costa Rica,arieldaniellassiteracuna,30.0,66.0,65.0,66.0,60.0,60.0,60.0,81.0,74.0,59.0,71.0,81.0,10.0,53.5,35.33,64.0
1085,코스타리카,ariellassiter,Portland Timbers,31.0,Costa Rica,brandonaguilerazamora,22.0,69.0,70.0,72.0,59.0,66.0,61.0,69.0,71.0,68.0,74.0,72.0,9.0,70.5,57.33,57.0
1086,코스타리카,brandonaguilera,Rio Ave,22.0,Costa Rica,ginoviviquesada,24.0,59.0,63.0,62.0,60.0,51.0,49.0,74.0,49.0,44.0,56.0,74.0,11.67,56.0,42.67,56.0
1087,코스타리카,creichelperez,LD Alajuelense,,Costa Rica,ginoviviquesada,24.0,59.0,63.0,62.0,60.0,51.0,49.0,74.0,49.0,44.0,56.0,74.0,11.67,56.0,42.67,56.0
1088,코스타리카,orlandogalo,Riga FC,25.0,Costa Rica,ginoviviquesada,24.0,59.0,63.0,62.0,60.0,51.0,49.0,74.0,49.0,44.0,56.0,74.0,11.67,56.0,42.67,56.0
1089,코스타리카,sebastianacuna,Deportivo Saprissa,,Costa Rica,adrianalonsomartinezbatista,26.0,70.0,74.0,70.0,68.0,70.0,64.0,81.0,65.0,64.0,78.0,80.0,10.0,62.0,27.33,78.0
1090,코스타리카,alonsomartinez,New York City FC,26.0,Costa Rica,ginoviviquesada,24.0,59.0,63.0,62.0,60.0,51.0,49.0,74.0,49.0,44.0,56.0,74.0,11.67,56.0,42.67,56.0
1091,코스타리카,andyrojas,New York Red Bulls,19.0,Costa Rica,ginoviviquesada,24.0,59.0,63.0,62.0,60.0,51.0,49.0,74.0,49.0,44.0,56.0,74.0,11.67,56.0,42.67,56.0
1092,코스타리카,anthonycontreras,Riga FC,25.0,Costa Rica,josimarangeloalcocermccook,20.0,67.0,71.0,75.0,47.0,47.0,66.0,75.0,65.0,60.0,60.0,70.0,10.0,59.5,24.0,66.0
1093,코스타리카,josimaralcocer,Westerlo,21.0,Costa Rica,ginoviviquesada,24.0,59.0,63.0,62.0,60.0,51.0,49.0,74.0,49.0,44.0,56.0,74.0,11.67,56.0,42.67,56.0
1094,코스타리카,kennethvargas,Hearts,23.0,Costa Rica,ginoviviquesada,24.0,59.0,63.0,62.0,60.0,51.0,49.0,74.0,49.0,44.0,56.0,74.0,11.67,56.0,42.67,56.0
1095,슬로베니아,manfredugalde,Spartak Moscow,23.0,Slovenia,igorvekic,27.0,67.0,15.0,11.0,33.0,61.0,14.0,26.0,35.0,60.0,51.0,37.0,66.0,33.5,13.0,15.0
1096,슬로베니아,igorvekic,Vejle Boldklub,27.0,Slovenia,janoblak,32.0,88.0,30.0,12.0,68.0,85.0,13.0,42.0,42.0,78.0,59.0,53.0,86.0,41.5,19.67,11.0
1097,슬로베니아,janoblak,Atletico Madrid,32.0,Slovenia,martinturk,21.0,64.0,14.0,13.0,33.0,54.0,12.0,40.0,30.0,55.0,43.0,34.0,66.67,23.5,11.0,7.0
1098,슬로베니아,martinturk,Estoril,22.0,Slovenia,davidbrekalo,26.0,70.0,64.0,61.0,69.0,65.0,56.0,74.0,83.0,85.0,35.0,73.0,12.33,61.0,68.67,25.0
1099,슬로베니아,davidbrekalo,Orlando City,26.0,Slovenia,zecdavid,25.0,71.0,59.0,56.0,65.0,68.0,37.0,56.0,68.0,78.0,51.0,73.0,12.0,60.0,68.0,33.0
1100,슬로베니아,zecdavid,Holstein Kiel,25.0,Slovenia,erikjanza,32.0,69.0,67.0,61.0,61.0,62.0,68.0,60.0,81.0,60.0,62.0,64.0,8.67,64.5,68.33,40.0
1101,슬로베니아,erikjanza,Górnik Zabrze,32.0,Slovenia,jakabijol,26.0,77.0,67.0,60.0,70.0,74.0,50.0,63.0,79.0,81.0,71.0,64.0,12.0,74.5,76.0,57.0
1102,슬로베니아,jakabijol,Leeds United,26.0,Slovenia,jurebalkovec,30.0,71.0,68.0,65.0,68.0,66.0,74.0,66.0,70.0,75.0,81.0,66.0,11.0,68.5,71.33,40.0
1103,슬로베니아,jurebalkovec,Fatih Karagümrük,31.0,Slovenia,aljazivacic,31.0,67.0,12.0,11.0,27.0,63.0,13.0,37.0,34.0,64.0,47.0,41.0,67.67,18.5,9.0,9.0
1104,슬로베니아,vanjadrkusic,Zenit St. Petersburg,25.0,Slovenia,zanvipotnik,23.0,68.0,67.0,66.0,69.0,64.0,53.0,64.0,71.0,74.0,68.0,61.0,10.33,53.0,18.67,71.0
1105,슬로베니아,zankarnicnik,NK Celje,31.0,Slovenia,adamgnezdacerin,25.0,74.0,79.0,71.0,70.0,74.0,67.0,74.0,83.0,66.0,65.0,72.0,12.0,75.0,65.0,64.0
1106,슬로베니아,adamgnezdacerin,Panathinaikos,26.0,Slovenia,adrianzeljkovic,22.0,65.0,65.0,60.0,53.0,67.0,34.0,58.0,65.0,76.0,42.0,58.0,10.0,65.0,61.67,51.0
1107,슬로베니아,adrianzeljkovic,Viktoria Plzen,23.0,Slovenia,adrianzeljkovic,22.0,65.0,65.0,60.0,53.0,67.0,34.0,58.0,65.0,76.0,42.0,58.0,10.0,65.0,61.67,51.0
1108,슬로베니아,dejanpetrovic,Rijeka,27.0,Slovenia,janmlakar,26.0,67.0,67.0,67.0,60.0,65.0,55.0,78.0,71.0,71.0,70.0,76.0,10.0,60.5,31.67,66.0
1109,슬로베니아,janmlakar,Amiens,26.0,Slovenia,jongorencstankovic,29.0,74.0,72.0,64.0,76.0,70.0,41.0,41.0,84.0,84.0,59.0,37.0,8.0,67.0,75.33,44.0
1110,슬로베니아,jongorencstankovic,Sturm Graz,29.0,Slovenia,petarstojanovic,29.0,69.0,66.0,63.0,60.0,62.0,65.0,76.0,83.0,58.0,68.0,77.0,8.33,62.5,63.33,41.0
1111,슬로베니아,petarstojanovic,Legia Warszawa,29.0,Slovenia,sandilovric,27.0,75.0,76.0,74.0,72.0,76.0,66.0,62.0,75.0,61.0,69.0,62.0,10.33,77.5,70.67,67.0
1112,슬로베니아,sandilovric,Udinese,27.0,Slovenia,svitseslar,23.0,63.0,64.0,62.0,54.0,60.0,54.0,76.0,76.0,61.0,63.0,68.0,12.67,70.5,55.0,48.0
1113,슬로베니아,svitseslar,Eyüpspor,23.0,Slovenia,tamarsvetlin,23.0,67.0,68.0,67.0,57.0,67.0,57.0,73.0,68.0,53.0,63.0,70.0,10.33,66.5,47.33,64.0
1114,슬로베니아,tamarsvetlin,Korona Kielce,24.0,Slovenia,marcelratnik,21.0,59.0,49.0,27.0,40.0,48.0,22.0,59.0,57.0,74.0,36.0,62.0,9.0,45.0,58.33,21.0
1115,슬로베니아,timielsnik,FK Crvena Zvezda,27.0,Slovenia,tomihorvat,26.0,73.0,75.0,77.0,70.0,73.0,72.0,72.0,79.0,68.0,70.0,77.0,12.67,73.0,52.0,70.0
1116,슬로베니아,tomihorvat,Sturm Graz,26.0,Slovenia,aljazcasar,24.0,66.0,68.0,65.0,63.0,66.0,53.0,54.0,76.0,82.0,65.0,60.0,8.33,65.5,63.0,51.0
1117,슬로베니아,andrazsporar,Slovan Bratislava,31.0,Slovenia,benjaminsesko,22.0,80.0,81.0,79.0,77.0,73.0,56.0,79.0,84.0,83.0,85.0,87.0,10.0,66.5,40.67,81.0
1118,슬로베니아,benjaminsesko,Manchester United,22.0,Slovenia,zancelar,26.0,69.0,67.0,66.0,66.0,65.0,53.0,76.0,74.0,77.0,73.0,73.0,10.33,59.5,22.33,70.0
1119,슬로베니아,danijelsturm,NK Celje,26.0,Slovenia,zanvipotnik,23.0,68.0,67.0,66.0,69.0,64.0,53.0,64.0,71.0,74.0,68.0,61.0,10.33,53.0,18.67,71.0
1120,카메룬,zanvipotnik,Swansea City,23.0,Cameroon,andreonana,29.0,80.0,40.0,26.0,65.0,76.0,15.0,62.0,40.0,78.0,64.0,60.0,80.33,57.5,14.67,12.0
1121,카메룬,andreonana,Trabzonspor,29.0,Cameroon,simonbradyngapandouetnbu,22.0,66.0,19.0,13.0,28.0,47.0,21.0,28.0,26.0,55.0,47.0,15.0,68.67,23.0,17.0,7.0
1122,카메룬,simonngapandouetnbu,Montpellier,22.0,Cameroon,nouhoutolo,28.0,71.0,59.0,58.0,61.0,67.0,60.0,84.0,83.0,76.0,54.0,84.0,9.33,53.5,70.0,28.0
1123,카메룬,simonomossola,AS Vita Club,,Cameroon,christnkamaafalna,27.0,67.0,64.0,62.0,59.0,64.0,57.0,80.0,84.0,70.0,64.0,83.0,9.67,62.5,45.67,61.0
1124,카메룬,christopherwooh,Spartak Moscow,24.0,Cameroon,briceambina,23.0,67.0,66.0,60.0,63.0,64.0,46.0,70.0,77.0,65.0,62.0,67.0,8.33,66.5,63.33,49.0
1125,카메룬,faicollins,카메룬,33.0,Cameroon,daneldongmo,24.0,58.0,60.0,58.0,44.0,52.0,52.0,64.0,65.0,54.0,63.0,68.0,10.0,62.5,50.0,54.0
1126,카메룬,flavienboyomo,Osasuna,23.0,Cameroon,martinndzie,22.0,68.0,69.0,64.0,61.0,61.0,45.0,80.0,66.0,73.0,55.0,69.0,10.67,66.0,68.0,52.0
1127,카메룬,guymarcelinkilama,Hatayspor,26.0,Cameroon,jeanclaudengandombende,25.0,64.0,69.0,75.0,71.0,59.0,54.0,78.0,64.0,63.0,55.0,70.0,11.0,66.0,54.67,50.0
1128,카메룬,jeancharlescastelletto,Al-Duhail SC,30.0,Cameroon,briceambina,23.0,67.0,66.0,60.0,63.0,64.0,46.0,70.0,77.0,65.0,62.0,67.0,8.33,66.5,63.33,49.0
1129,카메룬,joyskimdawa,FCSB,29.0,Cameroon,malcombokelemputu,25.0,68.0,56.0,52.0,62.0,59.0,64.0,69.0,63.0,72.0,51.0,74.0,11.67,58.5,69.0,49.0
1130,카메룬,malcombokelemputu,Göztepe,25.0,Cameroon,michaelngadeungadjui,34.0,73.0,58.0,50.0,60.0,65.0,42.0,51.0,73.0,91.0,63.0,71.0,7.0,72.5,71.33,34.0
1131,카메룬,michaelngadeungadjui,Beijing Guoan,34.0,Cameroon,nouhoutolo,28.0,71.0,59.0,58.0,61.0,67.0,60.0,84.0,83.0,76.0,54.0,84.0,9.33,53.5,70.0,28.0
1132,카메룬,nouhoutolo,Seattle Sounders FC,28.0,Cameroon,andrefrankzamboanguissa,29.0,82.0,82.0,79.0,80.0,84.0,62.0,74.0,89.0,82.0,75.0,76.0,10.0,81.5,77.67,76.0
1133,카메룬,andrefrankzamboanguissa,Napoli,29.0,Cameroon,arthuravomebong,20.0,71.0,78.0,72.0,71.0,66.0,59.0,71.0,81.0,63.0,58.0,69.0,12.33,71.5,66.0,52.0
1134,카메룬,arthuravom,Lorient,20.0,Cameroon,andreonana,29.0,80.0,40.0,26.0,65.0,76.0,15.0,62.0,40.0,78.0,64.0,60.0,80.33,57.5,14.67,12.0
1135,카메룬,carlosbaleba,Brighton & Hove Albion,21.0,Cameroon,daneldongmo,24.0,58.0,60.0,58.0,44.0,52.0,52.0,64.0,65.0,54.0,63.0,68.0,10.0,62.5,50.0,54.0
1136,카메룬,dannynamaso,Auxerre,25.0,Cameroon,jacksontchatchoua,24.0,74.0,73.0,76.0,64.0,65.0,75.0,87.0,88.0,73.0,67.0,91.0,8.67,62.0,67.67,56.0
1137,카메룬,jacksontchatchoua,Wolverhampton Wanderers,24.0,Cameroon,nouhoutolo,28.0,71.0,59.0,58.0,61.0,67.0,60.0,84.0,83.0,76.0,54.0,84.0,9.33,53.5,70.0,28.0
1138,카메룬,jameseto'o,CSKA Sofia,24.0,Cameroon,mahamadouaboubakarnagida,20.0,66.0,66.0,67.0,52.0,64.0,61.0,75.0,62.0,51.0,61.0,78.0,11.67,56.0,64.0,38.0
1139,카메룬,mahamadounagida,Rennes,20.0,Cameroon,martinhonglaymaii,27.0,71.0,74.0,74.0,70.0,65.0,63.0,75.0,82.0,77.0,74.0,73.0,11.67,72.5,69.67,64.0
1140,카메룬,martinhongla,Granada,27.0,Cameroon,martinndzie,22.0,68.0,69.0,64.0,61.0,61.0,45.0,80.0,66.0,73.0,55.0,69.0,10.67,66.0,68.0,52.0
1141,카메룬,martinndzie,Rapid Wien,22.0,Cameroon,wilittyyounoussa,23.0,67.0,71.0,67.0,65.0,67.0,40.0,75.0,88.0,42.0,68.0,74.0,11.0,68.5,67.0,42.0
1142,카메룬,wilittyyounoussa,Rodez,24.0,Cameroon,yvanneyounoupa,28.0,75.0,78.0,78.0,75.0,72.0,67.0,56.0,78.0,64.0,64.0,67.0,12.33,75.5,73.67,64.0
1143,카메룬,yvanneyounoupa,Getafe,28.0,Cameroon,briceambina,23.0,67.0,66.0,60.0,63.0,64.0,46.0,70.0,77.0,65.0,62.0,67.0,8.33,66.5,63.33,49.0
1144,카메룬,bryanmbeumo,Manchester United,26.0,Cameroon,christianmougangbassogog,29.0,70.0,70.0,73.0,65.0,68.0,56.0,91.0,82.0,76.0,74.0,90.0,8.33,56.5,37.67,66.0
1145,카메룬,christianbassogog,Al Akhdoud,29.0,Cameroon,jeanericmaximchoupomoting,36.0,75.0,77.0,79.0,75.0,73.0,67.0,45.0,55.0,81.0,78.0,72.0,10.33,67.5,29.0,75.0
1146,카메룬,ericmaximchoupomoting,New York Red Bulls,36.0,Cameroon,frankmariomagri,25.0,72.0,75.0,73.0,66.0,65.0,52.0,78.0,72.0,69.0,73.0,77.0,11.0,58.0,16.67,74.0
1147,카메룬,frankmagri,Toulouse,26.0,Cameroon,gaelbellaondoua,29.0,67.0,62.0,60.0,58.0,64.0,60.0,70.0,80.0,74.0,64.0,65.0,9.0,67.5,63.67,48.0
1148,카메룬,georgeskevinn'koudou,Al-Diraiyah,30.0,Cameroon,ignatiuskpeneganago,26.0,72.0,74.0,74.0,70.0,67.0,62.0,79.0,56.0,75.0,79.0,80.0,10.0,60.5,23.33,71.0
1149,카메룬,ignatiusganago,New England Revolution,26.0,Cameroon,nathanngoumouminpole,25.0,72.0,72.0,73.0,67.0,69.0,64.0,83.0,70.0,67.0,77.0,94.0,10.67,63.5,35.33,69.0
1150,카메룬,nathann'goumou,Borussia Mönchengladbach,25.0,Cameroon,daneldongmo,24.0,58.0,60.0,58.0,44.0,52.0,52.0,64.0,65.0,54.0,63.0,68.0,10.0,62.5,50.0,54.0
1151,카메룬,nicolasngamaleu,Dinamo Moscow,31.0,Cameroon,daneldongmo,24.0,58.0,60.0,58.0,44.0,52.0,52.0,64.0,65.0,54.0,63.0,68.0,10.0,62.5,50.0,54.0
1152,카메룬,patricksoko,Almeria,27.0,Cameroon,briceambina,23.0,67.0,66.0,60.0,63.0,64.0,46.0,70.0,77.0,65.0,62.0,67.0,8.33,66.5,63.33,49.0
1153,카타르,vincentaboubakar,Hatayspor,33.0,Qatar,karimboudiafكريمبوضياف,34.0,71.0,74.0,69.0,72.0,69.0,65.0,50.0,77.0,78.0,69.0,50.0,12.0,74.5,66.33,60.0
1154,카타르,mahmudabunada,Al-Arabi,,Qatar,guilhermedossantostorres,34.0,77.0,75.0,68.0,74.0,76.0,62.0,71.0,79.0,76.0,82.0,68.0,10.33,76.0,73.0,58.0
1155,카타르,meshaalbarsham,Al-Sadd,27.0,Qatar,boualemkhoukhiبوعلامخوخي,34.0,71.0,61.0,48.0,68.0,66.0,39.0,56.0,77.0,79.0,77.0,63.0,10.0,65.0,70.67,49.0
1156,카타르,salahzakaria,Al-Duhail SC,,Qatar,karimboudiafكريمبوضياف,34.0,71.0,74.0,69.0,72.0,69.0,65.0,50.0,77.0,78.0,69.0,50.0,12.0,74.5,66.33,60.0
1157,카타르,abdullahyousif,카타르,,Qatar,ahmedsuhailalhamawendeاحمدسهيل,26.0,61.0,50.0,47.0,49.0,55.0,45.0,69.0,70.0,74.0,68.0,68.0,9.67,53.5,59.0,29.0
1158,카타르,ahmedsuhail,Al-Sadd,,Qatar,karimboudiafكريمبوضياف,34.0,71.0,74.0,69.0,72.0,69.0,65.0,50.0,77.0,78.0,69.0,50.0,12.0,74.5,66.33,60.0
1159,카타르,almahdialimukhtar,카타르,33.0,Qatar,guilhermedossantostorres,34.0,77.0,75.0,68.0,74.0,76.0,62.0,71.0,79.0,76.0,82.0,68.0,10.33,76.0,73.0,58.0
1160,카타르,bassamalrawi,Al-Duhail SC,27.0,Qatar,boualemkhoukhiبوعلامخوخي,34.0,71.0,61.0,48.0,68.0,66.0,39.0,56.0,77.0,79.0,77.0,63.0,10.0,65.0,70.67,49.0
1161,카타르,boualemkhoukhi,Al-Sadd,35.0,Qatar,boualemkhoukhiبوعلامخوخي,34.0,71.0,61.0,48.0,68.0,66.0,39.0,56.0,77.0,79.0,77.0,63.0,10.0,65.0,70.67,49.0
1162,카타르,homamelamin,Al-Duhail SC,26.0,Qatar,pedromiguelcarvalhodeuscorreia,34.0,68.0,64.0,60.0,62.0,59.0,64.0,72.0,82.0,77.0,45.0,74.0,9.0,62.0,65.33,35.0
1163,카타르,pedromiguel,Al-Sadd,35.0,Qatar,guilhermedossantostorres,34.0,77.0,75.0,68.0,74.0,76.0,62.0,71.0,79.0,76.0,82.0,68.0,10.33,76.0,73.0,58.0
1164,카타르,sultanalbrake,Al-Duhail SC,29.0,Qatar,karimboudiafكريمبوضياف,34.0,71.0,74.0,69.0,72.0,69.0,65.0,50.0,77.0,78.0,69.0,50.0,12.0,74.5,66.33,60.0
1165,카타르,tareksalman,Al-Sadd,27.0,Qatar,karimboudiafكريمبوضياف,34.0,71.0,74.0,69.0,72.0,69.0,65.0,50.0,77.0,78.0,69.0,50.0,12.0,74.5,66.33,60.0
1166,카타르,abdulazizhatem,Al-Rayyan,34.0,Qatar,guilhermedossantostorres,34.0,77.0,75.0,68.0,74.0,76.0,62.0,71.0,79.0,76.0,82.0,68.0,10.33,76.0,73.0,58.0
1167,카타르,ahmedfathi,Al-Arabi,32.0,Qatar,karimboudiafكريمبوضياف,34.0,71.0,74.0,69.0,72.0,69.0,65.0,50.0,77.0,78.0,69.0,50.0,12.0,74.5,66.33,60.0
1168,카타르,assimmadibo,카타르,28.0,Qatar,guilhermedossantostorres,34.0,77.0,75.0,68.0,74.0,76.0,62.0,71.0,79.0,76.0,82.0,68.0,10.33,76.0,73.0,58.0
1169,카타르,guilherme,Al-Sadd,34.0,Qatar,abdelkarimhassanalhajfadlalla,31.0,70.0,67.0,65.0,66.0,59.0,71.0,68.0,82.0,81.0,86.0,79.0,8.67,65.0,66.0,57.0
1170,카타르,hassanalhaidos,Al-Sadd,34.0,Qatar,guilhermedossantostorres,34.0,77.0,75.0,68.0,74.0,76.0,62.0,71.0,79.0,76.0,82.0,68.0,10.33,76.0,73.0,58.0
