,Nation,Eng_Nation,Name,Club,Position,Age,FS_0,FS_1,FS_2,FS_3,FS_4,FS_5,FS_6,FS_7,FS_8,FS_9,FS_10,FS_11,FS_12,FS_13,FS_14,Position_Class
523,슬로베니아,Slovenia,Sandi Lovrić,Udinese,CM,27,75,76,74,72,76,66,62,75,61,69,62,10.33,77.5,70.67,67,MF
524,슬로베니아,Slovenia,Jon Gorenc Stankovič,SK Sturm Graz,CDM,29,74,72,64,76,70,41,41,84,84,59,37,8.0,67.0,75.33,44,MF
525,슬로베니아,Slovenia,Adam Gnezda Čerin,Panathinaikos FC,CM,25,74,79,71,70,74,67,74,83,66,65,72,12.0,75.0,65.0,64,MF
526,슬로베니아,Slovenia,Tomi Horvat,SK Sturm Graz,CM,26,73,75,77,70,73,72,72,79,68,70,77,12.67,73.0,52.0,70,MF
527,슬로베니아,Slovenia,Miha Zajc,Dinamo Zagreb,CM,31,72,74,72,72,67,72,64,76,61,75,60,10.0,74.5,63.33,68,MF
528,슬로베니아,Slovenia,David Tijanič,Al-Najma SC,CAM,27,71,73,74,57,62,65,82,73,64,73,73,9.0,70.5,46.33,68,MF
529,슬로베니아,Slovenia,Leo Štulac,Reggiana,CDM,30,68,72,67,67,62,65,69,67,58,71,68,13.67,71.5,63.0,52,MF
530,슬로베니아,Slovenia,Benjamin Šeško,Manchester United,ST,22,80,81,79,77,73,56,79,84,83,85,87,10.0,66.5,40.67,81,FW
531,슬로베니아,Slovenia,Andrés Vombergar,San Lorenzo de Almagro,ST,30,74,70,68,57,70,53,76,71,86,75,85,13.33,63.5,28.33,76,FW
532,슬로베니아,Slovenia,Žan Celar,Fortuna Düsseldorf,ST,26,69,67,66,66,65,53,76,74,77,73,73,10.33,59.5,22.33,70,FW
533,슬로베니아,Slovenia,Nik Prelec,Oxford United,ST,24,69,70,64,59,62,46,62,62,82,71,72,8.0,60.0,30.33,71,FW
534,슬로베니아,Slovenia,Blaž Kramer,Al Akhdoud Saudi Club,ST,29,68,65,62,63,58,45,71,41,84,72,75,12.67,55.5,31.0,70,FW
535,슬로베니아,Slovenia,Žan Vipotnik,Swansea City,ST,23,68,67,66,69,64,53,64,71,74,68,61,10.33,53.0,18.67,71,FW
536,아르헨티나,Argentina,Damián Emiliano Martínez Romero,Aston Villa,GK,32,85,43,24,69,81,22,55,40,78,62,57,84.33,60.0,21.67,16,GK
537,아르헨티나,Argentina,Gerónimo Rulli,Olympique de Marseille,GK,33,82,15,14,61,79,12,56,42,73,60,52,82.0,43.0,15.0,15,GK
538,아르헨티나,Argentina,Paulo Dino Gazzaniga Farias,Girona FC,GK,33,79,31,20,61,77,23,57,42,55,61,56,78.33,50.5,19.33,12,GK
539,아르헨티나,Argentina,Nicolás Hernán Gonzalo Otamendi,SL Benfica,CB,37,82,67,56,79,80,52,54,87,81,69,64,11.67,73.0,82.33,54,DF
540,아르헨티나,Argentina,Cristian Gabriel Romero,Tottenham Hotspur,CB,27,82,67,60,79,81,42,63,69,83,64,68,9.67,73.0,84.0,48,DF
541,아르헨티나,Argentina,Lisandro Martínez,Manchester United,CB,27,81,77,74,79,80,72,70,73,77,73,65,9.33,77.5,82.0,52,DF
542,아르헨티나,Argentina,Leonardo Julián Balerdi Rossa,Olympique de Marseille,CB,26,81,77,66,76,75,42,69,69,81,64,83,11.67,79.0,81.67,34,DF
543,아르헨티나,Argentina,Facundo Axel Medina,Olympique de Marseille,CB,26,79,76,71,79,80,64,67,78,81,45,79,13.0,77.5,79.67,44,DF
544,아르헨티나,Argentina,Juan Marcos Foyth,Villarreal CF,CB,27,79,75,69,68,78,73,67,68,77,56,68,10.33,74.0,80.0,43,DF
545,아르헨티나,Argentina,Nahuel Molina Lucero,Atlético Madrid,RB,27,79,76,75,74,76,78,79,85,63,70,84,9.0,72.5,76.0,67,DF
546,아르헨티나,Argentina,Marcos Nicolás Senesi Barón,AFC Bournemouth,CB,28,78,75,73,76,76,63,62,63,78,55,51,8.33,78.5,79.0,32,DF
547,아르헨티나,Argentina,Marcos Javier Acuña,River Plate,LB,33,78,82,81,77,77,84,79,80,81,74,74,11.67,73.5,70.67,63,DF
548,아르헨티나,Argentina,Alexis Mac Allister,Liverpool,CM,26,87,86,84,86,89,79,68,87,69,88,64,10.67,87.5,78.33,79,MF
549,아르헨티나,Argentina,Paulo Bruno Exequiel Dybala,Roma,CAM,31,86,88,87,89,86,82,84,76,63,84,76,6.0,81.5,37.67,85,MF
550,아르헨티나,Argentina,Exequiel Alejandro Palacios,Bayer 04 Leverkusen,CM,26,84,84,82,83,85,70,72,68,67,81,53,8.33,85.0,81.33,74,MF
551,아르헨티나,Argentina,Rodrigo Javier de Paul,Inter Miami,CM,31,84,85,84,81,81,78,74,88,79,82,76,11.33,84.5,77.0,75,MF
552,아르헨티나,Argentina,Enzo Jeremías Fernández,Chelsea,CM,24,84,85,80,82,86,79,68,85,67,82,68,8.67,88.5,73.0,72,MF
553,아르헨티나,Argentina,Giovani Lo Celso,Real Betis Balompié,CAM,29,82,85,85,82,80,81,67,67,69,83,68,13.0,82.0,68.33,82,MF
554,아르헨티나,Argentina,Giuliano Simeone Baldini,Atlético Madrid,RM,22,81,78,82,77,79,76,92,84,79,76,91,11.33,71.5,41.33,76,MF
555,아르헨티나,Argentina,Thiago Ezequiel Almada,Atlético Madrid,CAM,24,79,83,82,80,74,74,86,69,50,78,74,10.0,77.0,50.67,70,MF
556,아르헨티나,Argentina,Lautaro Javier Martínez,Inter,ST,27,88,84,81,88,92,68,83,86,80,87,80,10.67,75.0,46.67,93,FW
557,아르헨티나,Argentina,Julián Álvarez,Atlético Madrid,ST,25,87,88,87,86,88,77,86,85,72,88,85,9.0,80.5,53.67,88,FW
558,아르헨티나,Argentina,Lionel Andrés Messi Cuccitini,Inter Miami,RW,38,86,94,89,92,80,80,84,70,68,84,73,9.33,84.5,26.33,84,FW
559,아르헨티나,Argentina,Ángel Fabián Di María Hernández,Rosario Central,RW,37,82,89,85,84,76,81,72,65,57,82,73,11.0,83.0,42.0,76,FW
560,아르헨티나,Argentina,Mauro Emanuel Icardi Rivero,Galatasaray SK,ST,32,81,81,72,85,82,51,65,71,76,84,68,9.67,74.0,32.33,86,FW
561,아르헨티나,Argentina,Valentín Mariano José Castellanos Giménez,Lazio,ST,26,80,83,82,81,79,58,78,85,65,79,73,11.67,72.5,40.67,84,FW
562,알제리,Algeria,Rayan Aït Nouriريان آيت نوري,Manchester City,LB,24,81,84,87,80,80,80,85,80,65,61,84,13.67,75.5,78.33,50,DF
563,알제리,Algeria,Ramy Bensebainiرامي بن سبعيني,Borussia Dortmund,LB,30,79,82,78,74,75,73,72,77,78,70,73,9.0,72.0,80.0,72,DF
564,알제리,Algeria,Aïssa Mandiعيسى ماندي,Lille OSC,CB,33,75,71,64,74,75,69,59,60,78,52,55,13.0,75.5,74.67,41,DF
565,알제리,Algeria,Abdelkader Bedraneعبد القادر بدران,Damac FC,CB,33,72,64,46,63,68,42,51,77,80,49,67,13.0,71.5,71.33,24,DF
566,알제리,Algeria,Mehdi Emile Dorval,SSC Bari,LB,24,71,70,67,54,68,66,75,89,59,50,84,11.33,66.0,66.33,53,DF
567,알제리,Algeria,Ahmed Toubaأحمد توبة,Panathinaikos FC,CB,27,70,66,59,59,64,58,64,77,85,56,75,9.33,67.5,70.33,48,DF
568,알제리,Algeria,Jaouen Hadjamجوين حجام,BSC Young Boys,LB,22,69,67,71,62,60,61,77,74,74,61,80,8.33,57.0,69.0,52,DF
569,알제리,Algeria,Sohaib Naïr,En Avant Guingamp,CB,23,68,60,51,55,62,38,64,67,75,35,65,9.0,60.0,68.0,29,DF
570,알제리,Algeria,Yasser Larouciياسر لعروسي,ESTAC Troyes,LB,24,68,69,72,63,67,66,71,71,61,52,70,8.0,58.5,65.33,45,DF
571,알제리,Algeria,Riyad Mahrezرياض محرز,Al Ahli SFC,RM,34,84,89,87,81,81,81,81,79,60,82,76,10.67,78.0,33.67,80,MF
572,알제리,Algeria,Ismaël Bennacerاسماعيل بن ناصر,Dinamo Zagreb,CDM,27,80,82,83,83,80,78,79,78,69,82,73,13.33,83.0,77.33,67,MF
573,알제리,Algeria,Adem Zorganeآدم زورجان,Union Saint-Gilloise,CDM,25,78,78,75,77,76,76,59,90,83,79,49,11.67,79.0,71.0,67,MF
574,알제리,Algeria,Houssem Aouarحسام عوار,Al Ittihad,CAM,27,77,81,84,76,76,65,68,66,62,69,64,10.33,77.5,62.67,73,MF
575,알제리,Algeria,Nabil Bentalebنبيل بن طالب,Lille OSC,CDM,30,77,82,80,80,74,65,51,64,76,83,50,11.0,81.0,70.67,65,MF
576,알제리,Algeria,Hicham Boudaouiهشام بوداوي,OGC Nice,CM,25,77,78,77,75,77,68,74,93,67,70,73,9.33,76.5,74.33,68,MF
577,알제리,Algeria,Himad Abdelliحيماد عبدلي,Angers SCO,CAM,25,76,80,82,80,74,73,66,79,73,73,57,11.33,76.0,57.0,67,MF
578,알제리,Algeria,Ilan Kais Kebbal,Paris FC,RM,26,76,77,79,76,70,71,83,83,40,68,71,10.33,71.5,24.33,72,MF
579,알제리,Algeria,Mohamed El Amine Amouraمحمد الأمين عمورة,VfL Wolfsburg,ST,25,80,86,85,79,83,63,94,86,45,78,87,9.0,71.5,48.67,83,FW
580,알제리,Algeria,Amine Ferid Gouiri,Olympique de Marseille,ST,25,79,80,81,79,76,77,79,76,71,80,75,7.33,73.5,39.33,85,FW
581,알제리,Algeria,Mohamed Saïd Benrahmaمحمد سعيد بن رحمة,NEOM SC,LW,29,77,80,81,76,74,74,78,64,62,82,73,12.67,71.5,40.33,72,FW
582,알제리,Algeria,Anis Hadj Moussaأنيس حاج موسى,Feyenoord,RW,23,76,82,87,64,68,69,83,69,50,66,77,8.33,64.5,31.33,73,FW
583,알제리,Algeria,Badredine Bouananiبدر الدين بوعناني,VfB Stuttgart,RW,20,75,79,80,70,69,75,72,71,59,68,69,13.0,74.0,32.33,70,FW
584,알제리,Algeria,Rafik Guitane,GD Estoril Praia,RW,26,73,76,79,68,65,68,80,62,51,67,80,11.33,67.0,31.67,69,FW
585,앙골라,Angola,Ricardo Jorge Cecília Batista,Casa Pia,GK,38,71,21,16,41,68,17,39,24,70,51,37,70.33,35.0,15.0,12,GK
586,앙골라,Angola,Clinton Mukoni Mata Pedro Lourenço,Olympique Lyonnais,CB,32,77,73,74,77,78,65,74,84,75,76,83,10.0,71.5,77.0,53,DF
587,앙골라,Angola,David Mota Veiga Teixeira do Carmo,Real Oviedo,CB,25,76,63,45,70,71,40,54,73,91,55,63,13.0,73.0,75.33,30,DF
588,앙골라,Angola,Esmevânio Kialonda Gaspar,Lecce,CB,27,74,58,54,62,69,32,63,79,89,48,64,9.0,52.5,76.33,25,DF
589,앙골라,Angola,Jonathan Buatu Mananga,Gil Vicente FC,CB,31,69,62,52,67,66,51,58,79,82,64,54,10.33,61.0,69.0,32,DF
590,앙골라,Angola,Anderson-Lenda Lucoqui,FC Energie Cottbus,LB,27,66,65,68,58,61,64,79,63,66,59,75,10.33,61.5,61.67,35,DF
591,앙골라,Angola,Pedro Bondo Francisco,Famalicão,LB,20,66,65,67,51,70,67,78,71,64,37,79,9.67,50.0,59.67,42,DF
592,앙골라,Angola,Domingos José Gabriel Bandeira,Casa Pia,CB,21,59,35,29,40,55,35,56,60,67,48,64,10.33,33.5,64.67,23,DF
593,앙골라,Angola,Benson Manuel Hedilazio,Swansea City,RM,28,73,75,78,72,65,69,85,64,34,75,79,15.67,66.0,32.67,68,MF
594,앙골라,Angola,Nélson Conceição da Luz,Qingdao West Coast FC,RM,27,71,74,77,60,68,61,81,79,64,75,82,5.67,59.5,29.67,67,MF
595,앙골라,Angola,António Simão Muanza,Alanyaspor,CDM,21,69,75,73,60,62,42,64,69,70,67,67,8.33,71.5,64.33,40,MF
596,앙골라,Angola,Rui Manuel Muati Modesto,Udinese,RM,25,69,68,68,60,60,69,84,68,55,54,85,9.0,63.0,62.33,58,MF
597,앙골라,Angola,Benedito Mambuene Mukendi,Vitória SC,CM,23,68,70,68,55,64,51,67,70,62,61,67,10.67,67.0,68.33,55,MF
598,앙골라,Angola,Osvaldo Pedro Capemba,Radomiak Radom,LM,23,68,68,68,61,62,58,87,52,42,63,92,9.0,58.5,17.67,67,MF
599,앙골라,Angola,André Filipe Cunha Vidigal,Stoke City,LM,26,68,68,71,64,62,62,86,69,49,67,84,10.0,58.0,23.67,65,MF
600,앙골라,Angola,Aldaír Caputa Ferreira,FC Botoşani,CDM,27,67,66,62,67,64,57,72,84,59,73,73,12.0,66.5,64.0,59,MF
601,앙골라,Angola,Mbala N'Zola,Pisa,ST,28,75,76,74,76,73,52,83,62,92,78,87,13.33,65.5,24.0,74,FW
602,앙골라,Angola,Fábio Gonçalves Abreu,Beijing Guoan,ST,32,74,71,68,65,69,56,81,83,82,75,82,9.67,57.0,22.0,79,FW
603,앙골라,Angola,Ambrosini António Cabaça Salvador,AEK Athens,ST,22,72,71,71,66,80,60,93,70,66,68,93,9.33,61.0,35.0,71,FW
604,앙골라,Angola,Zito André Sebastião Luvumbo,Cagliari,ST,23,71,70,78,64,70,70,89,71,60,74,83,8.0,58.5,40.67,71,FW
605,앙골라,Angola,Lucas Eduardo Santos João,CD Nacional,ST,31,69,69,63,65,60,48,64,46,83,80,74,11.33,62.0,21.0,70,FW
606,앙골라,Angola,Valdemiro Pinto Domingos,CD Tondela,ST,22,67,64,60,52,65,41,74,65,74,74,68,8.67,46.5,17.67,69,FW
607,에콰도르,Ecuador,Hernán Ismael Galíndez,Huracán,GK,38,74,21,13,51,65,11,33,28,77,53,30,74.67,27.5,13.0,15,GK
608,에콰도르,Ecuador,Alexander Domínguez Carabalí,LDU Quito,GK,38,73,32,20,67,70,13,34,30,76,53,35,72.67,40.0,23.0,11,GK
609,에콰도르,Ecuador,Javier Nicolás Burrai,Talleres,GK,34,72,25,20,50,74,22,47,36,62,53,40,71.33,42.5,16.33,19,GK
610,에콰도르,Ecuador,Willian Joel Pacho Tenorio,Paris Saint-Germain,CB,23,86,69,52,81,85,46,74,78,89,46,84,10.67,73.0,85.67,30,DF
611,에콰도르,Ecuador,Piero Martín Hincapié Reyna,Arsenal,CB,23,83,74,70,76,82,55,80,85,77,50,88,8.0,76.0,85.33,41,DF
612,에콰도르,Ecuador,Pervis Josué Estupiñán Tenorio,AC Milan,LB,27,79,79,80,72,77,79,77,81,68,67,76,9.33,75.5,75.33,48,DF
613,에콰도르,Ecuador,Joel Leandro Ordóñez Guerrero,Club Brugge KV,CB,21,75,65,46,60,68,40,68,72,84,35,78,12.33,65.5,73.33,23,DF
614,에콰도르,Ecuador,Jhoanner Stalin Chávez Quintero,RC Lens,LB,23,72,72,73,70,69,70,85,75,64,71,85,12.33,65.0,66.67,58,DF
615,에콰도르,Ecuador,Leonel Enrique Quiñónez Padilla,LDU Quito,LB,31,71,67,67,66,64,73,76,79,70,77,75,11.0,68.5,66.0,55,DF
616,에콰도르,Ecuador,Luis David Cangá Sánchez,Universidad Católica del Ecuador,CB,30,70,60,38,61,66,44,63,80,82,72,55,14.67,63.5,68.67,63,DF
617,에콰도르,Ecuador,José Joel Carabalí Prado,Universitario de Deportes,LB,28,70,65,68,65,69,68,87,80,63,54,87,8.0,62.5,63.67,59,DF
618,에콰도르,Ecuador,Yaimar Abel Medina Ortiz,KRC Genk,LB,20,70,66,66,52,68,70,91,71,64,63,91,13.33,61.5,62.33,61,DF
619,에콰도르,Ecuador,Moisés Isaac Caicedo Corozo,Chelsea,CDM,23,87,83,79,83,84,65,76,90,77,75,66,12.33,84.5,85.33,57,MF
620,에콰도르,Ecuador,Ángelo Smit Preciado Quiñónez,Sparta Praha,RM,27,75,75,76,74,72,75,89,77,68,62,85,11.33,69.0,68.0,61,MF
621,에콰도르,Ecuador,Ray Kendry Páez Andrade,RC Strasbourg Alsace,CAM,18,73,74,75,72,69,61,77,70,49,68,81,10.33,71.0,39.0,70,MF
622,에콰도르,Ecuador,Júnior Nazareno Sornoza Moreira,Independiente del Valle,CAM,31,72,72,74,73,71,69,69,65,45,73,68,11.33,72.5,40.33,73,MF
623,에콰도르,Ecuador,Carlos Armando Gruezo Arboleda,LDU Quito,CDM,30,72,70,66,65,71,43,68,76,70,61,50,10.67,69.5,67.67,41,MF
624,에콰도르,Ecuador,José Adoni Cifuentes Charcopa,Toronto FC,CM,26,72,73,73,70,74,56,67,77,79,74,74,12.0,73.0,72.0,60,MF
625,에콰도르,Ecuador,Julio Joao Ortiz Landázuri,Portland Timbers,CDM,29,71,71,71,70,66,55,71,83,74,72,73,10.67,70.5,68.0,65,MF
626,에콰도르,Ecuador,Fernando Vicente Gaibor Orellana,Alianza Lima,CM,33,71,72,72,73,67,68,64,72,70,74,65,10.33,73.5,65.67,62,MF
627,에콰도르,Ecuador,Leonardo Campana Romero,New England Revolution,ST,25,72,69,62,66,70,34,65,71,78,70,65,10.0,50.0,24.33,78,FW
628,에콰도르,Ecuador,Byron Efraín Palacios Vélez,Universidad Católica del Ecuador,ST,30,71,65,65,66,65,50,74,66,71,74,76,9.67,58.0,27.33,76,FW
629,에콰도르,Ecuador,John Anthony Mercado Cuero,Sparta Praha,LW,23,70,73,73,62,55,62,87,72,61,66,86,8.67,59.0,33.0,64,FW
630,에콰도르,Ecuador,Carlos Jhon Garcés Acosta,Cienciano,ST,35,70,69,65,54,59,40,51,69,90,72,58,12.33,53.5,25.67,75,FW
631,에콰도르,Ecuador,John Yeboah Zamora,Venezia,ST,25,70,72,75,58,70,58,91,79,52,66,92,10.33,64.5,22.33,69,FW
632,에콰도르,Ecuador,Felipe Salvador Caicedo Corozo,Barcelona de Guayaquil,ST,36,69,68,63,71,66,59,55,35,85,79,59,8.33,65.0,39.0,68,FW
633,오스트리아,Austria,Alexander Schlager,FC Red Bull Salzburg,GK,29,73,23,13,33,69,20,46,24,55,52,47,73.67,21.5,19.33,14,GK
634,오스트리아,Austria,Patrick Pentz,Brøndby IF,GK,28,72,25,15,37,70,19,52,42,63,53,55,71.67,25.5,18.0,13,GK
635,오스트리아,Austria,Tobias Okiki Lawal,KRC Genk,GK,25,72,15,10,32,67,12,33,22,65,50,26,73.67,25.5,11.0,7,GK
636,오스트리아,Austria,David Olatukunbo Alaba,Real Madrid,CB,33,82,83,77,84,83,83,64,72,77,82,72,9.67,83.0,82.33,62,DF
637,오스트리아,Austria,Konrad Laimer,FC Bayern München,RB,28,82,75,74,79,84,76,82,79,69,74,82,11.33,79.5,82.0,69,DF
638,오스트리아,Austria,Kevin Danso,Tottenham Hotspur,CB,26,79,68,59,72,77,44,65,66,90,49,79,12.67,65.5,77.67,26,DF
639,오스트리아,Austria,Philipp Lienhart,SC Freiburg,CB,28,79,69,59,75,78,41,62,75,79,29,71,13.33,72.0,79.0,24,DF
640,오스트리아,Austria,Stefan Posch,Como,RB,28,79,75,65,70,76,73,71,70,75,63,78,6.67,72.0,79.67,52,DF
641,오스트리아,Austria,Marco Friedl,SV Werder Bremen,CB,27,77,71,68,73,76,63,67,75,77,48,82,8.0,72.5,80.0,39,DF
642,오스트리아,Austria,Phillipp Mwene,1. FSV Mainz 05,LB,31,76,73,75,70,75,76,83,88,66,62,73,9.33,68.5,72.67,52,DF
643,오스트리아,Austria,Gernot Trauner,Feyenoord,CB,33,75,65,63,76,69,57,46,64,89,68,62,8.0,71.5,75.33,50,DF
644,오스트리아,Austria,David Leopold Affengruber,Elche CF,CB,24,75,68,68,74,74,30,74,89,83,46,72,10.33,71.0,74.33,38,DF
645,오스트리아,Austria,Marcel Sabitzer,Borussia Dortmund,CDM,31,80,82,78,83,83,77,76,78,75,87,72,13.0,81.0,77.0,76,MF
646,오스트리아,Austria,Xaver Schlager,RB Leipzig,CDM,27,80,78,78,74,80,59,74,77,77,78,64,8.33,80.0,76.0,66,MF
647,오스트리아,Austria,Romano Christian Schmid,SV Werder Bremen,CAM,25,78,83,84,72,79,83,78,88,49,76,76,7.33,76.0,52.0,62,MF
648,오스트리아,Austria,Patrick Wimmer,VfL Wolfsburg,CAM,24,77,79,82,70,75,73,83,78,73,75,84,13.0,70.0,48.33,70,MF
649,오스트리아,Austria,Christoph Baumgartner,RB Leipzig,CAM,25,77,78,79,74,78,63,81,75,55,75,68,11.67,76.0,47.0,72,MF
650,오스트리아,Austria,Nicolas Seiwald,RB Leipzig,CDM,24,77,75,72,70,78,73,74,81,72,70,70,8.67,77.0,73.33,58,MF
651,오스트리아,Austria,Kevin Stöger,Borussia Mönchengladbach,CAM,31,76,78,76,72,77,79,60,68,63,74,50,12.33,81.5,63.67,69,MF
652,오스트리아,Austria,Valentino Lando Lazaro,Torino,RM,29,76,76,75,76,78,82,77,70,61,69,66,8.0,76.0,72.33,64,MF
653,오스트리아,Austria,Michael Gregoritsch,Brøndby IF,ST,31,75,74,68,73,80,62,36,71,86,83,37,10.67,65.5,38.0,78,FW
654,오스트리아,Austria,Saša Kalajdžić,LASK Linz,ST,27,74,75,74,74,78,59,51,41,82,74,49,12.0,69.0,44.0,77,FW
655,오스트리아,Austria,Karim Onisiwo,FC Red Bull Salzburg,ST,33,72,71,73,74,74,63,69,78,85,80,75,12.33,59.0,45.67,70,FW
656,오스트리아,Austria,Maximilian Entrup,LASK Linz,ST,27,72,70,64,70,67,42,72,74,74,74,74,9.67,56.5,22.67,74,FW
657,오스트리아,Austria,Chukwubuike Junior Adamu,SC Freiburg,ST,24,71,66,70,68,69,43,79,74,72,72,76,10.33,51.5,17.67,72,FW
658,오스트리아,Austria,Raul Florucz,Union Saint-Gilloise,RW,24,70,72,74,72,61,65,75,67,62,72,70,10.0,65.5,26.67,70,FW
659,온두라스,Honduras,Andy Ariel Nájar Rodríguez,Nashville SC,RB,32,72,75,75,69,71,73,70,59,66,63,72,12.0,69.0,71.0,62,DF
660,온두라스,Honduras,Joseph Yerimid Rosales Erazo,Minnesota United FC,LB,24,67,65,67,61,65,63,77,74,59,58,80,9.67,59.5,64.33,39,DF
661,온두라스,Honduras,Julián Martinez,Alverca,CB,21,65,68,54,45,67,50,63,56,55,45,64,11.67,52.5,67.0,24,DF
662,온두라스,Honduras,Kervin Fabián Arriaga Villanueva,Levante UD,CDM,27,73,65,59,64,68,52,58,81,84,68,64,9.33,68.5,70.0,41,MF
663,온두라스,Honduras,Bryan Josué Acosta Ramos,Nashville SC,CM,31,70,66,64,68,68,69,73,82,76,83,69,8.0,70.5,64.33,59,MF
664,온두라스,Honduras,Deybi Aldair Flores Flores,Al-Najma SC,CDM,29,67,60,60,60,62,55,77,72,74,60,77,12.67,62.5,67.33,37,MF
665,온두라스,Honduras,Rigoberto Manuel Rivas Vindel,Kocaelispor,RM,26,66,64,70,58,58,61,78,67,59,72,77,10.0,60.0,34.0,61,MF
666,온두라스,Honduras,David Antonio Ochoa Posas,Inter Miami,CM,21,64,70,72,59,58,52,69,66,53,48,67,8.67,64.0,64.0,50,MF
667,온두라스,Honduras,Romell Samir Quioto Robinson,Al-Najma SC,ST,33,73,70,73,68,70,69,74,60,80,74,86,12.0,66.0,14.33,72,FW
668,온두라스,Honduras,Luis Enrique Palma Oseguera,Lech Poznań,LW,25,71,71,73,74,66,73,73,64,61,78,76,9.33,73.0,28.0,69,FW
669,온두라스,Honduras,Exon Saturnino Arzú Suazo,Houston Dynamo,ST,21,56,55,62,50,52,34,75,34,70,53,70,10.0,44.0,17.33,60,FW
670,우루과이,Uruguay,Néstor Fernando Muslera Micol,Estudiantes de La Plata,GK,39,79,27,25,55,77,15,40,40,68,50,47,78.67,41.0,17.0,10,GK
671,우루과이,Uruguay,Franco Israel Wibmer,Torino,GK,25,75,24,18,44,64,11,30,23,80,53,32,77.67,33.5,10.0,6,GK
672,우루과이,Uruguay,Martín Nicolás Campaña Delgado,Peñarol,GK,36,74,31,18,54,71,21,42,28,79,54,50,73.0,40.0,20.33,16,GK
673,우루과이,Uruguay,José María Giménez de Vargas,Atlético Madrid,CB,30,83,70,55,75,78,47,68,71,85,73,77,11.33,73.5,85.67,37,DF
674,우루과이,Uruguay,Ronald Federico Araújo da Silva,FC Barcelona,CB,26,83,66,55,76,81,58,73,72,87,68,85,10.0,69.5,81.33,56,DF
675,우루과이,Uruguay,Sebastián Coates Nión,Club Nacional de Football,CB,34,79,65,64,77,70,20,61,75,91,50,59,15.0,70.5,81.0,55,DF
676,우루과이,Uruguay,Mathías Olivera Miramontes,Napoli,LB,27,78,76,73,68,79,76,69,78,67,56,71,14.0,71.0,77.0,50,DF
677,우루과이,Uruguay,Santiago Ignacio Bueno Sciutto,Wolverhampton Wanderers,CB,26,76,69,47,69,76,30,52,73,79,56,49,9.33,70.5,76.33,20,DF
678,우루과이,Uruguay,Leandro Daniel Cabrera Sasía,RCD Espanyol,CB,34,75,60,50,57,74,62,52,74,81,76,46,13.67,62.0,76.0,36,DF
679,우루과이,Uruguay,Pedro Gastón Álvarez Sosa,Al Qadsiah FC,CB,25,75,68,65,61,72,72,70,66,79,42,80,10.0,61.5,75.33,21,DF
680,우루과이,Uruguay,Gastón Nicolás Martirena Torres,Racing Club,RB,25,75,65,71,68,70,74,77,85,54,78,90,10.0,67.0,71.67,66,DF
681,우루과이,Uruguay,Álvaro Santiago Mouriño González,Villarreal CF,CB,23,74,66,61,65,69,37,65,71,80,55,69,10.0,68.5,74.0,32,DF
682,우루과이,Uruguay,Federico Santiago Valverde Dipetta,Real Madrid,CM,26,89,88,84,84,89,78,84,93,82,91,92,9.67,88.0,85.0,80,MF
683,우루과이,Uruguay,Lucas Sebastián Torreira di Pascua,Galatasaray SK,CDM,29,83,81,76,84,84,72,80,92,69,80,73,7.0,81.0,82.33,71,MF
684,우루과이,Uruguay,Rodrigo Bentancur Colmán,Tottenham Hotspur,CDM,28,80,81,81,82,78,74,63,72,70,71,65,11.33,81.0,78.33,68,MF
685,우루과이,Uruguay,Mauro Wilney Arambarri Rosa,Getafe CF,CM,29,80,79,78,74,79,64,75,84,76,83,57,9.67,79.5,80.33,82,MF
686,우루과이,Uruguay,Rodrigo Zalazar Martínez,Sporting Clube de Braga,CAM,25,79,81,75,78,75,74,77,84,68,88,82,8.0,80.5,66.0,80,MF
687,우루과이,Uruguay,Manuel Ugarte Ribeiro,Manchester United,CDM,24,79,76,77,79,78,62,62,70,74,67,62,9.0,78.0,78.67,65,MF
688,우루과이,Uruguay,Leonardo Cecilio Fernández López,Peñarol,CAM,26,78,76,78,68,72,73,78,68,64,88,78,11.0,78.5,47.0,80,MF
689,우루과이,Uruguay,Matías Vecino Falero,Lazio,CM,33,77,80,76,80,78,69,52,64,77,82,54,4.0,77.0,76.67,68,MF
690,우루과이,Uruguay,Darwin Gabriel Núñez Ribeiro,Al Hilal,ST,26,79,77,78,76,74,69,86,79,81,87,89,12.33,71.0,44.33,77,FW
691,우루과이,Uruguay,Luis Alberto Suárez Díaz,Inter Miami,ST,38,79,79,75,86,83,71,52,53,81,83,54,32.33,71.5,36.0,82,FW
692,우루과이,Uruguay,Cristhian Ricardo Stuani Curbelo,Girona FC,ST,38,77,73,70,78,74,68,58,51,87,80,64,13.33,69.0,45.33,79,FW
693,우루과이,Uruguay,Édinson Roberto Cavani Gómez,Boca Juniors,ST,38,76,75,70,81,82,65,50,57,74,80,53,11.67,62.0,44.0,80,FW
694,우루과이,Uruguay,Nicolás Federico López Alonso,Club Nacional de Football,ST,31,76,78,82,81,66,75,70,60,65,79,71,8.67,73.5,20.67,84,FW
695,우루과이,Uruguay,Miguel Ángel Merentiel Serrano,Boca Juniors,ST,29,76,73,73,75,77,26,80,81,83,75,80,7.33,62.0,33.33,79,FW
696,이란,Iran,Amir Abedzadehامیر عابدزاده,CD Castellón,GK,32,68,15,10,34,69,12,30,21,60,47,25,68.33,35.5,13.67,10,GK
