,name,age,year,nation,current_rating,ball_control,dribbling,composure,reaction,crossing,acceleration,stamina,strength,shot_power,sprint_speed,finishing,gk,passing,defending,mentality_penalties
152573,Andrew James Redmayne,33,2023,Australia,65,20,12,47.0,64,17,40,34,69,47,43,11,64+1,21,15,20.0
152574,Henri Saivet,31,2023,Senegal,65,66,67,67.0,52,72,70,36,59,72,61,60,16+2,68,62,66.0
152575,Pål André Helland,32,2023,Norway,65,66,66,65.0,67,65,68,60,65,72,63,60,19+2,63,40,65.0
152576,Jonatan Tollås Nation,32,2023,Norway,65,53,44,68.0,65,32,46,53,81,50,47,26,14+2,63,64,25.0
152577,Erik Domaschke,36,2023,Germany,65,22,19,38.0,63,11,36,24,69,48,40,10,64+1,23,15,22.0
152578,Andreas Bjelland,33,2023,Denmark,65,60,51,65.0,58,50,30,52,76,56,32,36,17+2,64,66,49.0
152579,Jay Aston Emmanuel-Thomas,31,2023,England,65,63,63,66.0,60,61,59,47,82,69,60,63,16+2,64,33,70.0
152580,Adam Nemec,36,2023,Slovakia,65,67,61,69.0,60,42,43,46,87,72,33,65,19+2,55,16,66.0
152581,Harry Nicholas Arter,32,2023,Republic of Ireland,65,64,61,71.0,62,62,55,53,61,70,52,59,14+2,67,66,66.0
152582,Tomasz Mateusz Kupisz,32,2023,Poland,65,65,63,65.0,64,66,76,79,71,65,79,45,17+2,64,57,55.0
152583,Corry John Evans,31,2023,Northern Ireland,65,63,55,61.0,64,53,49,69,66,62,51,51,19+2,66,63,47.0
152584,Niall McGinn,34,2023,Northern Ireland,65,67,65,66.0,62,66,66,68,61,71,74,64,18+2,63,13,64.0
152585,Anders Ågnes Konradsen,31,2023,Norway,65,62,60,66.0,68,61,57,81,75,75,60,59,17+2,65,64,57.0
152586,Luis Carlos Ovalle Victoria,33,2023,Panama,65,68,63,47.0,49,70,75,65,56,53,72,36,17+2,63,64,44.0
152587,Guillermo Federico Molins Palmeiro,33,2023,Sweden,65,68,67,70.0,67,62,47,63,90,70,48,65,15+2,66,46,64.0
152588,Eóin Doyle,34,2023,Republic of Ireland,65,63,62,63.0,67,56,61,84,70,67,63,65,20+2,62,12,67.0
152589,Alberto Pomini,41,2023,Italy,65,21,12,55.0,66,14,40,25,70,47,39,10,64+1,30,11,23.0
152590,Liam Michael Sercombe,32,2023,England,65,63,64,63.0,63,60,53,85,61,67,54,60,18+2,67,56,62.0
152591,Daniel Pacheco Lobato,31,2023,Spain,65,66,65,59.0,58,62,67,54,56,64,68,64,16+2,65,28,63.0
152592,Mustafa Pektemek,33,2023,Turkey,65,64,65,63.0,69,67,66,65,56,65,65,62,15+2,65,59,71.0
152593,Benoît Guy Jean Poulain,34,2023,France,65,54,38,68.0,62,43,33,62,78,25,31,28,13+2,63,64,53.0
152594,Ahmed Kashi,33,2023,Algeria,65,64,61,60.0,62,48,59,64,69,64,44,45,17+2,68,64,52.0
152595,Jason Steele,31,2023,England,65,36,12,52.0,59,11,34,29,55,50,36,15,64+1,53,18,24.0
152596,Jørgen Skjelvik,30,2023,Norway,65,62,61,56.0,56,59,78,78,73,61,79,45,15+2,64,58,46.0
152597,Sebastian Eriksson,33,2023,Sweden,65,62,59,62.0,66,64,58,61,67,55,53,42,12+2,64,64,58.0
152598,Jamie Murphy,32,2023,Scotland,65,65,67,65.0,62,66,68,67,60,64,67,62,20+2,63,45,61.0
152599,Andrew Murray Shinnie,32,2023,Scotland,65,66,66,67.0,62,64,64,69,63,64,68,60,15+2,67,60,57.0
152600,Peter Ian Pawlett,31,2023,Scotland,65,64,66,57.0,60,63,74,74,66,66,78,62,18+2,62,58,52.0
152601,Florian Jungwirth,33,2023,Germany,65,60,56,60.0,62,48,33,66,74,52,32,41,15+2,70,64,37.0
152602,Martin Doležal,32,2023,Czech Republic,65,66,63,61.0,62,36,53,63,87,69,61,67,16+2,53,20,45.0
152603,Iker Guarrotxena Vallejo,29,2023,Spain,65,65,65,60.0,62,66,72,76,72,67,71,65,17+2,62,52,59.0
152604,Mirko Eramo,32,2023,Italy,65,66,65,63.0,64,59,67,78,67,67,69,54,15+2,68,60,53.0
152605,Marley Joseph Watkins,31,2023,Wales,65,67,63,64.0,66,55,72,73,58,65,75,65,13+2,65,19,41.0
152606,Niklas Gunnarsson,31,2023,Norway,65,59,54,57.0,58,55,59,73,80,63,58,46,17+2,62,64,40.0
152607,Enoch Kofi Adu,31,2023,Ghana,65,65,62,68.0,64,55,52,67,58,50,35,35,17+2,69,66,54.0
152608,Mathis Gazoa Kippersund Bolly,31,2023,Côte d'Ivoire,65,65,67,64.0,59,61,90,47,70,63,90,60,14+2,60,26,56.0
152609,Danny Hoesen,31,2023,Netherlands,65,66,62,59.0,66,56,71,73,72,72,71,64,18+2,55,28,55.0
152610,Franco Zuculini,31,2023,Argentina,65,70,62,68.0,64,61,62,60,66,71,64,50,16+2,70,68,46.0
152611,Daniel Kenny Andrew,31,2023,England,65,61,62,59.0,60,65,67,80,70,63,60,45,13+2,61,62,56.0
152612,Sunil Chhetri,37,2023,India,65,65,63,67.0,64,51,76,85,68,68,73,70,15+2,59,24,68.0
152613,Thomas Michael Aldred,31,2023,Scotland,65,49,29,53.0,57,32,65,92,92,49,60,28,16+2,53,62,40.0
152614,Mikael Dyrestam,30,2023,Guinea,65,62,59,64.0,65,59,68,65,80,48,68,33,19+2,62,64,30.0
152615,于洋,32,2023,China PR,65,57,36,54.0,60,19,55,69,77,43,64,17,15+2,64,65,33.0
152616,임종은 林宗垠,32,2023,Korea Republic,65,60,58,61.0,58,43,61,62,79,39,54,38,16+2,57,68,37.0
152617,김성준 金圣埈,34,2023,Korea Republic,65,64,62,55.0,68,62,62,73,64,66,64,58,19+2,66,52,61.0
152618,Pablo Jesús Camacho Figueira,31,2023,Venezuela,65,54,51,46.0,59,63,65,64,64,49,67,42,19+2,61,65,52.0
152619,Přemysl Kovář,36,2023,Czech Republic,65,22,14,42.0,59,20,32,20,55,50,35,12,64+1,25,11,32.0
152620,Piotr Tomasik,34,2023,Poland,65,59,55,60.0,62,65,73,70,71,69,78,53,17+2,62,63,48.0
152621,Tobias Jänicke,33,2023,Germany,65,65,67,66.0,71,64,74,76,62,65,73,52,15+2,67,55,57.0
152622,Aleksandar Ignjovski,31,2023,Serbia,65,62,61,52.0,53,50,74,75,59,59,67,41,14+2,62,68,48.0
152623,Filip Kurto,31,2023,Poland,65,27,14,51.0,61,12,47,42,67,44,52,13,64+1,26,11,15.0
152624,Sebastian Mielitz,32,2023,Germany,65,20,15,63.0,65,10,43,38,54,47,41,12,64+1,24,16,16.0
152625,Romário Pereira Sipião,36,2023,Brazil,65,72,72,74.0,67,59,71,77,56,71,37,53,18+2,69,40,68.0
152626,James Hammond Norwood,31,2023,England,65,62,60,63.0,62,47,67,63,71,67,68,65,17+2,59,35,61.0
152627,David Jablonský,30,2023,Czech Republic,65,50,46,53.0,48,54,59,32,82,43,70,31,14+2,51,66,50.0
152628,José Edgar Andrade da Costa,35,2023,Portugal,65,71,69,71.0,64,67,65,62,69,74,66,57,18+2,68,46,69.0
152629,Adriano Grimaldi,31,2023,Germany,65,66,60,66.0,64,39,47,56,86,69,55,67,16+2,60,31,62.0
152630,Luis Alberto Gutiérrez Herrera,37,2023,Bolivia,65,72,47,60.0,66,40,34,53,77,41,52,39,16+2,59,63,42.0
152631,Marlon Antonio Fernández Jiménez,36,2023,Venezuela,65,69,69,58.0,53,63,60,65,32,59,54,57,17+2,66,12,58.0
152632,Francisco Javier Flores Sequera,32,2023,Venezuela,65,61,55,59.0,60,58,68,76,70,56,68,39,19+2,70,65,51.0
152633,Gilbert Álvarez Vargas,30,2023,Bolivia,65,57,51,55.0,57,43,52,72,81,65,72,76,15+2,49,18,68.0
152634,Teal Alexander Bunbury,32,2023,United States,65,60,64,59.0,55,53,70,60,80,73,72,64,15+2,63,42,67.0
152635,Jonathan Leonardo Lacerda Araújo,35,2023,Uruguay,65,55,46,61.0,61,45,31,31,78,64,52,37,16+2,61,65,62.0
152636,George Benjamin Williams,29,2023,England,65,59,60,57.0,59,59,72,81,70,39,69,33,13+2,59,63,41.0
152637,Onur Ayık,32,2023,Turkey,65,65,66,65.0,66,65,70,62,63,61,72,53,18+2,65,35,59.0
152638,André Jack Calisir,32,2023,Armenia,65,62,55,66.0,55,48,60,63,72,46,63,28,14+2,63,67,35.0
152639,Marcel Ibsen Rømer,30,2023,Denmark,65,63,60,62.0,63,54,53,80,75,65,54,46,16+2,65,61,40.0
152640,Antony Iannarilli,31,2023,Italy,65,26,30,48.0,61,13,44,35,49,51,43,19,64+1,30,22,39.0
152641,Kristoffer Barmen,28,2023,Norway,65,64,62,67.0,62,58,61,72,74,68,54,58,15+2,65,63,60.0
152642,Oğuzhan Kefkir,30,2023,Germany,65,64,64,58.0,64,62,78,67,57,63,75,61,16+2,61,13,62.0
152643,Francesc Grima Aguilera,35,2023,Spain,65,62,55,56.0,65,60,71,80,61,54,67,41,18+2,53,64,48.0
152644,Christopher Avevor,30,2023,Germany,65,56,48,63.0,61,53,63,49,82,58,66,32,15+2,59,65,31.0
152645,Nemanja Mijušković,30,2023,Montenegro,65,54,22,46.0,61,31,54,67,82,21,38,31,17+2,55,66,54.0
152646,王刚,33,2023,China PR,65,59,63,57.0,63,57,81,85,82,70,81,52,18+2,54,60,36.0
152647,Geovanny Enrique Nazareno Simisterra,34,2023,Ecuador,65,62,59,58.0,68,60,74,76,79,48,75,40,17+2,61,61,56.0
152648,Haris Radetinac,36,2023,Serbia,65,65,67,71.0,66,69,52,63,71,59,60,58,17+2,65,53,50.0
152649,Lindsay Rose,30,2023,Mauritius,65,54,57,61.0,57,57,67,72,80,55,63,38,14+2,58,64,36.0
152650,Michael Novak,31,2023,Austria,65,62,64,65.0,59,65,67,60,72,47,68,45,17+2,64,63,58.0
152651,Piotr Wlazło,33,2023,Poland,65,66,61,68.0,62,61,49,72,72,62,55,58,16+2,66,62,68.0
152652,Zakaria Diallo,35,2023,France,65,57,52,64.0,60,48,34,51,90,53,34,35,15+2,62,65,48.0
152653,Daniel Chima Chukwu,31,2023,Nigeria,65,65,63,62.0,58,40,66,80,84,64,70,66,18+2,57,25,63.0
152654,Jon Gaztañaga Arrospide,31,2023,Spain,65,62,54,64.0,60,52,47,71,76,55,51,41,16+2,65,64,36.0
152655,Carlos Javier Delgado Rodríguez,32,2023,Spain,65,54,43,59.0,64,37,52,74,71,51,57,25,17+2,59,64,42.0
152656,Fredrik Haugen,30,2023,Norway,65,66,66,65.0,65,64,73,73,64,72,70,62,18+2,66,59,60.0
152657,Patrick James Hoban,30,2023,Republic of Ireland,65,63,57,65.0,64,54,57,72,81,69,59,65,18+2,58,35,67.0
152658,Manuel Scavone,35,2023,Italy,65,71,70,70.0,64,62,71,55,64,60,68,53,16+2,73,50,59.0
152659,Callum Booth,31,2023,Scotland,65,62,62,60.0,61,63,64,69,70,52,65,45,19+2,60,64,53.0
152660,Bartłomiej Pawłowski,29,2023,Poland,65,66,66,65.0,63,61,81,72,63,66,83,65,19+2,63,17,58.0
152661,Zacharie Boucher,30,2023,France,65,22,15,61.0,64,9,54,42,75,49,58,12,64+1,20,11,22.0
152662,Gabriel Andrei Torje,32,2023,Romania,65,65,64,67.0,56,65,68,56,43,68,70,64,17+2,66,29,73.0
152663,Patrick McEleney,29,2023,Republic of Ireland,65,66,67,72.0,61,57,58,57,57,64,60,59,16+2,66,55,61.0
152664,Julian Riedel,30,2023,Germany,65,60,59,64.0,65,38,69,73,71,45,72,38,14+2,62,65,44.0
152665,Russell Teibert,29,2023,Canada,65,70,62,70.0,61,67,50,75,57,59,47,50,16+2,71,64,57.0
152666,Piotr Parzyszek,28,2023,Poland,65,64,58,65.0,63,42,57,49,79,64,54,64,16+2,67,37,56.0
152667,Alexander Ruud Tveter,31,2023,Norway,65,63,58,65.0,61,62,54,67,83,79,54,65,17+2,60,30,55.0
152668,Eriq Anthony Zavaleta Vanney,29,2023,El Salvador,65,58,54,60.0,58,29,52,70,80,68,54,49,17+2,63,64,48.0
152669,于海,35,2023,China PR,65,65,65,66.0,61,65,70,62,70,59,68,56,19+2,63,62,53.0
152670,Magnar Ødegaard,29,2023,Norway,65,51,49,59.0,62,54,55,63,80,53,51,21,15+2,56,66,19.0
152671,David Bingham,32,2023,United States,65,17,13,47.0,54,13,34,24,65,50,34,9,64+1,36,16,20.0
152672,Alessandro De Vitis,30,2023,Italy,65,66,64,62.0,61,55,65,77,75,70,64,55,16+2,68,60,60.0
152673,Jake Carroll,30,2023,Republic of Ireland,65,59,58,56.0,58,65,73,73,60,48,72,36,16+2,65,61,39.0
152674,Muhammed Mert,27,2023,Belgium,65,70,71,47.0,58,63,71,57,41,64,66,50,17+2,70,47,60.0
152675,Onil Christian Kouakou,27,2023,Sweden,65,64,61,61.0,54,38,78,65,71,64,79,68,18+2,58,25,61.0
152676,Kwame Amponsah Karikari,30,2023,Ghana,65,62,63,70.0,62,55,68,71,80,71,86,65,14+2,57,25,60.0
152677,김준엽 Jun Yub Kim,34,2023,Korea Republic,65,61,63,64.0,58,66,75,75,68,55,71,56,16+2,62,57,41.0
152678,신세계 申西桂,31,2023,Korea Republic,65,61,58,60.0,64,61,80,71,73,65,84,53,16+2,64,61,41.0
152679,Michael Francis O'Halloran,31,2023,Scotland,65,62,64,58.0,60,62,90,72,72,65,90,60,19+2,60,48,48.0
152680,Ryan Tunnicliffe,29,2023,England,65,66,64,64.0,63,63,65,72,70,65,56,60,16+2,68,65,55.0
152681,Tyler Blackett,28,2023,England,65,65,65,60.0,60,66,66,65,84,56,67,24,17+2,62,64,45.0
152682,Ellis Wade Harrison,28,2023,Wales,65,63,62,63.0,60,54,76,75,82,65,80,63,16+2,54,42,64.0
152683,Aiden Anthony O'Brien,28,2023,Republic of Ireland,65,65,66,60.0,62,63,74,71,69,65,72,65,17+2,63,39,57.0
152684,Julian Wießmeier,29,2023,Germany,65,63,61,62.0,62,63,75,76,57,60,73,58,17+2,62,59,62.0
152685,Remi Matthews,28,2023,England,65,27,22,34.0,58,11,44,29,66,47,47,15,64+2,35,15,22.0
152686,Chaker Alhadhur,30,2023,Comoros,65,61,60,62.0,62,63,64,68,55,56,68,46,36+2,60,62,38.0
152687,Thomas Andrew Nichols,28,2023,England,65,65,63,67.0,64,49,81,90,59,62,76,65,15+2,65,25,66.0
152688,Martin Kobylański,28,2023,Poland,65,66,64,63.0,62,67,68,53,59,78,67,62,16+2,65,36,64.0
152689,Marek Hanousek,30,2023,Czech Republic,65,59,39,61.0,66,49,52,64,67,64,44,56,16+2,64,65,52.0
152690,Matthew Kennedy,27,2023,Northern Ireland,65,65,64,64.0,53,64,89,66,60,63,83,63,18+2,60,55,63.0
152691,Niklas Dams,32,2023,Germany,65,56,46,59.0,62,41,55,66,76,55,55,22,19+2,58,66,42.0
152692,Yanic Wildschut,30,2023,Suriname,65,65,69,67.0,59,58,76,66,79,80,84,62,18+2,61,54,60.0
152693,Ryan Stuart Clayton Inniss,27,2023,England,65,53,31,51.0,59,28,42,49,89,49,32,26,16+2,54,64,42.0
152694,Renzo Revoredo Zuazo,36,2023,Peru,65,61,48,62.0,70,64,62,73,71,59,63,32,17+2,52,67,51.0
152695,Ben Wilson,29,2023,England,65,20,19,43.0,57,18,40,22,56,50,40,19,64+1,25,14,32.0
152696,Jack David Grimmer,28,2023,Scotland,65,60,62,54.0,62,59,75,79,75,60,71,50,16+2,60,65,45.0
152697,Charles Jordan Clark Raglan,29,2023,England,65,50,42,57.0,61,26,67,72,84,45,53,29,20+2,59,63,36.0
152698,임창우 Chang Woo Rim,30,2023,Korea Republic,65,58,63,50.0,64,60,79,82,74,48,77,52,18+2,62,66,37.0
152699,Angus Lees MacDonald,29,2023,England,65,55,39,48.0,64,31,50,35,71,35,47,22,16+2,56,66,36.0
152700,Ignacio Lores Varela,31,2023,Uruguay,65,70,72,58.0,50,52,79,73,46,67,80,67,17+2,64,48,60.0
152701,Ferhat Kaplan,33,2023,Turkey,65,22,14,52.0,63,18,48,25,70,49,44,15,64+1,25,15,9.0
152702,Borys Tashchy,28,2023,Ukraine,65,69,64,63.0,63,54,69,68,81,65,68,63,17+2,64,42,56.0
152703,Plamen Ivanov Iliev,30,2023,Bulgaria,65,18,13,42.0,55,17,50,38,52,48,48,12,64+1,27,20,15.0
152704,Alejandro Rodríguez Gorrín,28,2023,Spain,65,63,62,56.0,61,45,48,59,72,51,47,40,15+2,65,65,61.0
152705,Devante Lavon Andrew Cole,27,2023,England,65,62,65,56.0,61,52,84,68,63,63,88,67,15+2,59,23,62.0
152706,Sony Thimotée Dieng,30,2023,France,65,66,62,64.0,65,49,62,85,82,62,59,59,16+2,65,64,50.0
152707,Carl Marcus Christer Antonsson,31,2023,Sweden,65,61,62,62.0,62,46,73,74,71,64,78,66,16+2,57,38,61.0
152708,Luca Maniero,27,2023,Italy,65,22,13,49.0,54,13,41,30,68,46,39,12,64+2,28,14,22.0
152709,Christophe Vincent,29,2023,France,65,67,65,62.0,62,60,61,74,61,53,70,51,16+2,72,63,47.0
152710,Joseph David Wozencroft Pigott,28,2023,England,65,64,62,64.0,64,41,67,70,81,67,61,65,16+2,57,30,68.0
152711,Evan Bush,36,2023,United States,65,23,19,49.0,60,16,32,25,65,47,32,19,64+1,34,11,22.0
152712,Louis Thompson,27,2023,Wales,65,66,68,64.0,65,58,70,83,70,53,69,48,15+2,66,65,48.0
152713,Jamie Walker,29,2023,Scotland,65,64,67,68.0,60,64,78,64,62,58,76,63,17+2,64,50,65.0
152714,Simon Hjalmar Friedel Tibbling,27,2023,Sweden,65,65,66,64.0,64,62,65,73,60,57,62,52,18+2,65,50,52.0
152715,Ryan Meara,31,2023,United States,65,16,16,47.0,60,13,47,41,54,46,45,15,64+1,23,12,21.0
152716,David Fällman,32,2023,Sweden,65,48,35,54.0,64,32,36,55,85,52,34,28,19+2,54,63,38.0
152717,Mart Lieder,32,2023,Netherlands,65,64,62,65.0,66,42,65,64,80,68,53,65,17+2,58,17,68.0
152718,Raymon Gaddis,32,2023,United States,65,55,63,49.0,62,52,71,70,59,28,71,27,18+2,59,67,39.0
152719,여름 吕凛,33,2023,Korea Republic,65,65,63,64.0,58,62,64,85,65,65,68,52,16+2,68,60,57.0
152720,Thomas Eisfeld,29,2023,Germany,65,67,62,62.0,62,66,68,65,59,65,59,62,17+2,67,35,55.0
152721,Lars Viktor Filip Agardius,32,2023,Sweden,65,65,57,64.0,70,57,60,64,78,57,73,26,16+2,63,63,38.0
152722,최성근 崔圣根,30,2023,Korea Republic,65,65,59,56.0,60,52,63,80,64,61,65,52,17+2,63,65,40.0
152723,Axel Thomas Ngando Elessa,28,2023,France,65,71,70,60.0,58,66,72,34,38,73,56,63,17+2,69,34,63.0
152724,Kolja Pusch,29,2023,Germany,65,64,64,62.0,65,57,67,76,66,71,66,61,15+2,66,56,54.0
152725,Jordan Alan Moore-Taylor,28,2023,England,65,54,55,58.0,58,56,62,76,79,51,68,25,15+2,61,65,39.0
152726,Cosmin Gabriel Matei,30,2023,Romania,65,66,68,62.0,57,65,66,61,57,67,52,60,16+2,67,60,60.0
152727,Florian Stritzel,28,2023,Germany,65,12,10,29.0,56,8,32,27,71,30,36,9,64+2,22,13,16.0
152728,Mitchel Paulissen,29,2023,Netherlands,65,63,63,63.0,65,65,73,58,72,67,69,60,18+2,66,40,50.0
152729,Omar Ibrahim Omar Othman Hawsawi,36,2023,Saudi Arabia,65,44,41,55.0,58,26,46,60,84,40,47,20,15+2,60,61,36.0
152730,Yehya Sulaiman Ali Al-Shehri,32,2023,Saudi Arabia,65,71,63,70.0,58,67,64,34,42,58,53,58,18+2,68,34,61.0
152731,Koen Van Langendonck,33,2023,Belgium,65,18,11,47.0,62,20,23,28,70,48,33,12,64+1,30,14,22.0
152732,Maurides Roque Junior,28,2023,Brazil,65,65,63,64.0,59,27,50,62,85,72,50,65,17+2,66,29,63.0
152733,Timothy Payne,28,2023,New Zealand,65,58,53,60.0,59,68,63,72,82,66,73,53,16+2,58,63,50.0
152734,Housain Ali Jassim Al-Mogahwi,34,2023,Saudi Arabia,65,67,68,60.0,62,66,64,63,67,61,56,63,17+2,69,57,49.0
152735,Kieran Paul Sadlier,27,2023,Republic of Ireland,65,66,68,62.0,66,64,76,76,65,70,75,63,16+2,61,56,67.0
152736,Elliott Lee,27,2023,England,65,65,66,61.0,65,57,67,75,63,65,67,62,17+2,66,60,60.0
152737,Mohammed Abdulhakem Al Fatil,30,2023,Saudi Arabia,65,60,36,57.0,58,28,52,63,74,43,49,18,16+2,63,66,35.0
152738,Ángelo José Henríquez Iturra,28,2023,Chile,65,66,64,67.0,59,59,73,59,65,67,70,65,17+2,59,33,70.0
152739,Jordan Roy Tillson,29,2023,England,65,64,58,55.0,62,48,54,81,72,52,46,42,15+2,65,63,45.0
152740,Krzysztof Kamiński,31,2023,Poland,65,26,14,27.0,56,13,30,34,54,49,44,18,64+1,26,12,23.0
152741,Fábio Alexandre da Silva Nunes,29,2023,Portugal,65,62,68,52.0,59,66,76,72,66,48,72,49,17+2,61,58,64.0
152742,Leonardo Capezzi,27,2023,Italy,65,64,62,72.0,66,62,34,63,52,64,41,56,16+2,67,58,64.0
152743,Nasser Chamed,28,2023,Comoros,65,67,69,60.0,60,63,76,64,66,76,80,60,14+2,63,39,65.0
152744,Charles Melker Otto Hallberg,26,2023,Sweden,65,66,64,63.0,65,65,67,73,62,76,65,58,15+2,66,63,60.0
152745,Mohammed Abdullah Salem,36,2023,Saudi Arabia,65,45,42,53.0,60,52,51,73,83,65,34,25,17+2,52,64,34.0
152746,Marcus Fraser,28,2023,Scotland,65,62,56,62.0,61,60,69,88,75,46,72,35,15+2,57,66,45.0
152747,Samuel Patrick Robert Long,27,2023,England,65,62,59,60.0,61,61,69,73,70,50,64,44,16+2,60,63,49.0
152748,Cayetano Quintana Hernández,28,2023,Spain,65,68,64,56.0,64,37,71,51,59,63,74,66,17+2,64,33,68.0
152749,Israel Puerto Pineda,29,2023,Spain,65,58,40,50.0,64,41,47,63,76,49,66,26,17+2,66,63,50.0
152750,Juan Gabriel Valverde Rivera,32,2023,Bolivia,65,62,57,48.0,59,57,64,81,66,25,54,25,14+2,59,65,37.0
152751,Shane Edward O'Neill,28,2023,United States,65,59,55,59.0,66,46,42,65,83,62,65,43,17+2,64,66,42.0
152752,Liam Joseph Roberts,27,2023,England,65,25,17,52.0,60,16,45,31,63,47,48,18,64+2,33,14,21.0
152753,Mateusz Cichocki,30,2023,Poland,65,59,34,53.0,62,27,61,67,73,33,54,24,16+2,63,66,35.0
152754,Quirin Moll,31,2023,Germany,65,64,52,69.0,59,52,66,78,73,65,52,44,17+2,64,65,48.0
152755,Marius Willsch,31,2023,Germany,65,62,57,48.0,62,64,77,81,64,62,81,47,17+2,63,60,52.0
152756,Dominic Edward Gape,27,2023,England,65,64,61,62.0,63,61,66,65,69,60,64,54,18+2,64,63,56.0
152757,Maximilian Thiel,29,2023,Germany,65,66,69,55.0,61,66,67,55,73,74,76,62,17+2,63,32,46.0
152758,Saeed Fawaz Al Mowalad,31,2023,Saudi Arabia,65,66,60,48.0,61,61,76,72,74,52,75,51,17+2,62,59,59.0
152759,Ulrik Yttergård Jenssen,25,2023,Norway,65,64,60,65.0,63,60,57,69,78,65,52,52,17+2,68,65,53.0
152760,정동호 丁东浩,32,2023,Korea Republic,65,62,63,50.0,65,64,70,66,64,32,71,21,17+2,59,61,40.0
152761,Okan Aydın,28,2023,Turkey,65,65,67,58.0,61,56,76,67,32,70,74,57,18+2,65,37,53.0
152762,Daniel Wein,28,2023,Germany,65,63,48,64.0,52,49,58,80,73,63,61,41,16+2,69,62,33.0
152763,Jason Kato Geria,29,2023,Australia,65,60,57,57.0,59,55,73,82,78,48,72,30,16+2,56,62,34.0
152764,Jamille Antonio Matt,32,2023,Jamaica,65,63,58,64.0,63,40,55,75,92,68,51,67,18+2,59,22,64.0
152765,김승대 金承大,31,2023,Korea Republic,65,67,63,71.0,66,55,83,70,56,62,85,59,15+2,66,47,49.0
152766,Adam Deja,29,2023,Poland,65,60,61,57.0,63,56,64,80,80,66,66,39,16+2,60,63,45.0
152767,Rhys Derek Oates,27,2023,England,65,64,66,59.0,60,53,85,80,81,67,90,62,13+2,54,30,57.0
152768,Aliou Coly,29,2023,Senegal,65,56,54,52.0,60,52,63,68,86,70,58,46,16+2,60,61,44.0
152769,Adolphe Teikeu Kamgang,32,2023,Cameroon,65,52,37,59.0,51,29,37,67,80,40,33,33,14+2,55,71,36.0
152770,Jevani Jason Brown,27,2023,Jamaica,65,64,65,67.0,64,58,78,79,66,63,84,62,15+2,67,44,61.0
152771,Stephen Gerard O'Donnell,30,2023,Scotland,65,62,57,59.0,55,63,68,81,68,58,68,44,16+2,61,63,40.0
152772,Alejandro Miguel Sánchez,35,2023,Argentina,65,20,20,33.0,64,20,23,28,66,47,20,18,64+1,24,15,25.0
152773,Alan Henrique Costa,31,2023,Brazil,65,48,30,58.0,56,41,55,70,86,49,44,27,19+2,62,64,49.0
152774,Bjørn Inge Utvik,26,2023,Norway,65,57,44,68.0,63,46,48,74,71,43,45,33,18+2,58,66,43.0
152775,Mitchell Bernard Pinnock,27,2023,England,65,62,63,61.0,56,66,76,82,74,66,81,54,16+2,62,49,56.0
152776,Rafael Antonio Caroca Cordero,32,2023,Chile,65,65,63,71.0,59,60,74,80,70,71,70,40,16+2,66,62,57.0
152777,Jair Alexander Reinoso Moreno,37,2023,Colombia,65,65,66,56.0,48,25,66,60,66,71,63,70,17+2,66,18,71.0
152778,Scott Tanser,27,2023,England,65,61,62,61.0,59,67,75,75,56,63,75,53,16+2,59,58,76.0
152779,Fabio Francisco Vázquez,28,2023,Argentina,65,66,64,59.0,60,47,61,82,71,55,52,45,18+2,68,62,44.0
152780,Sergio Maximiliano Ojeda,30,2023,Argentina,65,47,36,48.0,62,33,41,66,81,53,51,28,15+2,53,66,43.0
152781,Leonel Buter,29,2023,Argentina,65,61,62,47.0,60,42,68,56,70,68,70,70,16+2,61,21,70.0
152782,Lloyd Richard Jones,26,2023,England,65,47,40,53.0,61,32,53,53,81,44,61,22,17+2,55,66,41.0
152783,Jakub Łukowski,26,2023,Poland,65,63,65,60.0,48,61,81,71,57,66,80,60,17+2,63,25,58.0
152784,Thomas Korsgaard Mikkelsen,38,2023,Denmark,65,40,22,45.0,53,16,30,32,72,50,35,16,64+1,48,17,30.0
152785,Mamadou Tounkara,26,2023,Senegal,65,68,66,55.0,58,58,67,68,68,67,67,68,15+2,59,39,56.0
152786,Emerson Hyndman,26,2023,United States,65,66,66,63.0,66,62,66,72,47,60,56,60,17+2,70,60,55.0
152787,Liam Francis Peadar Donnelly,26,2023,Northern Ireland,65,64,60,62.0,62,54,67,68,72,62,62,64,20+2,65,63,65.0
152788,Ben Purrington,26,2023,England,65,61,63,52.0,60,64,72,66,69,51,71,47,16+2,60,62,40.0
152789,Rodrigo Facundo Castro,29,2023,Argentina,65,61,69,47.0,60,49,80,54,31,65,80,65,17+2,66,39,65.0
152790,Simon Handle,29,2023,Germany,65,63,67,51.0,62,58,86,82,51,61,81,62,17+2,59,60,48.0
152791,Joni Ensio Kauko,31,2023,Finland,65,65,62,69.0,70,52,54,78,86,69,64,66,16+2,65,62,54.0
152792,Sebastian Mrowca,28,2023,Poland,65,62,58,49.0,59,57,64,72,70,66,78,37,16+2,64,65,50.0
152793,Alvas Elvis Powell,27,2023,Jamaica,65,62,64,59.0,60,60,83,72,73,62,86,37,14+2,53,62,36.0
152794,Jack Payne,27,2023,England,65,68,66,65.0,63,54,81,78,33,63,67,61,18+2,66,57,68.0
152795,彭欣力,30,2023,China PR,65,65,64,67.0,63,59,82,76,59,66,74,59,17+2,68,64,60.0
